Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.469793,[  4 109] ; [253 144],[56.94313725 56.05686275] ; [200.05686275 196.94313725],1
d3,1,0.0,80.405008,[35 76] ; [305  92],[74.29133858 36.70866142] ; [265.70866142 131.29133858],1
d5,1,0.0,79.05451,[50 62] ; [338  59],[85.37524558 26.62475442] ; [302.62475442  94.37524558],1
d2,1,0.0,29.357152,[22 91] ; [189 205],[47.02761341 65.97238659] ; [163.97238659 230.02761341],1
a4,1,0.0,25.962922,[22 89] ; [185 211],[45.31952663 65.68047337] ; [161.68047337 234.31952663],1
a5,1,6e-06,20.632228,[55 58] ; [284 113],[75.11176471 37.88823529] ; [263.88823529 133.11176471],1
r3,1,1.9e-05,18.294146,[94 19] ; [376  19],[104.54724409   8.45275591] ; [365.45275591  29.54724409],1
u1,1,2.2e-05,17.996308,[  1 112] ; [ 63 334],[14.18039216 98.81960784] ; [ 49.81960784 347.18039216],1
a3,1,4.5e-05,16.644868,[54 58] ; [273 122],[72.23668639 39.76331361] ; [254.76331361 140.23668639],1
a2,1,0.0001,15.145616,[  8 105] ; [ 94 303],[22.6 90.4] ; [ 79.4 317.6],1
r1,1,0.000252,13.394362,[72 41] ; [317  78],[86.52952756 26.47047244] ; [302.47047244  92.52952756],1
a7,1,0.000428,12.406584,[67 45] ; [304  93],[81.6345776 30.3654224] ; [289.3654224 107.6345776],1
r4,1,0.000497,12.1269,[88 25] ; [358  39],[98.81960784 14.18039216] ; [347.18039216  49.81960784],1
p1,1,0.002046,9.507564,[16 96] ; [ 22 372],[  8.41106719 103.58893281] ; [ 29.58893281 364.41106719],0
v2,1,0.005809,7.608742,[41 66] ; [204 178],[53.60940695 53.39059305] ; [191.39059305 190.60940695],0
u2,1,0.009446,6.736419,[21 38] ; [68 53],[29.17222222 29.82777778] ; [59.82777778 61.17222222],0
s2,1,0.016968,5.699667,[27 84] ; [144 251],[37.51185771 73.48814229] ; [133.48814229 261.51185771],0
p2,1,0.019462,5.459542,[79 33] ; [316  75],[87.95228628 24.04771372] ; [307.04771372  83.95228628],0
s5,1,0.022589,5.19983,[18 91] ; [105 281],[27.08484848 81.91515152] ; [ 95.91515152 290.08484848],0
s6,1,0.02566,4.978776,[46 64] ; [209 179],[56.3253012 53.6746988] ; [198.6746988 189.3253012],0
a6,1,0.03703,4.34902,[68 45] ; [280 117],[77.10588235 35.89411765] ; [270.89411765 126.10588235],0
p9,1,0.059389,3.554364,[77 33] ; [305  83],[84.37751004 25.62248996] ; [297.62248996  90.37751004],0
b3,1,0.074228,3.186955,[14 48] ; [ 72 136],[19.74814815 42.25185185] ; [ 66.25185185 141.74814815],0
b2,1,0.074228,3.186955,[14 48] ; [ 72 136],[19.74814815 42.25185185] ; [ 66.25185185 141.74814815],0
p10,1,0.075883,3.150943,[73 36] ; [295  96],[80.224 28.776] ; [287.776 103.224],0
b4,1,0.07733,3.120147,[59 54] ; [244 153],[67.13529412 45.86470588] ; [235.86470588 161.13529412],0
n6,1,0.138284,2.196952,[83 30] ; [315  79],[88.7061144 24.2938856] ; [309.2938856  84.7061144],0
v4,1,0.155287,2.01953,[100  11] ; [373  24],[103.3523622   7.6476378] ; [369.6476378  27.3523622],0
n3,1,0.15753,1.99778,[27  6] ; [67 30],[23.86153846  9.13846154] ; [70.13846154 26.86153846],0
p4,1,0.157698,1.996159,[50 63] ; [202 188],[56.61232604 56.38767396] ; [195.38767396 194.61232604],0
