Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.59537,[22 29] ; [188  60],[35.81939799 15.18060201] ; [174.18060201  73.81939799],1
p4,1,0.001352,10.270516,[34 17] ; [212  36],[41.95986622  9.04013378] ; [204.04013378  43.95986622],0
d2,1,0.003842,8.356799,[37 14] ; [125 123],[27.63210702 23.36789298] ; [134.36789298 113.63210702],0
p7,1,0.010946,6.474021,[36 14] ; [211  33],[42.00680272  7.99319728] ; [204.99319728  39.00680272],0
s7,1,0.017184,5.677436,[37 10] ; [145  95],[29.80487805 17.19512195] ; [152.19512195  87.80487805],0
n6,1,0.022926,5.174114,[41  9] ; [228  19],[45.28619529  4.71380471] ; [223.71380471  23.28619529],0
p12,1,0.025619,4.98156,[ 2 49] ; [ 39 209],[ 6.99331104 44.00668896] ; [ 34.00668896 213.99331104],0
u1,1,0.026641,4.913919,[18 33] ; [ 52 197],[11.9 39.1] ; [ 58.1 190.9],0
p10,1,0.027069,4.886423,[43  8] ; [232  16],[46.90635452  4.09364548] ; [228.09364548  19.90635452],0
p5,1,0.035473,4.422269,[ 5 46] ; [ 57 192],[10.54 40.46] ; [ 51.46 197.54],0
v1,1,0.043099,4.091526,[26 25] ; [161  83],[32.32881356 18.67118644] ; [154.67118644  89.32881356],0
p2,1,0.045705,3.99244,[42  9] ; [228  21],[45.9  5.1] ; [224.1  24.9],0
n1,1,0.049929,3.843833,[9 5] ; [16 30],[5.83333333 8.16666667] ; [19.16666667 26.83333333],0
s1,1,0.082807,3.008927,[ 4 47] ; [  7 241],[ 1.87625418 49.12374582] ; [  9.12374582 238.87625418],0
v4,1,0.084115,2.98355,[47  4] ; [240   7],[49.11744966  1.88255034] ; [237.88255034   9.11744966],0
b5,1,0.100345,2.700052,[36 15] ; [145 104],[30.77 20.23] ; [150.23  98.77],0
a2,1,0.10615,2.610629,[19 32] ; [ 65 184],[14.28 36.72] ; [ 69.72 179.28],0
n5,1,0.114039,2.49733,[38 12] ; [211  37],[41.77852349  8.22147651] ; [207.22147651  40.77852349],0
n3,1,0.131172,2.278582,[12  2] ; [29 16],[9.72881356 4.27118644] ; [31.27118644 13.72881356],0
s2,1,0.162812,1.947917,[36 15] ; [148  98],[31.5959596 19.4040404] ; [152.4040404  93.5959596],0
a4,1,0.202502,1.624237,[31 20] ; [127 122],[26.86 24.14] ; [131.14 117.86],0
u3,1,0.210619,1.567165,[9 2] ; [38 23],[7.18055556 3.81944444] ; [39.81944444 21.18055556],0
s4,1,0.214964,1.537677,[14 37] ; [ 48 196],[10.71864407 40.28135593] ; [ 51.28135593 192.71864407],0
p3,1,0.25652,1.28744,[31 20] ; [171  77],[34.4548495 16.5451505] ; [167.5451505  80.4548495],0
b1,1,0.258702,1.275691,[24 27] ; [ 96 153],[20.4 30.6] ; [ 99.6 149.4],0
d3,1,0.259656,1.270592,[39 10] ; [178  70],[35.8013468 13.1986532] ; [181.1986532  66.8013468],0
a1,1,0.26986,1.217456,[ 2 49] ; [ 21 228],[ 3.91 47.09] ; [ 19.09 229.91],0
n4,1,0.273586,1.198678,[41 10] ; [215  34],[43.52  7.48] ; [212.48  36.52],0
a6,1,0.28218,1.156559,[38 13] ; [165  82],[34.74161074 16.25838926] ; [168.25838926  78.74161074],0
s5,1,0.301456,1.067744,[24 21] ; [107 131],[20.83038869 24.16961131] ; [110.16961131 127.83038869],0
d1,1,0.302529,1.063012,[37 14] ; [162  87],[33.83 17.17] ; [165.17  83.83],0
r3,1,0.345783,0.888873,[47  3] ; [239   8],[48.14814815  1.85185185] ; [237.85185185   9.14814815],0
v3,1,0.451261,0.567483,[19 30] ; [108 134],[21.38487973 27.61512027] ; [105.61512027 136.38487973],0
a7,1,0.461678,0.541824,[39 11] ; [181  67],[36.91275168 13.08724832] ; [183.08724832  64.91275168],0
b4,1,0.479469,0.500071,[28 23] ; [150  99],[30.26 20.74] ; [147.74 101.26],0
a3,1,0.486408,0.484462,[40 10] ; [187  61],[38.08724832 11.91275168] ; [188.91275168  59.08724832],0
v2,1,0.489983,0.476564,[33 18] ; [144  98],[30.80887372 20.19112628] ; [146.19112628  95.80887372],0
s6,1,0.532394,0.389819,[36 13] ; [187  54],[37.67931034 11.32068966] ; [185.32068966  55.67931034],0
n2,1,0.594131,0.28394,[9 5] ; [33 13],[9.8 4.2] ; [32.2 13.8],0
p1,1,0.648076,0.208335,[ 6 44] ; [ 36 213],[ 7.02341137 42.97658863] ; [ 34.97658863 214.02341137],0
u4,1,0.675706,0.175,[ 2 49] ; [  7 241],[ 1.53511706 49.46488294] ; [  7.46488294 240.53511706],0
s8,1,0.703095,0.145272,[31 20] ; [143 104],[29.77852349 21.22147651] ; [144.22147651 102.77852349],0
a5,1,0.741274,0.10901,[41 10] ; [195  54],[40.12 10.88] ; [195.88  53.12],0
d4,1,0.779059,0.078706,[43  8] ; [212  35],[43.6409396  7.3590604] ; [211.3590604  35.6409396],0
b3,1,0.780089,0.077954,[11 14] ; [78 88],[11.64921466 13.35078534] ; [77.35078534 88.64921466],0
b2,1,0.780089,0.077954,[11 14] ; [78 88],[11.64921466 13.35078534] ; [77.35078534 88.64921466],0
d5,1,0.803345,0.062011,[43  7] ; [209  38],[42.42424242  7.57575758] ; [209.57575758  37.42424242],0
u2,1,0.804683,0.061153,[7 4] ; [37 25],[6.63013699 4.36986301] ; [37.36986301 24.63013699],0
r1,1,0.806039,0.060289,[41 10] ; [203  45],[41.6187291  9.3812709] ; [202.3812709  45.6187291],0
a8,1,0.916346,0.011033,[ 6 36] ; [ 34 194],[ 6.22222222 35.77777778] ; [ 33.77777778 194.22222222],0
r4,1,0.958535,0.002703,[47  4] ; [230  19],[47.09  3.91] ; [229.91  19.09],0
s3,1,0.960133,0.002499,[31 20] ; [148  97],[30.84121622 20.15878378] ; [148.15878378  96.84121622],0
