Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,80.901495,[147 182] ; [206  47],[199.54810997 129.45189003] ; [153.45189003  99.54810997],1
v1,1,0.0,31.59576,[153 181] ; [176  79],[186.56366723 147.43633277] ; [142.43633277 112.56366723],1
n5,1,2.4e-05,17.872338,[233 102] ; [218  40],[254.78077572  80.21922428] ; [196.21922428  61.78077572],1
p12,1,3.3e-05,17.229497,[ 15 322] ; [ 36 219],[ 29.03209459 307.96790541] ; [ 21.96790541 233.03209459],1
s8,1,3.5e-05,17.144031,[125 214] ; [137 117],[149.77740304 189.22259696] ; [112.22259696 141.77740304],1
s7,1,0.000139,14.516774,[137 191] ; [138 100],[159.3639576 168.6360424] ; [115.6360424 122.3639576],1
s2,1,0.000167,14.16693,[136 203] ; [142 113],[158.65656566 180.34343434] ; [119.34343434 135.65656566],1
p5,1,0.000335,12.861958,[ 26 313] ; [ 44 211],[ 39.94949495 299.05050505] ; [ 30.05050505 224.94949495],1
p3,1,0.000467,12.241114,[143 196] ; [144 110],[164.06913997 174.93086003] ; [122.93086003 131.06913997],1
p4,1,0.001745,9.80034,[177 161] ; [165  88],[195.59390863 142.40609137] ; [146.40609137 106.59390863],0
n4,1,0.002086,9.472256,[255  85] ; [220  38],[270.06688963  69.93311037] ; [204.93311037  53.06688963],0
p10,1,0.004072,8.251612,[257  82] ; [216  37],[270.85641892  68.14358108] ; [202.14358108  50.85641892],0
v4,1,0.005562,7.686998,[315  23] ; [252   5],[322.09411765  15.90588235] ; [244.90588235  12.09411765],0
n6,1,0.007043,7.261918,[268  69] ; [225  31],[280.1703204  56.8296796] ; [212.8296796  43.1703204],0
a5,1,0.009162,6.791008,[246  95] ; [209  48],[259.45652174  81.54347826] ; [195.54347826  61.45652174],0
s5,1,0.013456,6.108086,[ 93 240] ; [ 95 158],[106.83276451 226.16723549] ; [ 81.16723549 171.83276451],0
p8,1,0.017603,5.63523,[165 170] ; [149 103],[179.19931857 155.80068143] ; [134.80068143 117.19931857],0
p1,1,0.017696,5.626046,[ 21 317] ; [ 30 226],[ 29.02020202 308.97979798] ; [ 21.97979798 234.02020202],0
a1,1,0.034184,4.485468,[ 11 330] ; [ 18 240],[ 16.50918197 324.49081803] ; [ 12.49081803 245.50918197],0
s3,1,0.05012,3.837431,[169 170] ; [145 105],[180.72325976 158.27674024] ; [133.27674024 116.72325976],0
p7,1,0.056206,3.64595,[203 129] ; [170  77],[213.8791019 118.1208981] ; [159.1208981  87.8791019],0
d1,1,0.05889,3.568373,[192 149] ; [165  93],[203.23372287 137.76627713] ; [153.76627713 104.23372287],0
p9,1,0.066528,3.36668,[267  71] ; [214  38],[275.5559322  62.4440678] ; [205.4440678  46.5559322],0
u1,1,0.100554,2.696733,[ 56 285] ; [ 56 202],[ 63.75959933 277.24040067] ; [ 48.24040067 209.75959933],0
r3,1,0.152326,2.048806,[321  19] ; [248   8],[324.59731544  15.40268456] ; [244.40268456  11.59731544],0
u4,1,0.164465,1.932686,[  4 337] ; [  7 251],[  6.26210351 334.73789649] ; [  4.73789649 253.26210351],0
n2,1,0.174523,1.843656,[65 30] ; [35  9],[68.34532374 26.65467626] ; [31.65467626 12.34532374],0
r4,1,0.177248,1.820549,[316  25] ; [246  12],[319.93656093  21.06343907] ; [242.06343907  15.93656093],0
a2,1,0.179139,1.804751,[ 80 261] ; [ 73 185],[ 87.10016694 253.89983306] ; [ 65.89983306 192.10016694],0
d3,1,0.184534,1.760723,[225 116] ; [182  74],[232.47403685 108.52596315] ; [174.52596315  81.47403685],0
d2,1,0.189286,1.723168,[162 179] ; [135 120],[169.92785235 171.07214765] ; [127.07214765 127.92785235],0
a3,1,0.217231,1.522567,[237 102] ; [190  65],[243.69191919  95.30808081] ; [183.30808081  71.69191919],0
s6,1,0.22706,1.459181,[209 126] ; [172  84],[215.96446701 119.03553299] ; [165.03553299  90.96446701],0
p11,1,0.235711,1.40606,[264  77] ; [210  48],[269.83973289  71.16026711] ; [204.16026711  53.83973289],0
d5,1,0.286957,1.133841,[272  69] ; [213  43],[277.02680067  63.97319933] ; [207.97319933  48.02680067],0
n1,1,0.300657,1.071276,[41 55] ; [14 28],[38.26086957 57.73913043] ; [16.73913043 25.26086957],0
r2,1,0.328724,0.953918,[322  16] ; [247   8],[324.32040472  13.67959528] ; [244.67959528  10.32040472],0
b4,1,0.341158,0.906075,[197 144] ; [159  99],[202.66444073 138.33555927] ; [153.33555927 104.66444073],0
a4,1,0.383336,0.759975,[152 187] ; [124 132],[157.25042017 181.74957983] ; [118.74957983 137.25042017],0
p6,1,0.507217,0.439803,[113 222] ; [ 92 161],[116.79421769 218.20578231] ; [ 88.20578231 164.79421769],0
u3,1,0.517052,0.41977,[61 42] ; [43 24],[63.01176471 39.98823529] ; [40.98823529 26.01176471],0
n3,1,0.554567,0.349199,[63 30] ; [32 12],[64.48905109 28.51094891] ; [30.51094891 13.48905109],0
u2,1,0.573601,0.316694,[58 43] ; [42 26],[59.76331361 41.23668639] ; [40.23668639 27.76331361],0
a6,1,0.591439,0.288103,[231 110] ; [178  77],[234.00838926 106.99161074] ; [174.99161074  80.00838926],0
d4,1,0.755355,0.097086,[287  53] ; [212  42],[285.62289562  54.37710438] ; [213.37710438  40.62289562],0
b1,1,0.780605,0.07758,[136 205] ; [100 158],[134.35058431 206.64941569] ; [101.64941569 156.35058431],0
s1,1,0.852574,0.034535,[ 11 326] ; [  9 245],[ 11.40439932 325.59560068] ; [  8.59560068 245.40439932],0
b2,1,0.858078,0.031977,[ 84 127] ; [68 99],[ 84.84656085 126.15343915] ; [67.15343915 99.84656085],0
b3,1,0.858078,0.031977,[ 84 127] ; [68 99],[ 84.84656085 126.15343915] ; [67.15343915 99.84656085],0
p2,1,0.885626,0.02069,[283  56] ; [214  41],[283.64141414  55.35858586] ; [213.35858586  41.64141414],0
a7,1,0.897453,0.01661,[253  88] ; [188  67],[252.31711409  88.68288591] ; [188.68288591  66.31711409],0
a8,1,0.957768,0.002804,[ 51 260] ; [ 37 191],[ 50.7755102 260.2244898] ; [ 37.2244898 190.7755102],0
b5,1,0.96678,0.001734,[199 142] ; [151 107],[199.24874791 141.75125209] ; [150.75125209 107.24874791],0
