Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0208,5.343449,[22 20] ; [ 3 13],[18.10344828 23.89655172] ; [6.89655172 9.10344828],0
b3,1,0.024404,5.065666,[17 24] ; [ 1 12],[13.66666667 27.33333333] ; [4.33333333 8.66666667],0
b2,1,0.024404,5.065666,[17 24] ; [ 1 12],[13.66666667 27.33333333] ; [4.33333333 8.66666667],0
s5,1,0.049929,3.843833,[16 30] ; [9 5],[19.16666667 26.83333333] ; [5.83333333 8.16666667],0
s1,1,0.087793,2.91439,[ 1 47] ; [ 2 14],[ 2.25 45.75] ; [ 0.75 15.25],0
p10,1,0.096875,2.75625,[35 13] ; [14  1],[37.33333333 10.66666667] ; [11.66666667  3.33333333],0
a6,1,0.103711,2.647521,[32 16] ; [7 9],[29.25 18.75] ; [9.75 6.25],0
n5,1,0.125201,2.35102,[39  9] ; [10  6],[36.75 11.25] ; [12.25  3.75],0
p1,1,0.137395,2.206897,[ 3 45] ; [ 3 13],[ 4.5 43.5] ; [ 1.5 14.5],0
a2,1,0.182422,1.777778,[14 34] ; [ 2 14],[12. 36.] ; [ 4. 12.],0
n1,1,0.203737,1.615385,[10  4] ; [3 4],[8.66666667 5.33333333] ; [4.33333333 2.66666667],0
p7,1,0.214818,1.538655,[15 31] ; [8 8],[17.06451613 28.93548387] ; [ 5.93548387 10.06451613],0
b4,1,0.233038,1.422222,[32 16] ; [8 8],[30. 18.] ; [10.  6.],0
a7,1,0.244493,1.354497,[29 19] ; [7 9],[27. 21.] ; [9. 7.],0
n3,1,0.305507,1.05,[9 5] ; [6 1],[10.  4.] ; [5. 2.],0
p11,1,0.335504,0.927536,[36 12] ; [10  6],[34.5 13.5] ; [11.5  4.5],0
s3,1,0.361935,0.831169,[30 18] ; [12  4],[31.5 16.5] ; [10.5  5.5],0
s2,1,0.361935,0.831169,[30 18] ; [12  4],[31.5 16.5] ; [10.5  5.5],0
v2,1,0.366799,0.81448,[24 21] ; [10  5],[25.5 19.5] ; [8.5 6.5],0
u2,1,0.371093,0.8,[12  3] ; [3 2],[11.25  3.75] ; [3.75 1.25],0
n2,1,0.388072,0.744974,[13  2] ; [5 2],[12.27272727  2.72727273] ; [5.72727273 1.27272727],0
n4,1,0.394305,0.725624,[38 10] ; [11  5],[36.75 11.25] ; [12.25  3.75],0
v1,1,0.43234,0.616528,[23 22] ; [10  6],[24.3442623 20.6557377] ; [8.6557377 7.3442623],0
a8,1,0.445151,0.58297,[ 6 39] ; [ 1 15],[ 5.16393443 39.83606557] ; [ 1.83606557 14.16393443],0
b5,1,0.452024,0.565571,[32 16] ; [9 7],[30.75 17.25] ; [10.25  5.75],0
s7,1,0.499187,0.456665,[36  9] ; [10  4],[35.08474576  9.91525424] ; [10.91525424  3.08474576],0
a5,1,0.504985,0.444444,[37 11] ; [11  5],[36. 12.] ; [12.  4.],0
p3,1,0.550985,0.355556,[19 29] ; [ 5 11],[18. 30.] ; [ 6. 10.],0
d1,1,0.550985,0.355556,[31 17] ; [9 7],[30. 18.] ; [10.  6.],0
b1,1,0.560624,0.338624,[28 20] ; [8 8],[27. 21.] ; [9. 7.],0
r1,1,0.590482,0.289593,[39  9] ; [12  4],[38.25  9.75] ; [12.75  3.25],0
d4,1,0.590482,0.289593,[39  9] ; [12  4],[38.25  9.75] ; [12.75  3.25],0
p4,1,0.661098,0.192192,[21 27] ; [ 6 10],[20.25 27.75] ; [6.75 9.25],0
n6,1,0.690982,0.158025,[41  7] ; [13  3],[40.5  7.5] ; [13.5  2.5],0
p8,1,0.726978,0.121905,[11 37] ; [ 3 13],[10.5 37.5] ; [ 3.5 12.5],0
r2,1,0.732779,0.116576,[46  2] ; [15  1],[45.75  2.25] ; [15.25  0.75],0
p12,1,0.753713,0.098438,[ 5 43] ; [ 2 13],[ 5.33333333 42.66666667] ; [ 1.66666667 13.33333333],0
s6,1,0.757798,0.095094,[40  8] ; [13  2],[40.38095238  7.61904762] ; [12.61904762  2.38095238],0
u3,1,0.765594,0.088889,[11  4] ; [4 1],[11.25  3.75] ; [3.75 1.25],0
d3,1,0.768844,0.08637,[28 20] ; [10  6],[28.5 19.5] ; [9.5 6.5],0
a4,1,0.772397,0.08366,[26 22] ; [8 8],[25.5 22.5] ; [8.5 7.5],0
r4,1,0.787994,0.072316,[44  4] ; [15  1],[44.25  3.75] ; [14.75  1.25],0
d5,1,0.848297,0.036592,[40  8] ; [13  3],[39.75  8.25] ; [13.25  2.75],0
u1,1,0.85764,0.032177,[10 38] ; [ 3 13],[ 9.75 38.25] ; [ 3.25 12.75],0
p6,1,1.0,0.0,[15 33] ; [ 5 11],[15. 33.] ; [ 5. 11.],0
d2,1,1.0,0.0,[30 18] ; [10  6],[30. 18.] ; [10.  6.],0
v4,1,1.0,0.0,[45  3] ; [15  1],[45.  3.] ; [15.  1.],0
a3,1,1.0,0.0,[33 15] ; [11  5],[33. 15.] ; [11.  5.],0
