Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,57.818499,[139   4] ; [30 25],[122.05555556  20.94444444] ; [46.94444444  8.05555556],1
r2,1,0.0,55.621363,[138   5] ; [29 25],[121.22335025  21.77664975] ; [45.77664975  8.22335025],1
r1,1,0.0,40.05345,[107  35] ; [15 41],[87.49494949 54.50505051] ; [34.50505051 21.49494949],1
v4,1,0.0,28.763605,[134   8] ; [35 19],[122.43877551  19.56122449] ; [46.56122449  7.43877551],1
p11,1,0.000118,14.829908,[103  40] ; [24 32],[91.26130653 51.73869347] ; [35.73869347 20.26130653],1
n6,1,0.000121,14.782879,[117  26] ; [31 25],[106.35175879  36.64824121] ; [41.64824121 14.35175879],1
p9,1,0.000123,14.746237,[106  31] ; [27 28],[94.90104167 42.09895833] ; [38.09895833 16.90104167],1
a7,1,0.000175,14.087466,[101  42] ; [23 32],[89.55555556 53.44444444] ; [34.44444444 20.55555556],1
d5,1,0.000747,11.369385,[96 47] ; [23 33],[85.51256281 57.48743719] ; [33.48743719 22.51256281],1
s6,1,0.001565,10.0,[80 60] ; [18 38],[70. 70.] ; [28. 28.],0
u3,1,0.00357,8.49062,[51 33] ; [11 24],[43.76470588 40.23529412] ; [18.23529412 16.76470588],0
a6,1,0.004455,8.088452,[78 65] ; [18 38],[68.98492462 74.01507538] ; [27.01507538 28.98492462],0
s3,1,0.006922,7.292993,[79 60] ; [19 35],[70.58031088 68.41968912] ; [27.41968912 26.58031088],0
a1,1,0.009009,6.821136,[  1 142] ; [ 4 52],[  3.59296482 139.40703518] ; [ 1.40703518 54.59296482],0
p10,1,0.010877,6.485298,[99 40] ; [28 26],[91.46632124 47.53367876] ; [35.53367876 18.46632124],0
s8,1,0.017312,5.66443,[44 99] ; [ 8 48],[ 37.36683417 105.63316583] ; [14.63316583 41.36683417],0
p4,1,0.018021,5.594153,[56 85] ; [12 43],[48.91836735 92.08163265] ; [19.08163265 35.91836735],0
n3,1,0.020684,5.353203,[24  7] ; [13 14],[19.77586207 11.22413793] ; [17.22413793  9.77586207],0
p3,1,0.035192,4.435829,[47 96] ; [10 46],[ 40.95979899 102.04020101] ; [16.04020101 39.95979899],0
s2,1,0.039798,4.226459,[60 81] ; [15 41],[53.68020305 87.31979695] ; [21.31979695 34.68020305],0
d3,1,0.04311,4.091081,[84 59] ; [24 32],[77.6080402 65.3919598] ; [30.3919598 25.6080402],0
a8,1,0.044674,4.03089,[ 15 118] ; [ 1 50],[ 11.56521739 121.43478261] ; [ 4.43478261 46.56521739],0
p7,1,0.073341,3.206625,[63 75] ; [17 37],[57.5 80.5] ; [22.5 31.5],0
