Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.01962,5.445378,[ 2 15] ; [4 3],[ 4.25 12.75] ; [1.75 5.25],0
s7,1,0.097768,2.741581,[ 4 25] ; [5 9],[ 6.06976744 22.93023256] ; [ 2.93023256 11.06976744],0
d2,1,0.103712,2.647517,[12 21] ; [ 2 13],[ 9.625 23.375] ; [ 4.375 10.625],0
b4,1,0.132147,2.267104,[19 14] ; [12  3],[21.3125 11.6875] ; [9.6875 5.3125],0
s1,1,0.171672,1.868283,[ 1 32] ; [ 2 13],[ 2.0625 30.9375] ; [ 0.9375 14.0625],0
s8,1,0.210075,1.570909,[ 4 29] ; [ 4 11],[ 5.5 27.5] ; [ 2.5 12.5],0
p2,1,0.241268,1.373172,[16 17] ; [10  5],[17.875 15.125] ; [8.125 6.875],0
a5,1,0.269004,1.221818,[12 21] ; [8 7],[13.75 19.25] ; [6.25 8.75],0
a4,1,0.368688,0.808081,[ 7 26] ; [ 5 10],[ 8.25 24.75] ; [ 3.75 11.25],0
p7,1,0.3779,0.777521,[ 9 24] ; [6 9],[10.3125 22.6875] ; [ 4.6875 10.3125],0
a1,1,0.398103,0.71405,[ 2 31] ; [ 2 13],[ 2.75 30.25] ; [ 1.25 13.75],0
p5,1,0.398103,0.71405,[ 2 31] ; [ 2 13],[ 2.75 30.25] ; [ 1.25 13.75],0
p10,1,0.413993,0.667304,[13 19] ; [8 7],[14.29787234 17.70212766] ; [6.70212766 8.29787234],0
a6,1,0.429795,0.623377,[15 18] ; [ 5 10],[13.75 19.25] ; [6.25 8.75],0
p6,1,0.437447,0.60297,[ 2 29] ; [ 2 13],[ 2.69565217 28.30434783] ; [ 1.30434783 13.69565217],0
b2,1,0.490691,0.475011,[ 8 15] ; [2 7],[ 7.1875 15.8125] ; [2.8125 6.1875],0
b3,1,0.490691,0.475011,[ 8 15] ; [2 7],[ 7.1875 15.8125] ; [2.8125 6.1875],0
n5,1,0.498679,0.457746,[21 12] ; [8 7],[19.9375 13.0625] ; [9.0625 5.9375],0
n4,1,0.550525,0.356377,[19 14] ; [10  5],[19.9375 13.0625] ; [9.0625 5.9375],0
u1,1,0.558964,0.341502,[ 1 32] ; [ 1 14],[ 1.375 31.625] ; [ 0.625 14.375],0
s4,1,0.56637,0.328795,[ 4 29] ; [ 1 14],[ 3.4375 29.5625] ; [ 1.5625 13.4375],0
d3,1,0.584481,0.299046,[16 17] ; [6 9],[15.125 17.875] ; [6.875 8.125],0
b5,1,0.584481,0.299046,[17 16] ; [9 6],[17.875 15.125] ; [8.125 6.875],0
a3,1,0.587114,0.294874,[16 17] ; [8 6],[16.85106383 16.14893617] ; [7.14893617 6.85106383],0
v2,1,0.597182,0.279266,[11 21] ; [ 4 11],[10.21276596 21.78723404] ; [ 4.78723404 10.21276596],0
p9,1,0.602967,0.270544,[17 14] ; [7 8],[16.17391304 14.82608696] ; [7.82608696 7.17391304],0
v4,1,0.612531,0.256506,[18 15] ; [7 8],[17.1875 15.8125] ; [7.8125 7.1875],0
a7,1,0.612531,0.256506,[15 18] ; [8 7],[15.8125 17.1875] ; [7.1875 7.8125],0
n2,1,0.647141,0.209524,[8 7] ; [3 4],[7.5 7.5] ; [3.5 3.5],0
n3,1,0.647141,0.209524,[8 7] ; [3 4],[7.5 7.5] ; [3.5 3.5],0
p4,1,0.654415,0.20038,[11 22] ; [6 9],[11.6875 21.3125] ; [5.3125 9.6875],0
n1,1,0.654992,0.199664,[ 3 12] ; [2 5],[ 3.40909091 11.59090909] ; [1.59090909 5.40909091],0
p1,1,0.65561,0.198901,[ 3 30] ; [ 2 13],[ 3.4375 29.5625] ; [ 1.5625 13.4375],0
n6,1,0.668156,0.183767,[19 14] ; [9 5],[19.65957447 13.34042553] ; [8.34042553 5.65957447],0
v3,1,0.676103,0.174545,[ 5 28] ; [ 3 12],[ 5.5 27.5] ; [ 2.5 12.5],0
r4,1,0.676103,0.174545,[ 5 28] ; [ 3 12],[ 5.5 27.5] ; [ 2.5 12.5],0
d5,1,0.724018,0.124675,[18 15] ; [9 6],[18.5625 14.4375] ; [8.4375 6.5625],0
s2,1,0.745828,0.10507,[ 8 25] ; [ 3 12],[ 7.5625 25.4375] ; [ 3.4375 11.5625],0
p11,1,0.755497,0.09697,[17 16] ; [7 8],[16.5 16.5] ; [7.5 7.5],0
v1,1,0.797245,0.066005,[10 23] ; [ 4 11],[ 9.625 23.375] ; [ 4.375 10.625],0
d1,1,0.797245,0.066005,[10 23] ; [ 4 11],[ 9.625 23.375] ; [ 4.375 10.625],0
s6,1,0.809393,0.058182,[12 21] ; [6 9],[12.375 20.625] ; [5.625 9.375],0
u2,1,0.851054,0.035259,[8 9] ; [3 4],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
s5,1,0.868604,0.027368,[ 5 28] ; [ 2 13],[ 4.8125 28.1875] ; [ 2.1875 12.8125],0
a8,1,0.899494,0.015952,[ 4 27] ; [ 2 12],[ 4.13333333 26.86666667] ; [ 1.86666667 12.13333333],0
s3,1,0.90278,0.014921,[ 8 24] ; [ 4 11],[ 8.17021277 23.82978723] ; [ 3.82978723 11.17021277],0
b1,1,0.906958,0.01366,[17 16] ; [8 7],[17.1875 15.8125] ; [7.8125 7.1875],0
p3,1,0.919135,0.010307,[ 6 26] ; [ 3 12],[ 6.12765957 25.87234043] ; [ 2.87234043 12.12765957],0
a2,1,0.935917,0.006465,[ 2 31] ; [ 1 14],[ 2.0625 30.9375] ; [ 0.9375 14.0625],0
r3,1,0.967535,0.001656,[19 13] ; [9 6],[19.06382979 12.93617021] ; [8.93617021 6.06382979],0
d4,1,1.0,0.0,[22 11] ; [10  5],[22. 11.] ; [10.  5.],0
