Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.525742,[113  73] ; [25 87],[86.13422819 99.86577181] ; [51.86577181 60.13422819],1
v1,1,2e-06,22.527713,[130  55] ; [48 65],[110.5033557  74.4966443] ; [67.4966443 45.5033557],1
a5,1,0.001196,10.496189,[162  28] ; [81 35],[150.88235294  39.11764706] ; [92.11764706 23.88235294],0
s4,1,0.006378,7.440371,[ 39 150] ; [40 75],[ 49.11513158 139.88486842] ; [29.88486842 85.11513158],0
s1,1,0.018262,5.570822,[  7 181] ; [ 12 102],[ 11.82781457 176.17218543] ; [  7.17218543 106.82781457],0
d4,1,0.020437,5.374216,[169  20] ; [91 23],[162.17821782  26.82178218] ; [97.82178218 16.17821782],0
n3,1,0.025532,4.987431,[30  6] ; [15 11],[26.12903226  9.87096774] ; [18.87096774  7.12903226],0
d2,1,0.027695,4.846979,[118  71] ; [57 58],[108.79934211  80.20065789] ; [66.20065789 48.79934211],0
a7,1,0.03683,4.358233,[141  49] ; [73 43],[132.87581699  57.12418301] ; [81.12418301 34.87581699],0
d5,1,0.038524,4.281757,[166  23] ; [90 24],[159.68316832  29.31683168] ; [96.31683168 17.68316832],0
a6,1,0.053106,3.740585,[127  61] ; [65 50],[119.12871287  68.87128713] ; [72.87128713 42.12871287],0
u1,1,0.061394,3.499318,[ 56 134] ; [23 93],[ 49.05228758 140.94771242] ; [29.94771242 86.05228758],0
r2,1,0.065989,3.38007,[185   2] ; [110   5],[182.66556291   4.33443709] ; [112.33443709   2.66556291],0
r3,1,0.076412,3.139617,[184   4] ; [109   7],[181.19736842   6.80263158] ; [111.80263158   4.19736842],0
s8,1,0.08261,3.012797,[145  43] ; [79 37],[138.52631579  49.47368421] ; [85.47368421 30.52631579],0
p12,1,0.086685,2.934887,[ 25 165] ; [  8 108],[ 20.49019608 169.50980392] ; [ 12.50980392 103.49019608],0
d1,1,0.092575,2.829016,[134  56] ; [71 45],[127.2875817  62.7124183] ; [77.7124183 38.2875817],0
r1,1,0.129099,2.303301,[165  24] ; [93 22],[160.40131579  28.59868421] ; [97.59868421 17.40131579],0
a8,1,0.131556,2.274045,[ 36 135] ; [15 93],[ 31.25806452 139.74193548] ; [19.74193548 88.25806452],0
a3,1,0.131705,2.272295,[161  28] ; [91 25],[156.15737705  32.84262295] ; [95.84262295 20.15737705],0
p7,1,0.142158,2.154448,[136  47] ; [75 38],[130.44932432  52.55067568] ; [80.55067568 32.44932432],0
n1,1,0.148941,2.083067,[15 20] ; [16 10],[17.78688525 17.21311475] ; [13.21311475 12.78688525],0
n4,1,0.226902,1.460176,[167  22] ; [96 19],[163.50986842  25.49013158] ; [99.49013158 15.50986842],0
p10,1,0.286184,1.137485,[166  23] ; [96 19],[162.88815789  26.11184211] ; [99.11184211 15.88815789],0
p5,1,0.313321,1.016624,[ 27 163] ; [21 92],[ 30.0990099 159.9009901] ; [17.9009901 95.0990099],0
b5,1,0.319513,0.990939,[119  71] ; [66 50],[114.86928105  75.13071895] ; [70.13071895 45.86928105],0
s5,1,0.321003,0.984855,[101  78] ; [56 55],[96.90689655 82.09310345] ; [60.09310345 50.90689655],0
p9,1,0.332041,0.940923,[173  15] ; [102  13],[170.62706271  17.37293729] ; [104.37293729  10.62706271],0
b4,1,0.346032,0.887957,[112  78] ; [62 54],[108.03921569  81.96078431] ; [65.96078431 50.03921569],0
