Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,23.732855,[162 140] ; [ 6 37],[147.06086957 154.93913043] ; [20.93913043 22.06086957],1
s7,1,3e-06,22.086169,[235  64] ; [20 24],[222.28862974  76.71137026] ; [32.71137026 11.28862974],1
s3,1,0.000157,14.289195,[280  29] ; [32 13],[272.33898305  36.66101695] ; [39.66101695  5.33898305],1
s8,1,0.000547,11.948639,[213  98] ; [19 26],[202.6741573 108.3258427] ; [29.3258427 15.6741573],1
p4,1,0.000765,11.3237,[222  88] ; [21 24],[212.1971831  97.8028169] ; [30.8028169 14.1971831],1
p6,1,0.027241,4.875479,[149 157] ; [14 31],[142.1025641 163.8974359] ; [20.8974359 24.1025641],0
d5,1,0.03077,4.66574,[261  49] ; [32 13],[255.85915493  54.14084507] ; [37.14084507  7.85915493],0
r4,1,0.038777,4.270614,[292  21] ; [38  7],[288.51955307  24.48044693] ; [41.48044693  3.51955307],0
a2,1,0.047799,3.917029,[ 93 220] ; [ 7 38],[ 87.4301676 225.5698324] ; [12.5698324 32.4301676],0
n6,1,0.057389,3.611291,[288  23] ; [37  7],[284.71830986  26.28169014] ; [40.28169014  3.71830986],0
b5,1,0.058001,3.593638,[199 114] ; [22 23],[193.22067039 119.77932961] ; [27.77932961 17.22067039],0
s4,1,0.080592,3.052914,[ 69 238] ; [ 5 40],[ 64.53977273 242.46022727] ; [ 9.46022727 35.53977273],0
p3,1,0.086458,2.939109,[177 134] ; [19 25],[171.70704225 139.29295775] ; [24.29295775 19.70704225],0
p8,1,0.087376,2.92206,[178 129] ; [20 25],[172.6875 134.3125] ; [25.3125 19.6875],0
a4,1,0.0903,2.86901,[160 152] ; [17 28],[154.68907563 157.31092437] ; [22.31092437 22.68907563],0
r3,1,0.094858,2.789941,[300  11] ; [41  4],[297.89606742  13.10393258] ; [43.10393258  1.89606742],0
b2,1,0.139496,2.183509,[ 82 120] ; [15 12],[ 85.56331878 116.43668122] ; [11.43668122 15.56331878],0
b3,1,0.139496,2.183509,[ 82 120] ; [15 12],[ 85.56331878 116.43668122] ; [11.43668122 15.56331878],0
a3,1,0.168638,1.895011,[249  62] ; [32 13],[245.48033708  65.51966292] ; [35.51966292  9.48033708],0
r1,1,0.175477,1.835523,[267  45] ; [35 10],[263.93277311  48.06722689] ; [38.06722689  6.93277311],0
v1,1,0.184073,1.764428,[190 113] ; [23 21],[185.99135447 117.00864553] ; [27.00864553 16.99135447],0
v4,1,0.188185,1.731768,[303   9] ; [42  3],[301.51260504  10.48739496] ; [43.48739496  1.51260504],0
p9,1,0.203615,1.616251,[279  29] ; [38  7],[276.58923513  31.41076487] ; [40.41076487  4.58923513],0
u1,1,0.209574,1.574369,[ 75 238] ; [ 7 38],[ 71.69273743 241.30726257] ; [10.30726257 34.69273743],0
d1,1,0.217684,1.519575,[210 103] ; [26 19],[206.33519553 106.66480447] ; [29.66480447 15.33519553],0
p12,1,0.253613,1.303292,[ 39 272] ; [ 3 42],[ 36.69101124 274.30898876] ; [ 5.30898876 39.69101124],0
d2,1,0.304172,1.055812,[170 140] ; [21 24],[166.78873239 143.21126761] ; [24.21126761 20.78873239],0
s1,1,0.345747,0.889004,[ 17 290] ; [ 1 44],[ 15.69886364 291.30113636] ; [ 2.30113636 42.69886364],0
a1,1,0.356045,0.851795,[ 17 296] ; [ 4 41],[ 18.3603352 294.6396648] ; [ 2.6396648 42.3603352],0
p1,1,0.408703,0.68257,[ 33 277] ; [ 3 42],[ 31.43661972 278.56338028] ; [ 4.56338028 40.43661972],0
a5,1,0.420632,0.648548,[239  73] ; [32 13],[236.84033613  75.15966387] ; [34.15966387 10.84033613],0
u3,1,0.420887,0.647837,[42 22] ; [7 6],[40.72727273 23.27272727] ; [8.27272727 4.72727273],0
a8,1,0.421147,0.647111,[ 46 241] ; [ 9 34],[ 47.83333333 239.16666667] ; [ 7.16666667 35.83333333],0
n1,1,0.428723,0.62628,[27 32] ; [4 8],[25.76056338 33.23943662] ; [5.23943662 6.76056338],0
p7,1,0.431699,0.618248,[210  89] ; [29 16],[207.73546512  91.26453488] ; [31.26453488 13.73546512],0
u4,1,0.435281,0.608691,[ 15 298] ; [ 1 44],[ 13.98882682 299.01117318] ; [ 2.01117318 42.98882682],0
p10,1,0.445061,0.583199,[270  40] ; [41  4],[271.57746479  38.42253521] ; [39.42253521  5.57746479],0
p2,1,0.479456,0.500101,[268  43] ; [37  8],[266.44662921  44.55337079] ; [38.55337079  6.44662921],0
d3,1,0.585779,0.296985,[219  91] ; [30 15],[217.43661972  92.56338028] ; [31.56338028 13.43661972],0
a6,1,0.647528,0.20903,[203 106] ; [28 17],[201.63559322 107.36440678] ; [29.36440678 15.63559322],0
r2,1,0.647728,0.208777,[301  10] ; [42  2],[300.48732394  10.51267606] ; [42.51267606  1.48732394],0
d4,1,0.675464,0.175277,[268  41] ; [38  7],[267.10169492  41.89830508] ; [38.89830508  6.10169492],0
b4,1,0.691375,0.157601,[178 135] ; [27 18],[179.23184358 133.76815642] ; [25.76815642 19.23184358],0
p11,1,0.700423,0.148032,[257  56] ; [38  7],[257.91899441  55.08100559] ; [37.08100559  7.91899441],0
n3,1,0.702881,0.145493,[39 20] ; [10  4],[39.60273973 19.39726027] ; [9.39726027 4.60273973],0
u2,1,0.712296,0.135994,[38 26] ; [7 6],[37.4025974 26.5974026] ; [7.5974026 5.4025974],0
n2,1,0.714687,0.133641,[48 11] ; [10  3],[47.52777778 11.47222222] ; [10.47222222  2.52777778],0
b1,1,0.77311,0.083122,[132 181] ; [20 25],[132.89385475 180.10614525] ; [19.10614525 25.89385475],0
n4,1,0.775793,0.081114,[280  32] ; [41  4],[280.53781513  31.46218487] ; [40.46218487  4.53781513],0
a7,1,0.826914,0.047813,[226  85] ; [32 13],[225.38764045  85.61235955] ; [32.61235955 12.38764045],0
v2,1,0.868216,0.027531,[178 123] ; [26 17],[178.5 122.5] ; [25.5 17.5],0
v3,1,0.876786,0.024039,[140 161] ; [19 23],[139.53061224 161.46938776] ; [19.46938776 22.53061224],0
