Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.004716,7.985113,[9 2] ; [ 5 13],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
d5,1,0.011235,6.427706,[2 9] ; [12  6],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
u2,1,0.026895,4.897517,[1 8] ; [5 3],[3.17647059 5.82352941] ; [2.82352941 5.17647059],0
a3,1,0.068504,3.318519,[2 8] ; [10  8],[4.28571429 5.71428571] ; [ 7.71428571 10.28571429],0
n4,1,0.076823,3.130856,[8 3] ; [ 7 11],[5.68965517 5.31034483] ; [9.31034483 8.68965517],0
u3,1,0.079008,3.085185,[1 8] ; [4 4],[2.64705882 6.35294118] ; [2.35294118 5.64705882],0
a7,1,0.086628,2.93595,[2 9] ; [9 9],[4.17241379 6.82758621] ; [ 6.82758621 11.17241379],0
d3,1,0.086628,2.93595,[2 9] ; [9 9],[4.17241379 6.82758621] ; [ 6.82758621 11.17241379],0
a8,1,0.088471,2.901982,[3 7] ; [ 1 16],[1.48148148 8.51851852] ; [ 2.51851852 14.48148148],0
r3,1,0.227907,1.453877,[3 8] ; [9 9],[4.55172414 6.44827586] ; [ 7.44827586 10.55172414],0
b5,1,0.227907,1.453877,[8 3] ; [9 9],[6.44827586 4.55172414] ; [10.55172414  7.44827586],0
a5,1,0.242187,1.367817,[2 9] ; [ 7 11],[3.4137931 7.5862069] ; [ 5.5862069 12.4137931],0
s7,1,0.307434,1.041667,[1 9] ; [ 4 11],[2. 8.] ; [ 3. 12.],0
n6,1,0.314736,1.010695,[6 5] ; [ 6 11],[4.71428571 6.28571429] ; [7.28571429 9.71428571],0
v4,1,0.315594,1.007119,[4 7] ; [10  8],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
d2,1,0.363698,0.825084,[ 1 10] ; [ 4 14],[1.89655172 9.10344828] ; [ 3.10344828 14.89655172],0
p9,1,0.400659,0.706347,[2 8] ; [ 6 11],[2.96296296 7.03703704] ; [ 5.03703704 11.96296296],0
b1,1,0.408384,0.683502,[7 4] ; [14  4],[7.96551724 3.03448276] ; [13.03448276  4.96551724],0
v2,1,0.418442,0.654686,[1 9] ; [ 4 14],[1.78571429 8.21428571] ; [ 3.21428571 14.78571429],0
s3,1,0.462832,0.539037,[4 7] ; [ 4 13],[3.14285714 7.85714286] ; [ 4.85714286 12.14285714],0
p3,1,0.502716,0.449198,[2 9] ; [ 5 12],[2.75 8.25] ; [ 4.25 12.75],0
p4,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
r1,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
a6,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
a4,1,0.55791,0.343336,[2 9] ; [ 5 13],[2.65517241 8.34482759] ; [ 4.34482759 13.65517241],0
a1,1,0.565927,0.329545,[ 1 10] ; [ 3 15],[1.51724138 9.48275862] ; [ 2.48275862 15.51724138],0
v3,1,0.565927,0.329545,[ 1 10] ; [ 3 15],[1.51724138 9.48275862] ; [ 2.48275862 15.51724138],0
s1,1,0.592104,0.287071,[2 9] ; [ 2 16],[1.51724138 9.48275862] ; [ 2.48275862 15.51724138],0
s4,1,0.592104,0.287071,[2 9] ; [ 2 16],[1.51724138 9.48275862] ; [ 2.48275862 15.51724138],0
p7,1,0.627726,0.235157,[4 7] ; [ 5 13],[3.4137931 7.5862069] ; [ 5.5862069 12.4137931],0
p8,1,0.629063,0.233333,[1 9] ; [ 3 15],[1.42857143 8.57142857] ; [ 2.57142857 15.42857143],0
b3,1,0.658273,0.195629,[2 5] ; [5 8],[2.45 4.55] ; [4.55 8.45],0
b2,1,0.658273,0.195629,[2 5] ; [5 8],[2.45 4.55] ; [4.55 8.45],0
p6,1,0.693196,0.155647,[1 9] ; [ 1 16],[0.74074074 9.25925926] ; [ 1.25925926 15.74074074],0
n2,1,0.714393,0.133929,[2 5] ; [3 5],[2.33333333 4.66666667] ; [2.66666667 5.33333333],0
n3,1,0.714393,0.133929,[2 5] ; [3 5],[2.33333333 4.66666667] ; [2.66666667 5.33333333],0
p1,1,0.715441,0.132903,[ 1 10] ; [ 1 17],[ 0.75862069 10.24137931] ; [ 1.24137931 16.75862069],0
a2,1,0.715441,0.132903,[ 1 10] ; [ 1 17],[ 0.75862069 10.24137931] ; [ 1.24137931 16.75862069],0
r4,1,0.715441,0.132903,[ 1 10] ; [ 1 17],[ 0.75862069 10.24137931] ; [ 1.24137931 16.75862069],0
p2,1,0.72759,0.121336,[5 6] ; [ 7 11],[4.55172414 6.44827586] ; [ 7.44827586 10.55172414],0
s6,1,0.794381,0.067926,[2 9] ; [ 4 14],[2.27586207 8.72413793] ; [ 3.72413793 14.27586207],0
s2,1,0.794381,0.067926,[2 9] ; [ 4 14],[2.27586207 8.72413793] ; [ 3.72413793 14.27586207],0
b4,1,0.957675,0.002817,[6 5] ; [10  8],[6.06896552 4.93103448] ; [9.93103448 8.06896552],0
