Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,75.986644,[248  25] ; [18 28],[227.64263323  45.35736677] ; [38.35736677  7.64263323],1
n6,1,0.0,28.141337,[254  19] ; [30 15],[243.81132075  29.18867925] ; [40.18867925  4.81132075],1
p10,1,1e-06,23.835429,[251  19] ; [31 14],[241.71428571  28.28571429] ; [40.28571429  4.71428571],1
p9,1,9.4e-05,15.258069,[252  20] ; [34 12],[244.62893082  27.37106918] ; [41.37106918  4.62893082],1
s1,1,0.00124,10.429899,[  5 265] ; [ 5 41],[  8.5443038 261.4556962] ; [ 1.4556962 44.5443038],0
r4,1,0.002317,9.279927,[260  14] ; [38  8],[255.1625  18.8375] ; [42.8375  3.1625],0
d1,1,0.002838,8.908504,[182  92] ; [20 26],[172.9625 101.0375] ; [29.0375 16.9625],0
r2,1,0.002881,8.881499,[262   9] ; [38  6],[258.0952381  12.9047619] ; [41.9047619  2.0952381],0
p5,1,0.00392,8.320442,[ 53 220] ; [ 1 45],[ 46.21316614 226.78683386] ; [ 7.78683386 38.21316614],0
s8,1,0.004216,8.188374,[159 113] ; [16 29],[150.15772871 121.84227129] ; [24.84227129 20.15772871],0
v3,1,0.005227,7.799249,[149 118] ; [15 30],[140.34615385 126.65384615] ; [23.65384615 21.34615385],0
s2,1,0.006036,7.539649,[154 118] ; [16 30],[145.40880503 126.59119497] ; [24.59119497 21.40880503],0
p4,1,0.007702,7.101403,[210  62] ; [27 19],[202.71698113  69.28301887] ; [34.28301887 11.71698113],0
d5,1,0.014576,5.966972,[234  38] ; [33 13],[228.37735849  43.62264151] ; [38.62264151  7.37735849],0
d2,1,0.024176,5.081961,[144 129] ; [16 30],[136.92789969 136.07210031] ; [23.07210031 22.92789969],0
s7,1,0.027073,4.886163,[153 107] ; [19 27],[146.14379085 113.85620915] ; [25.85620915 20.14379085],0
s6,1,0.047853,3.915143,[198  71] ; [26 18],[192.51118211  76.48881789] ; [31.48881789 12.51118211],0
a8,1,0.064086,3.428361,[ 47 198] ; [ 3 38],[ 42.83216783 202.16783217] ; [ 7.16783217 33.83216783],0
p11,1,0.067314,3.347334,[237  37] ; [35 11],[232.9  41.1] ; [39.1  6.9],0
p8,1,0.090992,2.856732,[198  73] ; [28 18],[193.20504732  77.79495268] ; [32.79495268 13.20504732],0
s5,1,0.107545,2.589936,[120 148] ; [14 30],[115.1025641 152.8974359] ; [18.8974359 25.1025641],0
s3,1,0.120197,2.414746,[160 111] ; [21 24],[155.22468354 115.77531646] ; [25.77531646 19.22468354],0
v2,1,0.151364,2.058453,[192  77] ; [28 18],[187.87301587  81.12698413] ; [32.12698413 13.87301587],0
r3,1,0.152458,2.047481,[267   7] ; [43  3],[265.4375   8.5625] ; [44.5625  1.4375],0
r1,1,0.173458,1.852797,[234  38] ; [36 10],[230.94339623  41.05660377] ; [39.05660377  6.94339623],0
v4,1,0.203804,1.614902,[265   8] ; [42  3],[263.55660377   9.44339623] ; [43.44339623  1.55660377],0
p6,1,0.206108,1.598558,[152 121] ; [19 23],[148.2 124.8] ; [22.8 19.2],0
a6,1,0.234706,1.412115,[184  88] ; [27 19],[180.47798742  91.52201258] ; [30.52201258 15.47798742],0
u1,1,0.237843,1.393335,[ 63 211] ; [ 7 39],[ 59.9375 214.0625] ; [10.0625 35.9375],0
b5,1,0.245835,1.34682,[166 108] ; [32 14],[169.5375 104.4625] ; [28.4625 17.5375],0
n1,1,0.256372,1.288245,[20 20] ; [3 7],[18.4 21.6] ; [4.6 5.4],0
a2,1,0.265461,1.240054,[ 75 199] ; [ 9 37],[ 71.925 202.075] ; [12.075 33.925],0
p3,1,0.300676,1.071192,[181  91] ; [27 19],[177.91194969  94.08805031] ; [30.08805031 15.91194969],0
n3,1,0.305749,1.048951,[30 10] ; [9 1],[31.2  8.8] ; [7.8 2.2],0
p2,1,0.313449,1.016085,[250  23] ; [40  6],[248.18181818  24.81818182] ; [41.81818182  4.18181818],0
