Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,63.324727,[113  64] ; [ 32 124],[77.07207207 99.92792793] ; [67.92792793 88.07207207],1
p8,1,0.0,43.0435,[111  64] ; [ 42 112],[81.38297872 93.61702128] ; [71.61702128 82.38297872],1
p6,1,0.0,41.61909,[75 99] ; [ 17 137],[ 48.80487805 125.19512195] ; [ 43.19512195 110.80487805],1
p7,1,0.0,28.767985,[123  52] ; [63 91],[98.93617021 76.06382979] ; [87.06382979 66.93617021],1
p11,1,1e-06,23.758581,[158  19] ; [106  51],[139.90419162  37.09580838] ; [124.09580838  32.90419162],1
p2,1,1e-06,23.502694,[156  20] ; [104  52],[137.8313253  38.1686747] ; [122.1686747  33.8313253],1
p10,1,7e-06,20.111751,[150  25] ; [100  55],[132.57575758  42.42424242] ; [117.42424242  37.57575758],1
v1,1,8.5e-05,15.439727,[105  67] ; [60 93],[87.32307692 84.67692308] ; [77.67692308 75.32307692],1
r4,1,0.000351,12.775944,[163  14] ; [123  34],[151.56287425  25.43712575] ; [134.43712575  22.56287425],1
p5,1,0.000492,12.147457,[ 21 156] ; [  3 152],[ 12.79518072 164.20481928] ; [ 11.20481928 143.79518072],1
d1,1,0.000618,11.720941,[112  65] ; [70 87],[96.4491018 80.5508982] ; [85.5508982 71.4491018],1
p9,1,0.000725,11.423117,[150  26] ; [106  46],[137.36585366  38.63414634] ; [118.63414634  33.36585366],1
s6,1,0.00086,11.106277,[100  71] ; [62 93],[84.97546012 86.02453988] ; [77.02453988 77.97546012],1
n6,1,0.002042,9.511269,[156  20] ; [119  38],[145.34534535  30.65465465] ; [129.65465465  27.34534535],0
u1,1,0.002564,9.094254,[ 32 145] ; [ 11 146],[ 22.78742515 154.21257485] ; [ 20.21257485 136.78742515],0
r3,1,0.003377,8.591541,[166  10] ; [131  24],[157.92145015  18.07854985] ; [139.07854985  15.92145015],0
d5,1,0.00654,7.395145,[150  27] ; [114  43],[139.90419162  37.09580838] ; [124.09580838  32.90419162],0
r1,1,0.010022,6.631014,[142  34] ; [106  49],[131.86706949  44.13293051] ; [116.13293051  38.86706949],0
v4,1,0.012981,6.171698,[164  12] ; [133  24],[156.97297297  19.02702703] ; [140.02702703  16.97297297],0
a5,1,0.016743,5.723087,[134  43] ; [100  57],[124.00598802  52.99401198] ; [109.99401198  47.00598802],0
d3,1,0.020643,5.356724,[122  55] ; [89 68],[111.81736527  65.18263473] ; [99.18263473 57.81736527],0
d4,1,0.038927,4.264062,[144  33] ; [112  44],[136.07207207  40.92792793] ; [119.92792793  36.07207207],0
v2,1,0.040721,4.187572,[94 76] ; [62 80],[85. 85.] ; [71. 71.],0
a7,1,0.042195,4.127381,[136  40] ; [105  51],[127.75903614  48.24096386] ; [113.24096386  42.75903614],0
s8,1,0.044104,4.052584,[ 44 133] ; [ 25 132],[ 36.56586826 140.43413174] ; [ 32.43413174 124.56586826],0
s2,1,0.054707,3.691003,[ 53 120] ; [ 33 122],[ 45.3597561 127.6402439] ; [ 40.6402439 114.3597561],0
u3,1,0.077361,3.1195,[37 32] ; [22 36],[32.05511811 36.94488189] ; [26.94488189 31.05511811],0
v3,1,0.083752,2.990551,[ 62 106] ; [ 42 109],[ 54.77115987 113.22884013] ; [ 49.22884013 101.77115987],0
d2,1,0.084726,2.971829,[91 85] ; [65 89],[83.2 92.8] ; [72.8 81.2],0
p1,1,0.087399,2.921647,[ 21 156] ; [ 10 146],[ 16.47747748 160.52252252] ; [ 14.52252252 141.47747748],0
s5,1,0.137236,2.208685,[ 41 128] ; [ 26 123],[ 35.60691824 133.39308176] ; [ 31.39308176 117.60691824],0
s4,1,0.159806,1.976063,[ 24 147] ; [ 14 141],[ 19.93251534 151.06748466] ; [ 18.06748466 136.93251534],0
s1,1,0.229085,1.446536,[  4 170] ; [  1 151],[  2.66871166 171.33128834] ; [  2.33128834 149.66871166],0
a4,1,0.239863,1.381401,[84 92] ; [64 91],[78.69486405 97.30513595] ; [69.30513595 85.69486405],0
u4,1,0.261567,1.260445,[  1 175] ; [  3 154],[  2.11411411 173.88588589] ; [  1.88588589 155.11411411],0
n5,1,0.278969,1.172105,[150  26] ; [126  30],[146.31325301  29.68674699] ; [129.68674699  26.31325301],0
n1,1,0.292039,1.110198,[ 9 17] ; [20 22],[11.08823529 14.91176471] ; [17.91176471 24.08823529],0
a2,1,0.292969,1.105928,[ 41 136] ; [ 29 128],[ 37.09580838 139.90419162] ; [ 32.90419162 124.09580838],0
a8,1,0.303013,1.060888,[ 19 139] ; [ 24 125],[ 22.13029316 135.86970684] ; [ 20.86970684 128.13029316],0
a1,1,0.316302,1.004177,[  7 170] ; [ 10 147],[  9.00898204 167.99101796] ; [  7.99101796 149.00898204],0
n3,1,0.356428,0.850439,[20  5] ; [30 13],[18.38235294  6.61764706] ; [31.61764706 11.38235294],0
b1,1,0.38074,0.768311,[ 76 101] ; [60 97],[ 72.07185629 104.92814371] ; [63.92814371 93.07185629],0
b5,1,0.421755,0.645419,[104  73] ; [99 58],[107.57784431  69.42215569] ; [95.42215569 61.57784431],0
b2,1,0.448571,0.57426,[37 71] ; [34 52],[39.5257732 68.4742268] ; [31.4742268 54.5257732],0
b3,1,0.448571,0.57426,[37 71] ; [34 52],[39.5257732 68.4742268] ; [31.4742268 54.5257732],0
r2,1,0.483989,0.489861,[160  13] ; [140  15],[158.23170732  14.76829268] ; [141.76829268  13.23170732],0
a3,1,0.521865,0.410205,[107  70] ; [99 56],[109.8253012  67.1746988] ; [96.1746988 58.8253012],0
p12,1,0.53637,0.382309,[ 12 165] ; [  8 147],[ 10.6626506 166.3373494] ; [  9.3373494 145.6626506],0
