Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.003807,8.373469,[ 22 138] ; [31 80],[ 31.29151292 128.70848708] ; [21.70848708 89.29151292],0
d5,1,0.134324,2.241809,[127  35] ; [95 16],[131.73626374  30.26373626] ; [90.26373626 20.73626374],0
b2,1,0.15099,2.062217,[33 64] ; [34 42],[37.56647399 59.43352601] ; [29.43352601 46.56647399],0
b3,1,0.15099,2.062217,[33 64] ; [34 42],[37.56647399 59.43352601] ; [29.43352601 46.56647399],0
n6,1,0.167818,1.902325,[128  34] ; [95 16],[132.32967033  29.67032967] ; [90.67032967 20.32967033],0
n2,1,0.169303,1.8891,[37 23] ; [20  6],[39.76744186 20.23255814] ; [17.23255814  8.76744186],0
v4,1,0.181323,1.786744,[145  18] ; [104   7],[148.12773723  14.87226277] ; [100.87226277  10.12773723],0
p3,1,0.195983,1.672057,[66 96] ; [54 57],[71.20879121 90.79120879] ; [48.79120879 62.20879121],0
s3,1,0.200288,1.640272,[79 84] ; [62 48],[84.18681319 78.81318681] ; [56.81318681 53.18681319],0
u2,1,0.212968,1.551133,[22 16] ; [10 14],[19.61290323 18.38709677] ; [12.38709677 11.61290323],0
a6,1,0.213813,1.545419,[117  45] ; [73 39],[112.33576642  49.66423358] ; [77.66423358 34.33576642],0
p5,1,0.235991,1.404385,[ 17 145] ; [17 94],[ 20.17582418 141.82417582] ; [13.82417582 97.17582418],0
p6,1,0.236139,1.403499,[ 51 111] ; [43 69],[ 55.57664234 106.42335766] ; [38.42335766 73.57664234],0
r3,1,0.241221,1.373442,[139  24] ; [100  11],[142.17883212  20.82116788] ; [96.82116788 14.17883212],0
b1,1,0.267207,1.231028,[69 94] ; [55 57],[73.49818182 89.50181818] ; [50.50181818 61.49818182],0
s4,1,0.29703,1.087483,[ 31 130] ; [27 83],[ 34.45756458 126.54243542] ; [23.54243542 86.45756458],0
p12,1,0.303971,1.056692,[  7 155] ; [  8 103],[  8.9010989 153.0989011] ; [  6.0989011 104.9010989],0
u1,1,0.328968,0.952957,[ 26 137] ; [23 89],[ 29.04363636 133.95636364] ; [19.95636364 92.04363636],0
p2,1,0.335669,0.926903,[125  37] ; [91 20],[128.17582418  33.82417582] ; [87.82417582 23.17582418],0
a7,1,0.366852,0.814301,[105  58] ; [78 34],[108.46909091  54.53090909] ; [74.53090909 37.46909091],0
d4,1,0.445238,0.582745,[133  29] ; [87 24],[130.54945055  31.45054945] ; [89.45054945 21.54945055],0
s1,1,0.450576,0.569203,[ 11 151] ; [  5 104],[  9.56457565 152.43542435] ; [  6.43542435 102.56457565],0
a2,1,0.543236,0.369575,[ 44 119] ; [34 78],[ 46.23272727 116.76727273] ; [31.76727273 80.23272727],0
p1,1,0.565008,0.331107,[ 14 148] ; [ 12 100],[ 15.37226277 146.62773723] ; [ 10.62773723 101.37226277],0
d1,1,0.581521,0.303781,[100  63] ; [65 47],[97.8 65.2] ; [67.2 44.8],0
d3,1,0.670678,0.18081,[111  51] ; [74 38],[109.37956204  52.62043796] ; [75.62043796 36.37956204],0
u3,1,0.74237,0.108054,[20 17] ; [14 10],[20.62295082 16.37704918] ; [13.37704918 10.62295082],0
a3,1,0.782555,0.076171,[125  37] ; [88 24],[125.93430657  36.06569343] ; [87.06569343 24.93430657],0
n1,1,0.794599,0.067779,[25 33] ; [12 14],[25.54761905 32.45238095] ; [11.45238095 14.54761905],0
s7,1,0.804423,0.061319,[68 86] ; [48 57],[68.97297297 85.02702703] ; [47.02702703 57.97297297],0
n4,1,0.834144,0.043844,[129  34] ; [89 22],[129.68613139  33.31386861] ; [88.31386861 22.68613139],0
a8,1,0.934055,0.006847,[ 18 135] ; [12 93],[ 17.79069767 135.20930233] ; [12.20930233 92.79069767],0
n3,1,0.9366,0.006327,[37 20] ; [16  9],[36.84146341 20.15853659] ; [16.15853659  8.84146341],0
a4,1,0.958662,0.002687,[91 71] ; [62 49],[90.79120879 71.20879121] ; [62.20879121 48.79120879],0
d2,1,0.965104,0.001914,[89 71] ; [62 50],[88.82352941 71.17647059] ; [62.17647059 49.82352941],0
a1,1,0.968956,0.001515,[ 10 153] ; [  7 105],[ 10.07636364 152.92363636] ; [  6.92363636 105.07636364],0
