Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.691367,[13 27] ; [70 22],[25.15151515 14.84848485] ; [57.84848485 34.15151515],1
b4,1,0.333854,0.93389,[23 17] ; [61 31],[25.45454545 14.54545455] ; [58.54545455 33.45454545],0
s2,1,0.378548,0.775412,[16 23] ; [30 61],[13.8 25.2] ; [32.2 58.8],0
d2,1,0.383127,0.760643,[24 15] ; [49 43],[21.73282443 17.26717557] ; [51.26717557 40.73282443],0
d1,1,0.38475,0.755468,[22 18] ; [58 34],[24.24242424 15.75757576] ; [55.75757576 36.24242424],0
b1,1,0.522001,0.409938,[25 15] ; [52 40],[23.33333333 16.66666667] ; [53.66666667 38.33333333],0
s7,1,0.542621,0.370704,[10 27] ; [28 58],[11.43089431 25.56910569] ; [26.56910569 59.43089431],0
n1,1,0.648834,0.207373,[ 4 10] ; [11 20],[4.66666667 9.33333333] ; [10.33333333 20.66666667],0
u2,1,0.651111,0.204503,[10  7] ; [14 13],[9.27272727 7.72727273] ; [14.72727273 12.27272727],0
p1,1,0.725765,0.123036,[ 2 38] ; [ 6 85],[ 2.44274809 37.55725191] ; [ 5.55725191 85.44274809],0
a5,1,0.764449,0.089786,[25 15] ; [60 32],[25.75757576 14.24242424] ; [59.24242424 32.75757576],0
p10,1,0.768338,0.086759,[10 30] ; [25 66],[10.6870229 29.3129771] ; [24.3129771 66.6870229],0
p8,1,0.799295,0.064648,[13 27] ; [32 60],[13.63636364 26.36363636] ; [31.36363636 60.63636364],0
s3,1,0.808512,0.058731,[17 22] ; [38 54],[16.3740458 22.6259542] ; [38.6259542 53.3740458],0
b2,1,0.818604,0.052597,[ 8 18] ; [18 36],[ 8.45 17.55] ; [17.55 36.45],0
b3,1,0.818604,0.052597,[ 8 18] ; [18 36],[ 8.45 17.55] ; [17.55 36.45],0
a1,1,0.837632,0.041994,[ 3 37] ; [ 6 86],[ 2.72727273 37.27272727] ; [ 6.27272727 85.72727273],0
p7,1,0.846414,0.037518,[17 22] ; [38 53],[16.5 22.5] ; [38.5 52.5],0
p6,1,0.877807,0.023639,[ 7 32] ; [17 72],[ 7.3125 31.6875] ; [16.6875 72.3125],0
s8,1,0.890305,0.019022,[ 9 30] ; [20 71],[ 8.7 30.3] ; [20.3 70.7],0
n2,1,0.908086,0.013329,[9 5] ; [20 12],[8.82608696 5.17391304] ; [20.17391304 11.82608696],0
v1,1,0.923611,0.009194,[14 26] ; [33 59],[14.24242424 25.75757576] ; [32.75757576 59.24242424],0
a4,1,0.931321,0.007428,[16 23] ; [37 55],[15.77862595 23.22137405] ; [37.22137405 54.77862595],0
v3,1,0.974348,0.001034,[12 26] ; [29 62],[12.07751938 25.92248062] ; [28.92248062 62.07751938],0
