Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.008321,6.963112,[2 1] ; [589  23],[2.88292683 0.11707317] ; [588.11707317  23.88292683],0
u1,1,0.023998,5.094788,[2 1] ; [106 512],[0.52173913 2.47826087] ; [107.47826087 510.52173913],0
b1,1,0.236481,1.401447,[2 1] ; [211 407],[1.02898551 1.97101449] ; [211.97101449 406.02898551],0
n6,1,0.260478,1.266214,[2 1] ; [540  74],[2.63533225 0.36466775] ; [539.36466775  74.63533225],0
n1,1,0.315455,1.007699,[2 1] ; [43 70],[1.1637931 1.8362069] ; [43.8362069 69.1637931],0
s3,1,0.40895,0.681851,[1 2] ; [346 261],[1.70655738 1.29344262] ; [345.29344262 261.70655738],0
a4,1,0.421646,0.645723,[2 1] ; [269 348],[1.31129032 1.68870968] ; [269.68870968 347.31129032],0
s2,1,0.523198,0.407585,[1 2] ; [317 295],[1.55121951 1.44878049] ; [316.44878049 295.55121951],0
s7,1,0.552934,0.352088,[1 2] ; [300 294],[1.51256281 1.48743719] ; [299.48743719 294.51256281],0
n5,1,0.560377,0.339052,[2 1] ; [492 122],[2.40194489 0.59805511] ; [491.59805511 122.40194489],0
a2,1,0.65395,0.200956,[1 2] ; [139 479],[0.6763285 2.3236715] ; [139.3236715 478.6763285],0
s8,1,0.654298,0.200524,[1 2] ; [284 330],[1.38573744 1.61426256] ; [283.61426256 330.38573744],0
n2,1,0.699014,0.149499,[2 1] ; [87 27],[2.28205128 0.71794872] ; [86.71794872 27.28205128],0
a5,1,0.704145,0.144196,[2 1] ; [470 148],[2.28019324 0.71980676] ; [469.71980676 148.28019324],0
v1,1,0.723069,0.125572,[2 1] ; [339 261],[1.69651741 1.30348259] ; [339.30348259 260.69651741],0
n3,1,0.764613,0.089657,[2 1] ; [84 29],[2.22413793 0.77586207] ; [83.77586207 29.22413793],0
b4,1,0.780768,0.077461,[2 1] ; [363 255],[1.76328502 1.23671498] ; [363.23671498 254.76328502],0
v2,1,0.781991,0.076577,[2 1] ; [348 244],[1.76470588 1.23529412] ; [348.23529412 243.76470588],0
v3,1,0.795459,0.067199,[1 2] ; [243 354],[1.22 1.78] ; [242.78 354.22],0
a7,1,0.802279,0.0627,[2 1] ; [451 166],[2.19193548 0.80806452] ; [450.80806452 166.19193548],0
a3,1,0.82834,0.047016,[2 1] ; [446 171],[2.16774194 0.83225806] ; [445.83225806 171.16774194],0
b2,1,0.861184,0.030578,[1 2] ; [145 234],[1.14659686 1.85340314] ; [144.85340314 234.14659686],0
b3,1,0.861184,0.030578,[1 2] ; [145 234],[1.14659686 1.85340314] ; [144.85340314 234.14659686],0
a6,1,0.910962,0.012505,[2 1] ; [429 187],[2.08885299 0.91114701] ; [428.91114701 187.08885299],0
d3,1,0.929215,0.007891,[2 1] ; [426 191],[2.07096774 0.92903226] ; [425.92903226 191.07096774],0
s6,1,0.942778,0.005152,[2 1] ; [415 190],[2.05756579 0.94243421] ; [414.94243421 190.05756579],0
