Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.246916,[42 52] ; [30  4],[52.875 41.125] ; [19.125 14.875],1
p6,1,0.000416,12.459088,[10 82] ; [13 21],[16.79365079 75.20634921] ; [ 6.20634921 27.79365079],1
s4,1,0.000531,12.003364,[11 82] ; [13 20],[17.71428571 75.28571429] ; [ 6.28571429 26.71428571],1
p12,1,0.00126,10.400761,[ 1 93] ; [ 5 29],[ 4.40625 89.59375] ; [ 1.59375 32.40625],0
s2,1,0.001919,9.625646,[32 62] ; [22 12],[39.65625 54.34375] ; [14.34375 19.65625],0
s8,1,0.005853,7.595135,[30 64] ; [20 14],[36.71875 57.28125] ; [13.28125 20.71875],0
a5,1,0.006279,7.468459,[63 31] ; [31  3],[69.03125 24.96875] ; [24.96875  9.03125],0
v1,1,0.012517,6.236102,[26 64] ; [18 16],[31.93548387 58.06451613] ; [12.06451613 21.93548387],0
r4,1,0.013289,6.130175,[62 32] ; [30  4],[67.5625 26.4375] ; [24.4375  9.5625],0
r3,1,0.024884,5.031931,[72 22] ; [32  2],[76.375 17.625] ; [27.625  6.375],0
s7,1,0.036519,4.372686,[33 54] ; [19 13],[38.01680672 48.98319328] ; [13.98319328 18.01680672],0
s3,1,0.056135,3.64806,[37 56] ; [20 14],[41.74015748 51.25984252] ; [15.25984252 18.74015748],0
p4,1,0.057337,3.612799,[27 66] ; [16 18],[31.48818898 61.51181102] ; [11.51181102 22.48818898],0
p10,1,0.068517,3.318184,[46 47] ; [23 11],[50.52755906 42.47244094] ; [18.47244094 15.52755906],0
v2,1,0.082498,3.014988,[43 47] ; [21 11],[47.21311475 42.78688525] ; [16.78688525 15.21311475],0
n6,1,0.105733,2.616869,[63 30] ; [28  6],[66.63779528 26.36220472] ; [24.36220472  9.63779528],0
p9,1,0.113928,2.498874,[49 42] ; [23 10],[52.83870968 38.16129032] ; [19.16129032 13.83870968],0
p1,1,0.121103,2.403004,[ 4 90] ; [ 4 30],[ 5.875 88.125] ; [ 2.125 31.875],0
p5,1,0.129648,2.296719,[ 4 88] ; [ 4 30],[ 5.84126984 86.15873016] ; [ 2.15873016 31.84126984],0
a4,1,0.13197,2.26918,[49 44] ; [23 11],[52.72440945 40.27559055] ; [19.27559055 14.72440945],0
n4,1,0.14441,2.130322,[63 31] ; [18 16],[59.484375 34.515625] ; [21.515625 12.484375],0
d4,1,0.173348,1.853746,[80 14] ; [32  2],[82.25 11.75] ; [29.75  4.25],0
p7,1,0.191629,1.705048,[26 64] ; [14 20],[29.03225806 60.96774194] ; [10.96774194 23.03225806],0
n2,1,0.236077,1.403871,[20 16] ; [11  4],[21.88235294 14.11764706] ; [9.11764706 5.88235294],0
u3,1,0.255146,1.294904,[16  8] ; [3 4],[14.70967742  9.29032258] ; [4.29032258 2.70967742],0
p3,1,0.26622,1.236122,[26 67] ; [13 21],[28.55905512 64.44094488] ; [10.44094488 23.55905512],0
v4,1,0.271537,1.208965,[75 19] ; [30  4],[77.109375 16.890625] ; [27.890625  6.109375],0
a7,1,0.274668,1.193284,[65 29] ; [20 14],[62.421875 31.578125] ; [22.578125 11.421875],0
a1,1,0.30545,1.050249,[ 8 86] ; [ 5 29],[ 9.546875 84.453125] ; [ 3.453125 30.546875],0
b5,1,0.315972,1.005545,[59 35] ; [18 16],[56.546875 37.453125] ; [20.453125 13.546875],0
r1,1,0.358072,0.844644,[61 33] ; [25  9],[63.15625 30.84375] ; [22.84375 11.15625],0
p8,1,0.369848,0.804174,[18 76] ; [ 9 25],[19.828125 74.171875] ; [ 7.171875 26.828125],0
a6,1,0.413927,0.667494,[60 34] ; [19 15],[58.015625 35.984375] ; [20.984375 13.015625],0
d3,1,0.477064,0.505567,[60 34] ; [24 10],[61.6875 32.3125] ; [22.3125 11.6875],0
d2,1,0.511222,0.431565,[57 36] ; [23 11],[58.58267717 34.41732283] ; [21.41732283 12.58267717],0
a3,1,0.564194,0.332494,[70 24] ; [27  7],[71.234375 22.765625] ; [25.765625  8.234375],0
u4,1,0.574007,0.316023,[ 5 89] ; [ 1 33],[ 4.40625 89.59375] ; [ 1.59375 32.40625],0
n3,1,0.649739,0.206229,[20 15] ; [7 7],[19.28571429 15.71428571] ; [7.71428571 6.28571429],0
n5,1,0.685268,0.164256,[59 35] ; [20 14],[58.015625 35.984375] ; [20.984375 13.015625],0
b1,1,0.688972,0.1602,[48 46] ; [16 18],[47. 47.] ; [17. 17.],0
d1,1,0.714676,0.133651,[66 28] ; [25  9],[66.828125 27.171875] ; [24.171875  9.828125],0
a8,1,0.790217,0.070772,[ 7 82] ; [ 3 29],[ 7.3553719 81.6446281] ; [ 2.6446281 29.3553719],0
n1,1,0.803606,0.061843,[15 20] ; [7 8],[15.4 19.6] ; [6.6 8.4],0
a2,1,0.817249,0.0534,[24 70] ; [ 8 26],[23.5 70.5] ; [ 8.5 25.5],0
u1,1,0.847528,0.036969,[18 76] ; [ 6 28],[17.625 76.375] ; [ 6.375 27.625],0
p11,1,0.851105,0.035235,[48 46] ; [18 16],[48.46875 45.53125] ; [17.53125 16.46875],0
b2,1,0.862247,0.030107,[23 40] ; [10 16],[23.35955056 39.64044944] ; [ 9.64044944 16.35955056],0
b3,1,0.862247,0.030107,[23 40] ; [10 16],[23.35955056 39.64044944] ; [ 9.64044944 16.35955056],0
s1,1,0.906926,0.013669,[ 6 87] ; [ 2 32],[ 5.85826772 87.14173228] ; [ 2.14173228 31.85826772],0
v3,1,0.916498,0.010993,[31 59] ; [11 20],[31.23966942 58.76033058] ; [10.76033058 20.23966942],0
b4,1,0.994867,4.1e-05,[58 36] ; [21 13],[58.015625 35.984375] ; [20.984375 13.015625],0
