Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,56.761064,[81  3] ; [16 28],[63.65625 20.34375] ; [33.34375 10.65625],1
r3,1,0.0,47.496116,[80  4] ; [18 26],[64.3125 19.6875] ; [33.6875 10.3125],1
r2,1,0.0,35.967093,[80  3] ; [22 20],[67.728 15.272] ; [34.272  7.728],1
r1,1,0.0,27.110532,[63 21] ; [12 32],[49.21875 34.78125] ; [25.78125 18.21875],1
p9,1,1.2e-05,19.118594,[55 27] ; [10 30],[43.68852459 38.31147541] ; [21.31147541 18.68852459],1
p11,1,1.3e-05,18.941116,[55 29] ; [11 33],[43.3125 40.6875] ; [22.6875 21.3125],1
n6,1,2.4e-05,17.806011,[65 19] ; [17 26],[54.23622047 29.76377953] ; [27.76377953 15.23622047],1
n3,1,6e-05,16.101197,[26  4] ; [ 9 17],[18.75 11.25] ; [16.25  9.75],1
s6,1,0.000253,13.389936,[44 37] ; [ 9 35],[34.344 46.656] ; [18.656 25.344],1
p10,1,0.000683,11.533622,[51 31] ; [13 30],[41.984 40.016] ; [22.016 20.984],1
s2,1,0.001234,10.438439,[37 46] ; [ 7 37],[28.75590551 54.24409449] ; [15.24409449 28.75590551],0
s8,1,0.001574,9.990222,[29 54] ; [ 4 40],[21.56692913 61.43307087] ; [11.43307087 32.56692913],0
n2,1,0.003835,8.360393,[26  5] ; [13 14],[20.84482759 10.15517241] ; [18.15517241  8.84482759],0
p3,1,0.007065,7.256393,[31 53] ; [ 6 37],[24.47244094 59.52755906] ; [12.52755906 30.47244094],0
a1,1,0.013497,6.102751,[ 3 81] ; [ 7 37],[ 6.5625 77.4375] ; [ 3.4375 40.5625],0
u3,1,0.023723,5.114739,[21 15] ; [ 5 14],[17.01818182 18.98181818] ; [ 8.98181818 10.01818182],0
p6,1,0.028969,4.76944,[19 64] ; [ 3 39],[14.608 68.392] ; [ 7.392 34.608],0
p7,1,0.029879,4.716225,[33 49] ; [ 9 34],[27.552 54.448] ; [14.448 28.552],0
b5,1,0.037638,4.321288,[56 28] ; [21 23],[50.53125 33.46875] ; [26.46875 17.53125],0
s5,1,0.046069,3.979059,[21 56] ; [ 5 38],[16.68333333 60.31666667] ; [ 9.31666667 33.68333333],0
p4,1,0.04796,3.911394,[29 54] ; [ 8 36],[24.18110236 58.81889764] ; [12.81889764 31.18110236],0
v1,1,0.060479,3.524202,[31 52] ; [ 9 34],[26.34920635 56.65079365] ; [13.65079365 29.34920635],0
s1,1,0.079175,3.08176,[ 4 79] ; [ 6 38],[ 6.53543307 76.46456693] ; [ 3.46456693 40.53543307],0
p5,1,0.082325,3.018384,[ 1 81] ; [ 3 40],[ 2.624 79.376] ; [ 1.376 41.624],0
u2,1,0.111947,2.526521,[17 18] ; [ 5 14],[14.25925926 20.74074074] ; [ 7.74074074 11.25925926],0
d2,1,0.112809,2.514426,[34 49] ; [24 19],[38.20634921 44.79365079] ; [19.79365079 23.20634921],0
s4,1,0.126302,2.337375,[21 62] ; [ 6 38],[17.64566929 65.35433071] ; [ 9.35433071 34.64566929],0
v2,1,0.15794,1.99384,[35 46] ; [13 30],[31.35483871 49.64516129] ; [16.64516129 26.35483871],0
s3,1,0.192997,1.694592,[39 44] ; [15 28],[35.57142857 47.42857143] ; [18.42857143 24.57142857],0
p8,1,0.207954,1.585616,[22 62] ; [ 7 36],[19.18110236 64.81889764] ; [ 9.81889764 33.18110236],0
d3,1,0.264173,1.246753,[45 39] ; [19 25],[42. 42.] ; [22. 22.],0
b1,1,0.268655,1.223603,[41 43] ; [26 18],[43.96875 40.03125] ; [23.03125 20.96875],0
p1,1,0.278588,1.173967,[ 5 79] ; [ 5 39],[ 6.5625 77.4375] ; [ 3.4375 40.5625],0
a7,1,0.302248,1.064248,[50 34] ; [22 22],[47.25 36.75] ; [24.75 19.25],0
s7,1,0.311237,1.02542,[24 56] ; [ 9 33],[21.63934426 58.36065574] ; [11.36065574 30.63934426],0
n1,1,0.341747,0.903868,[16 14] ; [11 16],[14.21052632 15.78947368] ; [12.78947368 14.21052632],0
b2,1,0.356201,0.851242,[16 36] ; [13 19],[17.95238095 34.04761905] ; [11.04761905 20.95238095],0
b3,1,0.356201,0.851242,[16 36] ; [13 19],[17.95238095 34.04761905] ; [11.04761905 20.95238095],0
b4,1,0.36759,0.811795,[49 35] ; [22 22],[46.59375 37.40625] ; [24.40625 19.59375],0
d5,1,0.382006,0.764236,[58 26] ; [27 17],[55.78125 28.21875] ; [29.21875 14.78125],0
d4,1,0.411085,0.67566,[63 21] ; [30 14],[61.03125 22.96875] ; [31.96875 12.03125],0
n5,1,0.448978,0.573231,[49 34] ; [29 15],[50.97637795 32.02362205] ; [27.02362205 16.97637795],0
a4,1,0.502532,0.449586,[38 45] ; [17 26],[36.23015873 46.76984127] ; [18.76984127 24.23015873],0
a6,1,0.544515,0.367235,[43 41] ; [25 19],[44.625 39.375] ; [23.375 20.625],0
u1,1,0.628061,0.234699,[10 74] ; [ 4 40],[ 9.1875 74.8125] ; [ 4.8125 39.1875],0
a5,1,0.645184,0.212026,[48 36] ; [27 17],[49.21875 34.78125] ; [25.78125 18.21875],0
a2,1,0.653816,0.201122,[14 70] ; [ 6 38],[13.125 70.875] ; [ 6.875 37.125],0
p12,1,0.680372,0.169707,[ 3 80] ; [ 1 43],[ 2.61417323 80.38582677] ; [ 1.38582677 42.61417323],0
d1,1,0.71813,0.130292,[41 43] ; [20 24],[40.03125 43.96875] ; [20.96875 23.03125],0
