Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.202976,[ 2 10] ; [64 10],[9.20930233 2.79069767] ; [56.79069767 17.20930233],1
p9,1,2.8e-05,17.572237,[3 9] ; [60 13],[8.89411765 3.10588235] ; [54.10588235 18.89411765],1
r2,1,0.000202,13.815111,[6 5] ; [69  5],[9.70588235 1.29411765] ; [65.29411765  8.70588235],1
b1,1,0.00045,12.31104,[9 3] ; [18 56],[3.76744186 8.23255814] ; [23.23255814 50.76744186],1
v4,1,0.000522,12.035198,[7 5] ; [68  5],[10.58823529  1.41176471] ; [64.41176471  8.58823529],1
p10,1,0.001251,10.413639,[4 8] ; [58 16],[8.65116279 3.34883721] ; [53.34883721 20.65116279],0
a6,1,0.001693,9.855996,[ 2 10] ; [48 26],[6.97674419 5.02325581] ; [43.02325581 30.97674419],0
p11,1,0.009256,6.772835,[4 8] ; [53 21],[7.95348837 4.04651163] ; [49.04651163 24.95348837],0
s3,1,0.013521,6.099647,[3 9] ; [46 27],[6.91764706 5.08235294] ; [42.08235294 30.91764706],0
a7,1,0.01413,6.021862,[4 8] ; [51 22],[7.76470588 4.23529412] ; [47.23529412 25.76470588],0
n2,1,0.023342,5.142857,[3 4] ; [18  3],[5.25 1.75] ; [15.75  5.25],0
s1,1,0.034749,4.457481,[ 2 10] ; [ 2 71],[ 0.56470588 11.43529412] ; [ 3.43529412 69.56470588],0
b4,1,0.038234,4.294566,[4 8] ; [48 26],[7.25581395 4.74418605] ; [44.74418605 29.25581395],0
r1,1,0.051872,3.779898,[5 7] ; [52 22],[7.95348837 4.04651163] ; [49.04651163 24.95348837],0
s6,1,0.066948,3.356311,[6 6] ; [53 17],[8.63414634 3.36585366] ; [50.36585366 19.63414634],0
s2,1,0.128924,2.305413,[4 8] ; [41 31],[6.42857143 5.57142857] ; [38.57142857 33.42857143],0
d2,1,0.164522,1.932166,[6 6] ; [22 52],[3.90697674 8.09302326] ; [24.09302326 49.90697674],0
p2,1,0.168595,1.895392,[7 5] ; [57 17],[8.93023256 3.06976744] ; [55.06976744 18.93023256],0
v2,1,0.176966,1.822917,[3 9] ; [33 39],[5.14285714 6.85714286] ; [30.85714286 41.14285714],0
n6,1,0.212765,1.552511,[8 4] ; [60 13],[9.6 2.4] ; [58.4 14.6],0
d3,1,0.219038,1.510664,[7 5] ; [55 18],[8.75294118 3.24705882] ; [53.24705882 19.75294118],0
p8,1,0.238107,1.391765,[3 9] ; [31 41],[4.85714286 7.14285714] ; [29.14285714 42.85714286],0
p4,1,0.246752,1.341601,[4 8] ; [38 36],[5.86046512 6.13953488] ; [36.13953488 37.86046512],0
d4,1,0.251964,1.312379,[7 5] ; [55 19],[8.65116279 3.34883721] ; [53.34883721 20.65116279],0
s5,1,0.272629,1.203471,[3 9] ; [28 39],[4.70886076 7.29113924] ; [26.29113924 40.70886076],0
a4,1,0.277796,1.177839,[6 6] ; [25 49],[4.3255814 7.6744186] ; [26.6744186 47.3255814],0
n5,1,0.304469,1.054518,[9 3] ; [44 30],[7.39534884 4.60465116] ; [45.60465116 28.39534884],0
d5,1,0.314723,1.01075,[7 5] ; [53 20],[8.47058824 3.52941176] ; [51.52941176 21.47058824],0
p1,1,0.324093,0.972358,[ 1 11] ; [ 2 72],[ 0.41860465 11.58139535] ; [ 2.58139535 71.41860465],0
a1,1,0.324093,0.972358,[ 1 11] ; [ 2 72],[ 0.41860465 11.58139535] ; [ 2.58139535 71.41860465],0
p3,1,0.367414,0.812393,[4 8] ; [35 39],[5.44186047 6.55813953] ; [33.55813953 40.44186047],0
v1,1,0.373053,0.793471,[3 9] ; [28 45],[4.37647059 7.62352941] ; [26.62352941 46.37647059],0
p7,1,0.398478,0.712915,[5 7] ; [40 33],[6.35294118 5.64705882] ; [38.64705882 34.35294118],0
n4,1,0.464855,0.53418,[8 4] ; [41 33],[6.8372093 5.1627907] ; [42.1627907 31.8372093],0
n1,1,0.48338,0.491228,[3 4] ; [ 6 15],[2.25 4.75] ; [ 6.75 14.25],0
u3,1,0.488551,0.479715,[2 3] ; [17 13],[2.71428571 2.28571429] ; [16.28571429 13.71428571],0
b2,1,0.555704,0.347197,[2 6] ; [ 6 31],[1.42222222 6.57777778] ; [ 6.57777778 30.42222222],0
b3,1,0.555704,0.347197,[2 6] ; [ 6 31],[1.42222222 6.57777778] ; [ 6.57777778 30.42222222],0
v3,1,0.563289,0.334041,[ 2 10] ; [17 53],[2.7804878 9.2195122] ; [16.2195122 53.7804878],0
n3,1,0.648807,0.207407,[4 3] ; [14  7],[4.5 2.5] ; [13.5  7.5],0
a5,1,0.662019,0.191081,[7 5] ; [48 26],[7.6744186 4.3255814] ; [47.3255814 26.6744186],0
p6,1,0.67049,0.181029,[3 9] ; [23 51],[3.62790698 8.37209302] ; [22.37209302 51.62790698],0
s7,1,0.831433,0.045311,[4 7] ; [29 44],[4.32142857 6.67857143] ; [28.67857143 44.32142857],0
d1,1,0.870655,0.026512,[5 7] ; [29 45],[4.74418605 7.25581395] ; [29.25581395 44.74418605],0
u2,1,0.8891,0.019444,[2 3] ; [13 17],[2.14285714 2.85714286] ; [12.85714286 17.14285714],0
a3,1,0.941282,0.005426,[7 5] ; [44 30],[7.11627907 4.88372093] ; [43.88372093 30.11627907],0
b5,1,0.941282,0.005426,[7 5] ; [44 30],[7.11627907 4.88372093] ; [43.88372093 30.11627907],0
