Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,48.135903,[75  7] ; [ 5 18],[62.47619048 19.52380952] ; [17.52380952  5.47619048],1
p11,1,0.000262,13.321112,[70 13] ; [11 12],[63.4245283 19.5754717] ; [17.5754717  5.4245283],1
n6,1,0.004092,8.242419,[58 23] ; [ 9 14],[52.18269231 28.81730769] ; [14.81730769  8.18269231],0
r4,1,0.005004,7.878171,[72 11] ; [14  9],[67.33962264 15.66037736] ; [18.66037736  4.33962264],0
a7,1,0.011095,6.44998,[68 15] ; [13 10],[63.4245283 19.5754717] ; [17.5754717  5.4245283],0
b1,1,0.018822,5.517966,[19 64] ; [11 12],[23.49056604 59.50943396] ; [ 6.50943396 16.49056604],0
p2,1,0.020216,5.393146,[70 11] ; [15  8],[66.20192308 14.79807692] ; [18.79807692  4.20192308],0
s8,1,0.022922,5.174392,[36 47] ; [ 4 19],[31.32075472 51.67924528] ; [ 8.67924528 14.32075472],0
a4,1,0.046112,3.977509,[24 59] ; [ 2 21],[20.35849057 62.64150943] ; [ 5.64150943 17.35849057],0
v1,1,0.076164,3.144905,[37 42] ; [ 6 17],[33.30392157 45.69607843] ; [ 9.69607843 13.30392157],0
v4,1,0.087302,2.923433,[77  5] ; [19  4],[74.97142857  7.02857143] ; [21.02857143  1.97142857],0
r1,1,0.089929,2.875649,[62 21] ; [13 10],[58.72641509 24.27358491] ; [16.27358491  6.72641509],0
n5,1,0.090686,2.862152,[34 49] ; [ 5 18],[30.53773585 52.46226415] ; [ 8.46226415 14.53773585],0
s7,1,0.131586,2.273687,[31 49] ; [ 5 18],[27.96116505 52.03883495] ; [ 8.03883495 14.96116505],0
s5,1,0.140805,2.169137,[28 53] ; [ 4 18],[25.16504854 55.83495146] ; [ 6.83495146 15.16504854],0
a5,1,0.175868,1.832201,[56 27] ; [12 11],[53.24528302 29.75471698] ; [14.75471698  8.24528302],0
d5,1,0.192634,1.697356,[62 21] ; [14  9],[59.50943396 23.49056604] ; [16.49056604  6.50943396],0
v3,1,0.205454,1.603173,[25 53] ; [ 4 18],[22.62 55.38] ; [ 6.38 15.62],0
d1,1,0.213501,1.547524,[41 42] ; [ 8 15],[38.36792453 44.63207547] ; [10.63207547 12.36792453],0
b3,1,0.22871,1.448864,[15 25] ; [2 9],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
b2,1,0.22871,1.448864,[15 25] ; [2 9],[13.33333333 26.66666667] ; [3.66666667 7.33333333],0
s4,1,0.250658,1.319633,[16 67] ; [ 7 16],[18.00943396 64.99056604] ; [ 4.99056604 18.00943396],0
n3,1,0.295366,1.095001,[15  8] ; [2 3],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
a2,1,0.345654,0.889349,[ 9 74] ; [ 1 22],[ 7.83018868 75.16981132] ; [ 2.16981132 20.83018868],0
p7,1,0.351943,0.866438,[57 21] ; [19  4],[58.69306931 19.30693069] ; [17.30693069  5.69306931],0
n2,1,0.392742,0.730435,[18  5] ; [3 2],[17.25  5.75] ; [3.75 1.25],0
r2,1,0.396926,0.717619,[74  9] ; [19  4],[72.82075472 10.17924528] ; [20.17924528  2.82075472],0
d3,1,0.435555,0.607966,[61 22] ; [15  8],[59.50943396 23.49056604] ; [16.49056604  6.50943396],0
r3,1,0.503328,0.447913,[76  7] ; [20  3],[75.16981132  7.83018868] ; [20.83018868  2.16981132],0
d2,1,0.509421,0.435256,[23 60] ; [ 8 15],[24.27358491 58.72641509] ; [ 6.72641509 16.27358491],0
a8,1,0.612246,0.256918,[ 2 71] ; [ 1 19],[ 2.35483871 70.64516129] ; [ 0.64516129 19.35483871],0
s1,1,0.619902,0.246006,[ 2 81] ; [ 1 22],[ 2.3490566 80.6509434] ; [ 0.6509434 22.3490566],0
p6,1,0.631625,0.229863,[29 53] ; [ 9 13],[29.96153846 52.03846154] ; [ 8.03846154 13.96153846],0
p3,1,0.659595,0.194016,[39 44] ; [12 11],[39.93396226 43.06603774] ; [11.06603774 11.93396226],0
a3,1,0.659595,0.194016,[44 39] ; [11 12],[43.06603774 39.93396226] ; [11.93396226 11.06603774],0
n1,1,0.678088,0.172286,[ 7 16] ; [2 3],[ 7.39285714 15.60714286] ; [1.60714286 3.39285714],0
b4,1,0.715631,0.132717,[47 36] ; [14  9],[47.76415094 35.23584906] ; [13.23584906  9.76415094],0
u3,1,0.729729,0.11936,[20 18] ; [7 5],[20.52 17.48] ; [6.48 5.52],0
v2,1,0.73096,0.118232,[41 38] ; [11 12],[40.2745098 38.7254902] ; [11.7254902 11.2745098],0
s6,1,0.739881,0.110232,[53 29] ; [14  9],[52.32380952 29.67619048] ; [14.67619048  8.32380952],0
b5,1,0.792737,0.069042,[53 30] ; [14  9],[52.46226415 30.53773585] ; [14.53773585  8.46226415],0
p4,1,0.793575,0.068472,[48 35] ; [14  9],[48.54716981 34.45283019] ; [13.45283019  9.54716981],0
a6,1,0.959955,0.002521,[51 32] ; [14  9],[50.89622642 32.10377358] ; [14.10377358  8.89622642],0
u2,1,0.968527,0.001557,[23 16] ; [7 5],[22.94117647 16.05882353] ; [7.05882353 4.94117647],0
s3,1,0.982051,0.000506,[39 43] ; [11 12],[39.04761905 42.95238095] ; [10.95238095 12.04761905],0
s2,1,0.992843,8e-05,[36 47] ; [10 13],[36.01886792 46.98113208] ; [ 9.98113208 13.01886792],0
d4,1,0.995697,2.9e-05,[65 18] ; [18  5],[64.99056604 18.00943396] ; [18.00943396  4.99056604],0
