Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.796378,[113  10] ; [35 28],[97.87096774 25.12903226] ; [50.12903226 12.87096774],1
r2,1,1.3e-05,19.02969,[116   6] ; [45 17],[106.75  15.25] ; [54.25  7.75],1
u3,1,0.000103,15.076047,[38 20] ; [11 31],[28.42 29.58] ; [20.58 21.42],1
s3,1,0.000209,13.746001,[80 40] ; [24 39],[68.19672131 51.80327869] ; [35.80327869 27.19672131],1
s2,1,0.000244,13.456125,[69 52] ; [18 45],[57.21195652 63.78804348] ; [29.78804348 33.21195652],1
v4,1,0.000274,13.237482,[116   6] ; [48 14],[108.73913043  13.26086957] ; [55.26086957  6.73913043],1
d5,1,0.000418,12.449064,[89 34] ; [29 34],[78.03225806 44.96774194] ; [39.96774194 23.03225806],1
s6,1,0.000466,12.245337,[89 33] ; [29 33],[78.23913043 43.76086957] ; [39.76086957 22.23913043],1
d4,1,0.003443,8.556624,[86 35] ; [31 32],[76.94021739 44.05978261] ; [40.05978261 22.94021739],0
r3,1,0.00485,7.93456,[112   8] ; [50 13],[106.2295082  13.7704918] ; [55.7704918  7.2295082],0
s5,1,0.00708,7.252526,[35 84] ; [ 7 54],[27.76666667 91.23333333] ; [14.23333333 46.76666667],0
a3,1,0.008542,6.91623,[65 56] ; [21 42],[56.55434783 64.44565217] ; [29.44565217 33.55434783],0
s8,1,0.008558,6.912892,[49 74] ; [13 50],[41. 82.] ; [21. 42.],0
a7,1,0.011013,6.463259,[81 40] ; [30 33],[72.99456522 48.00543478] ; [38.00543478 24.99456522],0
s7,1,0.013113,6.153809,[54 62] ; [16 43],[46.4 69.6] ; [23.6 35.4],0
p10,1,0.015327,5.878485,[97 25] ; [39 23],[90.17391304 31.82608696] ; [45.82608696 16.17391304],0
d1,1,0.026253,4.93931,[45 78] ; [13 50],[38.35483871 84.64516129] ; [19.64516129 43.35483871],0
p7,1,0.039629,4.233701,[77 40] ; [31 31],[70.59217877 46.40782123] ; [37.40782123 24.59217877],0
u2,1,0.046389,3.967402,[33 25] ; [15 26],[28.12121212 29.87878788] ; [19.87878788 21.12121212],0
p4,1,0.04867,3.8867,[69 53] ; [26 37],[62.64864865 59.35135135] ; [32.35135135 30.64864865],0
d3,1,0.054317,3.702933,[70 53] ; [26 36],[63.82702703 59.17297297] ; [32.17297297 29.82702703],0
a6,1,0.069393,3.297322,[70 53] ; [27 36],[64.14516129 58.85483871] ; [32.85483871 30.14516129],0
n6,1,0.076532,3.137055,[104  18] ; [47 16],[99.57837838 22.42162162] ; [51.42162162 11.57837838],0
n3,1,0.080787,3.049002,[14 14] ; [15  5],[16.91666667 11.08333333] ; [12.08333333  7.91666667],0
p8,1,0.111763,2.529117,[61 60] ; [24 39],[55.89673913 65.10326087] ; [29.10326087 33.89673913],0
s4,1,0.150198,2.070242,[ 20 101] ; [16 47],[23.67391304 97.32608696] ; [12.32608696 50.67391304],0
a8,1,0.160073,1.973534,[18 93] ; [ 5 54],[15.01764706 95.98235294] ; [ 7.98235294 51.01764706],0
p2,1,0.161961,1.955824,[99 24] ; [45 18],[95.22580645 27.77419355] ; [48.77419355 14.22580645],0
p11,1,0.164675,1.930766,[92 31] ; [41 22],[87.9516129 35.0483871] ; [45.0483871 17.9516129],0
p6,1,0.176281,1.828698,[47 73] ; [18 44],[42.85714286 77.14285714] ; [22.14285714 39.85714286],0
u1,1,0.191693,1.704557,[  7 116] ; [ 1 62],[  5.29032258 117.70967742] ; [ 2.70967742 60.29032258],0
a1,1,0.210768,1.566142,[  2 121] ; [ 3 60],[  3.30645161 119.69354839] ; [ 1.69354839 61.30645161],0
b4,1,0.238262,1.390847,[69 54] ; [41 22],[72.74193548 50.25806452] ; [37.25806452 25.74193548],0
p3,1,0.238262,1.390847,[54 69] ; [22 41],[50.25806452 72.74193548] ; [25.74193548 37.25806452],0
v3,1,0.238471,1.389608,[46 72] ; [19 44],[42.37569061 75.62430939] ; [22.62430939 40.37569061],0
v1,1,0.238485,1.389525,[61 60] ; [26 37],[57.21195652 63.78804348] ; [29.78804348 33.21195652],0
a4,1,0.247581,1.336902,[26 96] ; [ 9 54],[23.08108108 98.91891892] ; [11.91891892 51.08108108],0
b5,1,0.332539,0.938986,[69 54] ; [40 23],[72.08064516 50.91935484] ; [36.91935484 26.08064516],0
b2,1,0.391318,0.734843,[16 51] ; [12 26],[17.86666667 49.13333333] ; [10.13333333 27.86666667],0
b3,1,0.391318,0.734843,[16 51] ; [12 26],[17.86666667 49.13333333] ; [10.13333333 27.86666667],0
s1,1,0.422799,0.642521,[  7 112] ; [ 2 61],[  5.88461538 113.11538462] ; [ 3.11538462 59.88461538],0
p9,1,0.444334,0.585065,[94 27] ; [45 17],[91.90710383 29.09289617] ; [47.09289617 14.90710383],0
v2,1,0.467947,0.52682,[55 61] ; [25 35],[52.72727273 63.27272727] ; [27.27272727 32.72727273],0
b1,1,0.513439,0.427051,[51 72] ; [23 40],[48.93548387 74.06451613] ; [25.06451613 37.93548387],0
p12,1,0.555222,0.348045,[  7 116] ; [ 5 58],[  7.93548387 115.06451613] ; [ 4.06451613 58.93548387],0
p5,1,0.574387,0.315396,[ 17 104] ; [ 7 56],[ 15.7826087 105.2173913] ; [ 8.2173913 54.7826087],0
d2,1,0.61824,0.248349,[27 95] ; [16 47],[28.35675676 93.64324324] ; [14.64324324 48.35675676],0
n4,1,0.664404,0.188218,[99 24] ; [49 14],[97.87096774 25.12903226] ; [50.12903226 12.87096774],0
p1,1,0.685399,0.164112,[ 14 108] ; [ 6 57],[ 13.18918919 108.81081081] ; [ 6.81081081 56.18918919],0
n1,1,0.692181,0.156735,[11 17] ; [ 9 11],[11.66666667 16.33333333] ; [ 8.33333333 11.66666667],0
n2,1,0.914509,0.011525,[20  8] ; [14  6],[19.83333333  8.16666667] ; [14.16666667  5.83333333],0
