Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,31.570038,[113  16] ; [21 24],[99.34482759 29.65517241] ; [34.65517241 10.34482759],1
n6,1,1e-06,23.793488,[118  11] ; [27 18],[107.5  21.5] ; [37.5  7.5],1
p10,1,7e-06,20.098685,[110  19] ; [23 21],[99.1734104 29.8265896] ; [33.8265896 10.1734104],1
p9,1,0.000205,13.781751,[112  16] ; [28 17],[103.58381503  24.41618497] ; [36.41618497  8.58381503],1
p11,1,0.004299,8.15303,[111  18] ; [30 15],[104.53448276  24.46551724] ; [36.46551724  8.53448276],0
v2,1,0.01087,6.486445,[74 50] ; [16 27],[66.82634731 57.17365269] ; [23.17365269 19.82634731],0
p4,1,0.075647,3.156029,[98 31] ; [28 17],[93.4137931 35.5862069] ; [32.5862069 12.4137931],0
a4,1,0.0811,3.042713,[37 92] ; [ 7 38],[32.62068966 96.37931034] ; [11.37931034 33.62068966],0
d5,1,0.083843,2.988786,[82 47] ; [22 23],[77.10344828 51.89655172] ; [26.89655172 18.10344828],0
p5,1,0.084943,2.967692,[ 26 103] ; [ 4 41],[ 22.24137931 106.75862069] ; [ 7.75862069 37.24137931],0
s7,1,0.091945,2.839982,[63 57] ; [17 28],[58.18181818 61.81818182] ; [21.81818182 23.18181818],0
a8,1,0.109162,2.566308,[ 17 105] ; [ 2 40],[ 14.13414634 107.86585366] ; [ 4.86585366 37.13414634],0
u3,1,0.109995,2.554296,[25 26] ; [14  6],[28.01408451 22.98591549] ; [10.98591549  9.01408451],0
r3,1,0.125213,2.350874,[123   6] ; [40  5],[120.84482759   8.15517241] ; [42.15517241  2.84482759],0
d3,1,0.12535,2.349164,[41 88] ; [20 25],[45.22413793 83.77586207] ; [15.77586207 29.22413793],0
p7,1,0.126053,2.340452,[100  28] ; [30 15],[96.1849711 31.8150289] ; [33.8150289 11.1849711],0
d2,1,0.127889,2.317949,[ 20 108] ; [ 3 42],[ 17.01734104 110.98265896] ; [ 5.98265896 39.01734104],0
s8,1,0.13704,2.210886,[53 75] ; [13 32],[48.83236994 79.16763006] ; [17.16763006 27.83236994],0
v3,1,0.142773,2.147811,[56 72] ; [13 29],[51.95294118 76.04705882] ; [17.04705882 24.95294118],0
b4,1,0.147317,2.099811,[70 59] ; [30 15],[74.13793103 54.86206897] ; [25.86206897 19.13793103],0
v1,1,0.148525,2.087332,[69 57] ; [19 26],[64.84210526 61.15789474] ; [23.15789474 21.84210526],0
b3,1,0.161648,1.958739,[32 46] ; [ 7 20],[28.97142857 49.02857143] ; [10.02857143 16.97142857],0
b2,1,0.161648,1.958739,[32 46] ; [ 7 20],[28.97142857 49.02857143] ; [10.02857143 16.97142857],0
s6,1,0.162578,1.950081,[84 41] ; [25 20],[80.14705882 44.85294118] ; [28.85294118 16.14705882],0
r4,1,0.172161,1.864023,[116  13] ; [37  8],[113.43103448  15.56896552] ; [39.56896552  5.43103448],0
d4,1,0.173517,1.852296,[71 58] ; [30 15],[74.87931034 54.12068966] ; [26.12068966 18.87931034],0
p6,1,0.269846,1.217527,[55 73] ; [14 28],[51.95294118 76.04705882] ; [17.04705882 24.95294118],0
p8,1,0.296796,1.088534,[79 48] ; [24 21],[76.05232558 50.94767442] ; [26.94767442 18.05232558],0
n2,1,0.299328,1.077188,[17  4] ; [5 3],[15.93103448  5.06896552] ; [6.06896552 1.93103448],0
p1,1,0.329887,0.949343,[ 13 115] ; [ 7 38],[ 14.79768786 113.20231214] ; [ 5.20231214 39.79768786],0
n1,1,0.375728,0.784632,[ 9 12] ; [2 6],[ 7.96551724 13.03448276] ; [3.03448276 4.96551724],0
s2,1,0.380313,0.76969,[58 70] ; [17 28],[55.49132948 72.50867052] ; [19.50867052 25.49132948],0
s5,1,0.423532,0.640494,[41 84] ; [11 31],[38.92215569 86.07784431] ; [13.07784431 28.92215569],0
a1,1,0.441512,0.592351,[  5 124] ; [ 3 42],[  5.93103448 123.06896552] ; [ 2.06896552 42.93103448],0
s3,1,0.478995,0.50115,[69 59] ; [21 23],[66.97674419 61.02325581] ; [23.02325581 20.97674419],0
r1,1,0.489328,0.478004,[95 33] ; [31 14],[93.22543353 34.77456647] ; [32.77456647 12.22543353],0
n3,1,0.4948,0.466071,[18  3] ; [6 2],[17.37931034  3.62068966] ; [6.62068966 1.37931034],0
v4,1,0.540166,0.375232,[121   8] ; [41  4],[120.10344828   8.89655172] ; [41.89655172  3.10344828],0
a3,1,0.563944,0.332921,[78 51] ; [25 20],[76.36206897 52.63793103] ; [26.63793103 18.36206897],0
r2,1,0.574925,0.314511,[118  11] ; [39  5],[117.06936416  11.93063584] ; [39.93063584  4.06936416],0
a5,1,0.603077,0.270381,[83 46] ; [27 18],[81.55172414 47.44827586] ; [28.44827586 16.55172414],0
s1,1,0.677341,0.173134,[  4 124] ; [ 2 43],[  4.43930636 123.56069364] ; [ 1.56069364 43.43930636],0
b5,1,0.683163,0.166587,[70 59] ; [26 19],[71.17241379 57.82758621] ; [24.82758621 20.17241379],0
b1,1,0.715081,0.133254,[59 70] ; [22 23],[60.05172414 68.94827586] ; [20.94827586 24.05172414],0
a2,1,0.758226,0.094748,[  7 122] ; [ 3 42],[  7.4137931 121.5862069] ; [ 2.5862069 42.4137931],0
u1,1,0.761319,0.092264,[  4 125] ; [ 1 44],[  3.70689655 125.29310345] ; [ 1.29310345 43.70689655],0
p12,1,0.80197,0.0629,[ 10 118] ; [ 3 42],[  9.61849711 118.38150289] ; [ 3.38150289 41.61849711],0
p2,1,0.832213,0.044887,[107  21] ; [37  8],[106.5433526  21.4566474] ; [37.4566474  7.5433526],0
a6,1,0.835228,0.043265,[78 51] ; [28 17],[78.5862069 50.4137931] ; [27.4137931 17.5862069],0
s4,1,0.893977,0.017762,[ 21 107] ; [ 7 38],[ 20.71676301 107.28323699] ; [ 7.28323699 37.71676301],0
u2,1,0.962581,0.002201,[26 24] ; [10  9],[26.08695652 23.91304348] ; [9.91304348 9.08695652],0
a7,1,0.963342,0.002112,[82 46] ; [29 16],[82.12716763 45.87283237] ; [28.87283237 16.12716763],0
