Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,201.507786,[494  38] ; [25 54],[451.89525368  80.10474632] ; [67.10474632 11.89525368],1
p11,1,0.0,26.94425,[453  79] ; [49 31],[436.37908497  95.62091503] ; [65.62091503 14.37908497],1
n6,1,1e-06,24.768494,[466  61] ; [54 26],[451.46622735  75.53377265] ; [68.53377265 11.46622735],1
s6,1,3.3e-05,17.255775,[379 144] ; [39 40],[363.1461794 159.8538206] ; [54.8538206 24.1461794],1
n5,1,4.9e-05,16.479467,[419 109] ; [47 33],[404.68421053 123.31578947] ; [61.31578947 18.68421053],1
b1,1,0.000248,13.425387,[180 352] ; [44 36],[194.71895425 337.28104575] ; [29.28104575 50.71895425],1
s8,1,0.000248,13.423703,[264 265] ; [22 57],[248.83881579 280.16118421] ; [37.16118421 41.83881579],1
s5,1,0.000785,11.276357,[198 317] ; [15 64],[184.67171717 330.32828283] ; [28.32828283 50.67171717],1
p3,1,0.00079,11.263836,[296 236] ; [28 51],[282.10801964 249.89198036] ; [41.89198036 37.10801964],1
p7,1,0.001815,9.728153,[381 142] ; [44 35],[369.22757475 153.77242525] ; [55.77242525 23.22757475],0
p8,1,0.002474,9.159787,[324 202] ; [35 45],[311.60726073 214.39273927] ; [47.39273927 32.60726073],0
p6,1,0.003433,8.561886,[223 306] ; [19 58],[211.25082508 317.74917492] ; [30.74917492 46.25082508],0
s7,1,0.003932,8.315033,[278 233] ; [27 47],[266.41880342 244.58119658] ; [38.58119658 35.41880342],0
p4,1,0.004122,8.229224,[359 172] ; [41 39],[347.62684124 183.37315876] ; [52.37315876 27.62684124],0
a3,1,0.005251,7.790972,[408 122] ; [50 30],[397.93442623 132.06557377] ; [60.06557377 19.93442623],0
v2,1,0.006285,7.466646,[316 195] ; [35 42],[305.03571429 205.96428571] ; [45.96428571 31.03571429],0
d4,1,0.009076,6.807837,[461  70] ; [59 19],[453.39901478  77.60098522] ; [66.60098522 11.39901478],0
a5,1,0.012255,6.273551,[425 107] ; [54 26],[416.38562092 115.61437908] ; [62.61437908 17.38562092],0
p5,1,0.012684,6.212661,[ 72 459] ; [ 3 77],[ 65.18003273 465.81996727] ; [ 9.81996727 70.18003273],0
v1,1,0.013033,6.164641,[310 209] ; [36 44],[299.78964942 219.21035058] ; [46.21035058 33.78964942],0
p12,1,0.014614,5.962446,[ 50 481] ; [ 1 78],[ 44.39508197 486.60491803] ; [ 6.60491803 72.39508197],0
r4,1,0.017018,5.694508,[515  17] ; [73  7],[511.1372549  20.8627451] ; [76.8627451  3.1372549],0
s2,1,0.026429,4.927737,[284 244] ; [31 46],[274.90909091 253.09090909] ; [40.09090909 36.90909091],0
b3,1,0.031094,4.647746,[129 188] ; [13 39],[121.98915989 195.01084011] ; [20.01084011 31.98915989],0
b2,1,0.031094,4.647746,[129 188] ; [13 39],[121.98915989 195.01084011] ; [20.01084011 31.98915989],0
a4,1,0.068021,3.330137,[260 271] ; [30 49],[252.44262295 278.55737705] ; [37.55737705 41.44262295],0
b4,1,0.085054,2.965578,[305 227] ; [54 26],[312.07189542 219.92810458] ; [46.92810458 33.07189542],0
v3,1,0.08635,2.94113,[217 296] ; [25 53],[210.06091371 302.93908629] ; [31.93908629 46.06091371],0
d1,1,0.116274,2.4668,[341 191] ; [44 36],[334.67320261 197.32679739] ; [50.32679739 29.67320261],0
a2,1,0.21699,1.524167,[148 384] ; [17 63],[143.43137255 388.56862745] ; [21.56862745 58.43137255],0
n4,1,0.227088,1.45901,[429 102] ; [60 20],[424.97381342 106.02618658] ; [64.02618658 15.97381342],0
a8,1,0.280725,1.163575,[ 74 405] ; [ 7 60],[ 71.06043956 407.93956044] ; [ 9.93956044 57.06043956],0
a7,1,0.298625,1.080323,[405 126] ; [56 23],[401.29672131 129.70327869] ; [59.70327869 19.29672131],0
r2,1,0.302646,1.0625,[512  15] ; [76  4],[510.50411862  16.49588138] ; [77.49588138  2.50411862],0
s3,1,0.309867,1.031245,[312 215] ; [42 37],[307.85148515 219.14851485] ; [46.14851485 32.85148515],0
u2,1,0.345689,0.88922,[72 49] ; [15 15],[69.71523179 51.28476821] ; [17.28476821 12.71523179],0
a6,1,0.392518,0.731127,[383 148] ; [54 26],[379.78232406 151.21767594] ; [57.21767594 22.78232406],0
r3,1,0.413803,0.667846,[517  12] ; [76  3],[515.94901316  13.05098684] ; [77.05098684  1.94901316],0
u1,1,0.420512,0.648884,[114 418] ; [14 66],[111.26797386 420.73202614] ; [16.73202614 63.26797386],0
b5,1,0.421662,0.645678,[314 218] ; [51 29],[317.2875817 214.7124183] ; [47.7124183 32.2875817],0
n1,1,0.500886,0.453058,[32 64] ; [ 9 13],[33.3559322 62.6440678] ; [ 7.6440678 14.3559322],0
v4,1,0.548854,0.359375,[515  14] ; [75  3],[514.184514  14.815486] ; [75.815486  2.184514],0
u4,1,0.622861,0.241867,[ 11 521] ; [ 1 79],[ 10.43137255 521.56862745] ; [ 1.56862745 78.43137255],0
d5,1,0.637347,0.222229,[449  82] ; [66 14],[447.5695581  83.4304419] ; [67.4304419 12.5695581],0
n2,1,0.706758,0.141537,[70 27] ; [16  5],[70.69491525 26.30508475] ; [15.30508475  5.69491525],0
n3,1,0.747091,0.103992,[70 26] ; [16  7],[69.37815126 26.62184874] ; [16.62184874  6.37815126],0
u3,1,0.787458,0.072691,[74 48] ; [19 11],[74.64473684 47.35526316] ; [18.35526316 11.64473684],0
p1,1,0.840829,0.040334,[ 50 481] ; [ 8 71],[ 50.48852459 480.51147541] ; [ 7.51147541 71.48852459],0
s1,1,0.870451,0.026597,[ 15 510] ; [ 2 77],[ 14.77649007 510.22350993] ; [ 2.22350993 76.77649007],0
d2,1,0.909788,0.012838,[273 259] ; [40 39],[272.53027823 259.46972177] ; [40.46972177 38.53027823],0
d3,1,0.952968,0.003479,[394 138] ; [59 21],[393.78431373 138.21568627] ; [59.21568627 20.78431373],0
s4,1,0.995554,3.1e-05,[ 82 445] ; [12 65],[ 82.01655629 444.98344371] ; [11.98344371 65.01655629],0
a1,1,0.996712,1.7e-05,[ 20 512] ; [ 3 77],[ 19.99346405 512.00653595] ; [ 3.00653595 76.99346405],0
