Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.854427,[23  2] ; [45 58],[13.28125 11.71875] ; [54.71875 48.28125],1
p12,1,0.085874,2.950072,[ 4 21] ; [ 6 98],[ 1.9379845 23.0620155] ; [ 8.0620155 95.9379845],0
p3,1,0.091091,2.854989,[12 12] ; [33 71],[ 8.4375 15.5625] ; [36.5625 67.4375],0
p10,1,0.101295,2.685028,[18  7] ; [55 47],[14.37007874 10.62992126] ; [58.62992126 43.37007874],0
a2,1,0.257621,1.281496,[ 3 22] ; [23 81],[ 5.03875969 19.96124031] ; [20.96124031 83.03875969],0
u2,1,0.265103,1.241912,[7 4] ; [16 20],[5.38297872 5.61702128] ; [17.61702128 18.38297872],0
p1,1,0.273266,1.200278,[ 4 21] ; [ 9 95],[ 2.51937984 22.48062016] ; [10.48062016 93.51937984],0
s3,1,0.348547,0.878739,[13 11] ; [44 57],[10.944 13.056] ; [46.056 54.944],0
a3,1,0.366504,0.815482,[14 11] ; [67 35],[15.94488189  9.05511811] ; [65.05511811 36.94488189],0
b4,1,0.454955,0.558277,[16  9] ; [58 46],[14.34108527 10.65891473] ; [59.65891473 44.34108527],0
d1,1,0.467233,0.528512,[15 10] ; [54 50],[13.37209302 11.62790698] ; [55.62790698 48.37209302],0
b5,1,0.467233,0.528512,[15 10] ; [54 50],[13.37209302 11.62790698] ; [55.62790698 48.37209302],0
a6,1,0.476041,0.50792,[17  7] ; [65 38],[15.49606299  8.50393701] ; [66.50393701 36.49606299],0
d4,1,0.482049,0.494225,[16  8] ; [76 27],[17.38582677  6.61417323] ; [74.61417323 28.38582677],0
s1,1,0.498144,0.458889,[ 3 22] ; [ 8 95],[ 2.1484375 22.8515625] ; [ 8.8515625 94.1484375],0
n5,1,0.515117,0.423658,[19  6] ; [85 19],[20.15503876  4.84496124] ; [83.84496124 20.15503876],0
a4,1,0.583955,0.299885,[10 15] ; [47 55],[11.22047244 13.77952756] ; [45.77952756 56.22047244],0
a5,1,0.58804,0.293415,[18  7] ; [69 35],[16.86046512  8.13953488] ; [70.13953488 33.86046512],0
a1,1,0.609547,0.260835,[ 2 23] ; [12 92],[ 2.71317829 22.28682171] ; [11.28682171 92.71317829],0
a7,1,0.613782,0.254704,[15 10] ; [68 36],[16.08527132  8.91472868] ; [66.91472868 37.08527132],0
d5,1,0.675489,0.175248,[15  9] ; [69 34],[15.87401575  8.12598425] ; [68.12598425 34.87401575],0
a8,1,0.680286,0.169804,[ 4 20] ; [13 84],[ 3.37190083 20.62809917] ; [13.62809917 83.37190083],0
p11,1,0.687238,0.162092,[16  9] ; [62 42],[15.11627907  9.88372093] ; [62.88372093 41.11627907],0
s4,1,0.693079,0.155772,[ 5 20] ; [17 85],[ 4.33070866 20.66929134] ; [17.66929134 84.33070866],0
u1,1,0.709354,0.138923,[ 4 21] ; [20 84],[ 4.65116279 20.34883721] ; [19.34883721 84.65116279],0
n2,1,0.742668,0.107795,[4 1] ; [30 11],[3.69565217 1.30434783] ; [30.30434783 10.69565217],0
r1,1,0.83031,0.045926,[17  8] ; [73 31],[17.44186047  7.55813953] ; [72.55813953 31.44186047],0
n1,1,0.832004,0.045,[3 2] ; [22 18],[2.77777778 2.22222222] ; [22.22222222 17.77777778],0
d3,1,0.857079,0.032434,[14 10] ; [58 45],[13.60629921 10.39370079] ; [58.39370079 44.60629921],0
b1,1,0.85748,0.03225,[13 12] ; [52 52],[12.59689922 12.40310078] ; [52.40310078 51.59689922],0
b2,1,0.898015,0.016427,[ 7 11] ; [30 44],[ 7.23913043 10.76086957] ; [29.76086957 44.23913043],0
b3,1,0.898015,0.016427,[ 7 11] ; [30 44],[ 7.23913043 10.76086957] ; [29.76086957 44.23913043],0
d2,1,0.965222,0.001901,[12 12] ; [51 50],[12.096 11.904] ; [50.904 50.096],0
u4,1,0.971456,0.00128,[ 1 24] ; [  4 100],[ 0.96899225 24.03100775] ; [ 4.03100775 99.96899225],0
