Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.4e-05,18.854427,[23  2] ; [45 58],[13.28125 11.71875] ; [54.71875 48.28125],1
s5,1,4.2e-05,16.778258,[13 10] ; [16 83],[ 5.46721311 17.53278689] ; [23.53278689 75.46721311],1
p8,1,4.3e-05,16.746578,[13 12] ; [15 89],[ 5.42635659 19.57364341] ; [22.57364341 81.42635659],1
p7,1,0.000203,13.801176,[16  9] ; [25 75],[ 8.2 16.8] ; [32.8 67.2],1
s2,1,0.001531,10.04117,[17  8] ; [34 68],[10.03937008 14.96062992] ; [40.96062992 61.03937008],0
v1,1,0.002313,9.282938,[16  9] ; [31 69],[ 9.4 15.6] ; [37.6 62.4],0
p9,1,0.002691,9.005689,[22  3] ; [56 45],[15.47619048  9.52380952] ; [62.52380952 38.47619048],0
s7,1,0.005214,7.803724,[16  8] ; [35 64],[ 9.95121951 14.04878049] ; [41.04878049 57.95121951],0
p4,1,0.006904,7.297738,[12 12] ; [23 79],[ 6.66666667 17.33333333] ; [28.33333333 73.66666667],0
v2,1,0.00801,7.03124,[16  6] ; [42 59],[10.37398374 11.62601626] ; [47.62601626 53.37398374],0
u3,1,0.01622,5.77887,[9 2] ; [15 22],[5.5 5.5] ; [18.5 18.5],0
r4,1,0.016573,5.741043,[23  2] ; [71 33],[18.21705426  6.78294574] ; [75.78294574 28.21705426],0
s8,1,0.024956,5.026939,[14 10] ; [35 69],[ 9.1875 14.8125] ; [39.8125 64.1875],0
p5,1,0.046252,3.972381,[ 5 20] ; [ 7 94],[ 2.38095238 22.61904762] ; [ 9.61904762 91.38095238],0
n6,1,0.060208,3.531634,[22  2] ; [76 27],[18.51968504  5.48031496] ; [79.48031496 23.51968504],0
r3,1,0.064118,3.427532,[23  2] ; [78 26],[19.57364341  5.42635659] ; [81.42635659 22.57364341],0
v3,1,0.085384,2.959326,[13 11] ; [34 63],[ 9.32231405 14.67768595] ; [37.67768595 59.32231405],0
