Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,60.302333,[86 12] ; [ 6 29],[67.78947368 30.21052632] ; [24.21052632 10.78947368],1
r4,1,5.4e-05,16.288946,[90  8] ; [22 13],[82.52631579 15.47368421] ; [29.47368421  5.52631579],1
p11,1,6.3e-05,16.009904,[71 27] ; [12 23],[61.15789474 36.84210526] ; [21.84210526 13.15789474],1
b1,1,0.000122,14.754804,[26 72] ; [22 13],[35.36842105 62.63157895] ; [12.63157895 22.36842105],1
r2,1,0.000238,13.505191,[95  2] ; [27  7],[90.33587786  6.66412214] ; [31.66412214  2.33587786],1
p2,1,0.000318,12.963145,[80 17] ; [18 17],[72.01515152 24.98484848] ; [25.98484848  9.01515152],1
v4,1,0.000875,11.075482,[94  4] ; [27  8],[89.15789474  8.84210526] ; [31.84210526  3.15789474],1
p7,1,0.001587,9.975241,[60 36] ; [11 24],[52.03053435 43.96946565] ; [18.96946565 16.03053435],0
s8,1,0.003266,8.652549,[41 57] ; [ 5 30],[33.89473684 64.10526316] ; [12.10526316 22.89473684],0
r3,1,0.005356,7.755102,[96  2] ; [30  5],[92.84210526  5.15789474] ; [33.15789474  1.84210526],0
s3,1,0.027753,4.843355,[51 45] ; [11 24],[45.4351145 50.5648855] ; [16.5648855 18.4351145],0
n3,1,0.037762,4.315709,[24  5] ; [8 7],[21.09090909  7.90909091] ; [10.90909091  4.09090909],0
s2,1,0.04664,3.958333,[47 51] ; [10 25],[42. 56.] ; [15. 20.],0
b3,1,0.053273,3.735348,[22 31] ; [ 4 18],[18.37333333 34.62666667] ; [ 7.62666667 14.37333333],0
b2,1,0.053273,3.735348,[22 31] ; [ 4 18],[18.37333333 34.62666667] ; [ 7.62666667 14.37333333],0
s7,1,0.056461,3.638401,[41 55] ; [ 7 23],[36.57142857 59.42857143] ; [11.42857143 18.57142857],0
n2,1,0.063972,3.4313,[20  9] ; [6 9],[17.13636364 11.86363636] ; [8.86363636 6.13636364],0
s5,1,0.066604,3.364791,[31 61] ; [ 6 29],[26.80314961 65.19685039] ; [10.19685039 24.80314961],0
p3,1,0.092535,2.829703,[45 53] ; [10 24],[40.83333333 57.16666667] ; [14.16666667 19.83333333],0
p6,1,0.099529,2.713076,[32 64] ; [ 6 27],[28.27906977 67.72093023] ; [ 9.72093023 23.27906977],0
