Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,56.091453,[207  76] ; [35 74],[174.70918367 108.29081633] ; [67.29081633 41.70918367],1
p6,1,0.0,42.018383,[157 125] ; [21 88],[128.37851662 153.62148338] ; [49.62148338 59.37851662],1
p3,1,0.0,28.932115,[192  91] ; [42 68],[168.50381679 114.49618321] ; [65.49618321 44.50381679],1
p4,1,5e-06,20.839932,[218  65] ; [59 51],[199.46819338  83.53180662] ; [77.53180662 32.46819338],1
s8,1,0.00034,12.83846,[163 119] ; [41 68],[147.13043478 134.86956522] ; [56.86956522 52.13043478],1
a3,1,0.000639,11.657925,[226  56] ; [70 40],[212.93877551  69.06122449] ; [83.06122449 26.93877551],1
n5,1,0.000685,11.529095,[251  31] ; [83 27],[240.2755102  41.7244898] ; [93.7244898 16.2755102],1
p2,1,0.001197,10.495353,[262  22] ; [89 21],[253.00507614  30.99492386] ; [97.99492386 12.00507614],0
n6,1,0.001212,10.471626,[259  22] ; [88 21],[250.01794872  30.98205128] ; [96.98205128 12.01794872],0
s7,1,0.001881,9.662445,[160 110] ; [44 62],[146.4893617 123.5106383] ; [57.5106383 48.4893617],0
d4,1,0.004223,8.185168,[248  34] ; [84 26],[238.83673469  43.16326531] ; [93.16326531 16.83673469],0
d5,1,0.005965,7.560976,[245  37] ; [83 27],[235.95918367  46.04081633] ; [92.04081633 17.95918367],0
n4,1,0.009713,6.686836,[241  43] ; [81 29],[232.10152284  51.89847716] ; [89.89847716 20.10152284],0
p11,1,0.009835,6.664568,[251  33] ; [86 24],[242.91370558  41.08629442] ; [94.08629442 15.91370558],0
a8,1,0.010209,6.598058,[ 45 211] ; [ 7 94],[ 37.28851541 218.71148459] ; [14.71148459 86.28851541],0
r1,1,0.01038,6.568566,[244  39] ; [83 27],[235.47328244  47.52671756] ; [91.52671756 18.47328244],0
d1,1,0.010931,6.476438,[189  95] ; [58 52],[178.04060914 105.95939086] ; [68.95939086 41.04060914],0
