Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.8704,[83 14] ; [10 33],[64.43571429 32.56428571] ; [28.56428571 14.43571429],1
r3,1,0.0,28.200272,[87 10] ; [21 22],[74.82857143 22.17142857] ; [33.17142857  9.82857143],1
r2,1,0.000105,15.037063,[89  8] ; [26 14],[81.42335766 15.57664234] ; [33.57664234  6.42335766],1
v4,1,0.000235,13.531752,[83 12] ; [25 17],[74.89051095 20.10948905] ; [33.10948905  8.89051095],1
u2,1,0.001334,10.294557,[26  7] ; [ 6 12],[20.70588235 12.29411765] ; [11.29411765  6.70588235],0
a1,1,0.001651,9.901797,[ 3 94] ; [ 8 35],[ 7.62142857 89.37857143] ; [ 3.37857143 39.62142857],0
d4,1,0.003221,8.677953,[76 19] ; [24 19],[68.84057971 26.15942029] ; [31.15942029 11.84057971],0
d5,1,0.003558,8.496493,[73 23] ; [22 21],[65.61151079 30.38848921] ; [29.38848921 13.61151079],0
a5,1,0.005226,7.799532,[69 28] ; [20 23],[61.66428571 35.33571429] ; [27.33571429 15.66428571],0
v2,1,0.016333,5.766648,[41 47] ; [10 31],[34.79069767 53.20930233] ; [16.20930233 24.79069767],0
d3,1,0.01753,5.642518,[63 33] ; [19 24],[56.63309353 39.36690647] ; [25.36690647 17.63309353],0
a7,1,0.022287,5.223245,[69 28] ; [22 21],[63.05 33.95] ; [27.95 15.05],0
n5,1,0.024183,5.081434,[34 62] ; [24 19],[40.05755396 55.94244604] ; [17.94244604 25.05755396],0
d1,1,0.030583,4.676219,[46 51] ; [12 31],[40.18571429 56.81428571] ; [17.81428571 25.18571429],0
b1,1,0.043875,4.061376,[43 54] ; [27 16],[48.5 48.5] ; [21.5 21.5],0
p8,1,0.044931,4.021214,[33 64] ; [ 7 34],[28.11594203 68.88405797] ; [11.88405797 29.11594203],0
u3,1,0.04589,3.985646,[24  9] ; [ 8 10],[20.70588235 12.29411765] ; [11.29411765  6.70588235],0
p11,1,0.046776,3.953427,[56 41] ; [17 26],[50.57857143 46.42142857] ; [22.42142857 20.57857143],0
p2,1,0.072644,3.222249,[63 34] ; [21 22],[58.2 38.8] ; [25.8 17.2],0
v3,1,0.082621,3.012571,[27 60] ; [ 7 35],[22.93023256 64.06976744] ; [11.06976744 30.93023256],0
s4,1,0.099174,2.718772,[ 7 90] ; [ 7 36],[ 9.7 87.3] ; [ 4.3 38.7],0
s8,1,0.112597,2.517382,[28 69] ; [ 7 36],[24.25 72.75] ; [10.75 32.25],0
b4,1,0.115123,2.482445,[59 38] ; [20 23],[54.73571429 42.26428571] ; [24.26428571 18.73571429],0
p1,1,0.175766,1.833062,[ 5 91] ; [ 5 38],[ 6.90647482 89.09352518] ; [ 3.09352518 39.90647482],0
b5,1,0.178898,1.806751,[57 40] ; [20 23],[53.35 43.65] ; [23.65 19.35],0
u1,1,0.187536,1.736873,[ 8 89] ; [ 1 42],[ 6.23571429 90.76428571] ; [ 2.76428571 40.23571429],0
a6,1,0.219775,1.505838,[64 32] ; [24 19],[60.77697842 35.22302158] ; [27.22302158 15.77697842],0
p3,1,0.271077,1.211288,[29 68] ; [ 9 34],[26.32857143 70.67142857] ; [11.67142857 31.32857143],0
s6,1,0.342696,0.90032,[44 52] ; [16 27],[41.43884892 54.56115108] ; [18.56115108 24.43884892],0
a4,1,0.367448,0.812275,[37 60] ; [13 30],[34.64285714 62.35714286] ; [15.35714286 27.64285714],0
s3,1,0.376065,0.783526,[49 47] ; [18 24],[46.60869565 49.39130435] ; [20.39130435 21.60869565],0
d2,1,0.387579,0.746524,[35 61] ; [19 24],[37.29496403 58.70503597] ; [16.70503597 26.29496403],0
a3,1,0.397336,0.716373,[63 33] ; [25 18],[60.77697842 35.22302158] ; [27.22302158 15.77697842],0
n1,1,0.408501,0.68316,[12 23] ; [7 8],[13.3 21.7] ; [5.7 9.3],0
p10,1,0.411173,0.675406,[53 43] ; [20 22],[50.7826087 45.2173913] ; [22.2173913 19.7826087],0
p7,1,0.452777,0.563692,[40 54] ; [15 27],[38.01470588 55.98529412] ; [16.98529412 25.01470588],0
s1,1,0.558715,0.341934,[ 7 89] ; [ 2 41],[ 6.21582734 89.78417266] ; [ 2.78417266 40.21582734],0
v1,1,0.595615,0.28166,[37 58] ; [14 27],[35.625 59.375] ; [15.375 25.625],0
p5,1,0.60548,0.26681,[ 4 92] ; [ 1 41],[ 3.47826087 92.52173913] ; [ 1.52173913 40.47826087],0
s2,1,0.631407,0.230158,[33 63] ; [13 30],[31.76978417 64.23021583] ; [14.23021583 28.76978417],0
p4,1,0.631407,0.230158,[33 63] ; [13 30],[31.76978417 64.23021583] ; [14.23021583 28.76978417],0
s7,1,0.635746,0.224349,[26 60] ; [11 31],[24.859375 61.140625] ; [12.140625 29.859375],0
a2,1,0.703091,0.145276,[16 81] ; [ 6 37],[15.24285714 81.75714286] ; [ 6.75714286 36.24285714],0
s5,1,0.744062,0.106588,[15 78] ; [ 6 37],[14.36029412 78.63970588] ; [ 6.63970588 36.36029412],0
b3,1,0.761177,0.092377,[14 43] ; [ 8 21],[14.58139535 42.41860465] ; [ 7.41860465 21.58139535],0
b2,1,0.761177,0.092377,[14 43] ; [ 8 21],[14.58139535 42.41860465] ; [ 7.41860465 21.58139535],0
n4,1,0.877168,0.023889,[51 46] ; [22 21],[50.57857143 46.42142857] ; [22.42142857 20.57857143],0
a8,1,0.883623,0.021426,[ 9 80] ; [ 4 39],[ 8.76515152 80.23484848] ; [ 4.23484848 38.76515152],0
p9,1,0.921477,0.009717,[58 38] ; [25 17],[57.73913043 38.26086957] ; [25.26086957 16.73913043],0
p12,1,0.93449,0.006756,[ 2 93] ; [ 1 42],[ 2.06521739 92.93478261] ; [ 0.93478261 42.06521739],0
n3,1,0.938323,0.005987,[21 12] ; [10  6],[20.87755102 12.12244898] ; [10.12244898  5.87755102],0
n2,1,0.980472,0.000599,[22 13] ; [10  6],[21.96078431 13.03921569] ; [10.03921569  5.96078431],0
