Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000732,11.40591,[7 2] ; [10 37],[2.73214286 6.26785714] ; [14.26785714 32.73214286],1
p12,1,0.004533,8.056731,[3 6] ; [ 2 46],[0.78947368 8.21052632] ; [ 4.21052632 43.78947368],0
p6,1,0.005532,7.696759,[7 2] ; [14 34],[3.31578947 5.68421053] ; [17.68421053 30.31578947],0
s1,1,0.051666,3.786557,[2 7] ; [ 2 46],[0.63157895 8.36842105] ; [ 3.36842105 44.63157895],0
p1,1,0.060687,3.518519,[4 5] ; [ 8 40],[1.89473684 7.10526316] ; [10.10526316 37.89473684],0
p3,1,0.124696,2.35732,[7 2] ; [24 24],[4.89473684 4.10526316] ; [26.10526316 21.89473684],0
a8,1,0.149725,2.075053,[2 7] ; [ 3 41],[0.8490566 8.1509434] ; [ 4.1509434 39.8490566],0
b4,1,0.154007,2.032109,[7 2] ; [25 23],[5.05263158 3.94736842] ; [26.94736842 21.05263158],0
u2,1,0.161749,1.957794,[3 1] ; [ 7 12],[1.73913043 2.26086957] ; [ 8.26086957 10.73913043],0
r2,1,0.176787,1.824432,[8 1] ; [47  1],[8.68421053 0.31578947] ; [46.31578947  1.68421053],0
p4,1,0.187994,1.73327,[7 2] ; [26 22],[5.21052632 3.78947368] ; [27.78947368 20.21052632],0
u3,1,0.231289,1.432915,[3 1] ; [ 8 11],[1.91304348 2.08695652] ; [9.08695652 9.91304348],0
s6,1,0.233886,1.417069,[7 2] ; [26 20],[5.4 3.6] ; [27.6 18.4],0
p7,1,0.252574,1.30901,[7 2] ; [27 20],[5.46428571 3.53571429] ; [28.53571429 18.46428571],0
a6,1,0.271512,1.209091,[7 2] ; [28 20],[5.52631579 3.47368421] ; [29.47368421 18.52631579],0
s7,1,0.31335,1.016504,[5 3] ; [19 25],[3.69230769 4.30769231] ; [20.30769231 23.69230769],0
p8,1,0.358129,0.844444,[6 3] ; [24 24],[4.73684211 4.26315789] ; [25.26315789 22.73684211],0
p2,1,0.365551,0.818732,[5 4] ; [34 14],[6.15789474 2.84210526] ; [32.84210526 15.15789474],0
d3,1,0.378156,0.776689,[2 7] ; [18 30],[3.15789474 5.84210526] ; [16.84210526 31.15789474],0
p9,1,0.412133,0.67264,[6 3] ; [38 10],[6.94736842 2.05263158] ; [37.05263158 10.94736842],0
d5,1,0.420207,0.649736,[3 6] ; [23 25],[4.10526316 4.89473684] ; [21.89473684 26.10526316],0
d2,1,0.425333,0.635532,[1 8] ; [11 37],[1.89473684 7.10526316] ; [10.10526316 37.89473684],0
p10,1,0.505278,0.443833,[6 3] ; [37 11],[6.78947368 2.21052632] ; [36.21052632 11.78947368],0
s8,1,0.521558,0.410811,[4 5] ; [16 32],[3.15789474 5.84210526] ; [16.84210526 31.15789474],0
v1,1,0.528558,0.397163,[6 3] ; [26 21],[5.14285714 3.85714286] ; [26.85714286 20.14285714],0
n5,1,0.58032,0.305718,[8 1] ; [39  9],[7.42105263 1.57894737] ; [39.57894737  8.42105263],0
p11,1,0.670497,0.181021,[7 2] ; [34 14],[6.47368421 2.52631579] ; [34.52631579 13.47368421],0
s3,1,0.694609,0.154141,[4 4] ; [27 20],[4.50909091 3.49090909] ; [26.49090909 20.50909091],0
b3,1,0.7277,0.121234,[2 5] ; [11 20],[2.39473684 4.60526316] ; [10.60526316 20.39473684],0
b2,1,0.7277,0.121234,[2 5] ; [11 20],[2.39473684 4.60526316] ; [10.60526316 20.39473684],0
s2,1,0.72942,0.119645,[4 5] ; [18 29],[3.53571429 5.46428571] ; [18.46428571 28.53571429],0
n4,1,0.783165,0.075733,[8 1] ; [41  7],[7.73684211 1.26315789] ; [41.26315789  6.73684211],0
r3,1,0.783165,0.075733,[8 1] ; [41  7],[7.73684211 1.26315789] ; [41.26315789  6.73684211],0
a3,1,0.785023,0.074409,[5 4] ; [29 19],[5.36842105 3.63157895] ; [28.63157895 19.36842105],0
a5,1,0.812038,0.056548,[6 3] ; [30 18],[5.68421053 3.31578947] ; [30.31578947 17.68421053],0
b5,1,0.876911,0.02399,[5 4] ; [28 20],[5.21052632 3.78947368] ; [27.78947368 20.21052632],0
b1,1,0.876911,0.02399,[4 5] ; [20 28],[3.78947368 5.21052632] ; [20.21052632 27.78947368],0
s4,1,0.950328,0.003881,[1 8] ; [ 5 43],[0.94736842 8.05263158] ; [ 5.05263158 42.94736842],0
a2,1,0.950328,0.003881,[1 8] ; [ 5 43],[0.94736842 8.05263158] ; [ 5.05263158 42.94736842],0
a4,1,0.963658,0.002076,[2 7] ; [11 37],[2.05263158 6.94736842] ; [10.94736842 37.05263158],0
v2,1,0.967161,0.001695,[6 3] ; [31 16],[5.94642857 3.05357143] ; [31.05357143 15.94642857],0
a7,1,1.0,0.0,[6 3] ; [32 16],[6. 3.] ; [32. 16.],0
