Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.001308,10.331827,[ 85 154] ; [34 24],[ 95.76094276 143.23905724] ; [23.23905724 34.76094276],0
b1,1,0.003443,8.556263,[101 142] ; [37 22],[111.0397351 131.9602649] ; [26.9602649 32.0397351],0
n4,1,0.006477,7.412482,[200  42] ; [57  2],[206.62458472  35.37541528] ; [50.37541528  8.62458472],0
p5,1,0.010554,6.538903,[ 27 213] ; [14 44],[ 33.02013423 206.97986577] ; [ 7.97986577 50.02013423],0
s8,1,0.030263,4.694288,[ 86 156] ; [30 29],[ 93.26245847 148.73754153] ; [22.73754153 36.26245847],0
s7,1,0.03334,4.528221,[ 99 135] ; [32 23],[106.06920415 127.93079585] ; [24.93079585 30.06920415],0
p2,1,0.053839,3.717679,[195  47] ; [40 18],[189.56666667  52.43333333] ; [45.43333333 12.56666667],0
a1,1,0.06256,3.468184,[ 10 233] ; [ 6 53],[ 12.87417219 230.12582781] ; [ 3.12582781 55.87417219],0
n2,1,0.070859,3.263009,[50 26] ; [11  1],[52.68181818 23.31818182] ; [8.31818182 3.68181818],0
p1,1,0.100758,2.6935,[ 23 219] ; [10 49],[ 26.53156146 215.46843854] ; [ 6.46843854 52.53156146],0
p3,1,0.107042,2.59736,[ 97 145] ; [30 28],[102.44666667 139.55333333] ; [24.55333333 33.44666667],0
r1,1,0.114515,2.490778,[167  74] ; [47 12],[171.91333333  69.08666667] ; [42.08666667 16.91333333],0
u3,1,0.130197,2.290156,[37 46] ; [11  6],[39.84 43.16] ; [8.16 8.84],0
p6,1,0.146769,2.105516,[ 78 163] ; [25 34],[ 82.74333333 158.25666667] ; [20.25666667 38.74333333],0
s4,1,0.152439,2.047674,[ 53 185] ; [ 8 50],[ 49.0472973 188.9527027] ; [11.9527027 46.0472973],0
u1,1,0.161414,1.960932,[ 32 211] ; [12 47],[ 35.40397351 207.59602649] ; [ 8.59602649 50.40397351],0
n6,1,0.248827,1.329879,[207  34] ; [54  5],[209.67  31.33] ; [51.33  7.67],0
s2,1,0.249707,1.32494,[107 135] ; [31 28],[110.95016611 131.04983389] ; [27.04983389 31.95016611],0
a8,1,0.279245,1.170761,[ 34 194] ; [ 5 49],[ 31.53191489 196.46808511] ; [ 7.46808511 46.53191489],0
u2,1,0.283664,1.149453,[37 46] ; [10  7],[39.01 43.99] ; [7.99 9.01],0
p4,1,0.285701,1.139768,[132 111] ; [36 22],[135.62790698 107.37209302] ; [32.37209302 25.62790698],0
r4,1,0.301939,1.065609,[196  47] ; [51  8],[198.74503311  44.25496689] ; [48.25496689 10.74503311],0
r2,1,0.313792,1.014647,[219  22] ; [56  3],[220.91666667  20.08333333] ; [54.08333333  4.91666667],0
v4,1,0.325444,0.966943,[216  27] ; [55  4],[218.05629139  24.94370861] ; [52.94370861  6.05629139],0
