Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.001308,10.331827,[ 85 154] ; [34 24],[ 95.76094276 143.23905724] ; [23.23905724 34.76094276],0
b5,1,0.341347,0.905367,[140 103] ; [38 21],[143.22516556  99.77483444] ; [34.77483444 24.22516556],0
s6,1,0.354724,0.856486,[148  89] ; [40 18],[151.03728814  85.96271186] ; [36.96271186 21.03728814],0
b4,1,0.375813,0.784352,[135 108] ; [29 30],[131.9602649 111.0397351] ; [32.0397351 26.9602649],0
a3,1,0.37899,0.773976,[160  81] ; [42 16],[162.81605351  78.18394649] ; [39.18394649 18.81605351],0
n1,1,0.406461,0.689129,[35 41] ; [6 4],[36.23255814 39.76744186] ; [4.76744186 5.23255814],0
a7,1,0.413984,0.66733,[154  89] ; [34 25],[151.27152318  91.72847682] ; [36.72847682 22.27152318],0
d3,1,0.42095,0.647661,[142 100] ; [38 21],[144.71760797  97.28239203] ; [35.28239203 23.71760797],0
p8,1,0.482521,0.49316,[118 122] ; [26 33],[115.58528428 124.41471572] ; [28.41471572 30.58528428],0
p7,1,0.508792,0.436551,[131 108] ; [34 23],[133.22635135 105.77364865] ; [31.77364865 25.22635135],0
p10,1,0.517183,0.419507,[177  64] ; [45 13],[178.93645485  62.06354515] ; [43.06354515 14.93645485],0
d5,1,0.580134,0.306018,[180  63] ; [45 13],[181.64451827  61.35548173] ; [43.35548173 14.64451827],0
d2,1,0.628021,0.234754,[110 131] ; [29 30],[111.66333333 129.33666667] ; [27.33666667 31.66333333],0
b2,1,0.64522,0.21198,[54 90] ; [17 24],[55.26486486 88.73513514] ; [15.73513514 25.26486486],0
b3,1,0.64522,0.21198,[54 90] ; [17 24],[55.26486486 88.73513514] ; [15.73513514 25.26486486],0
p11,1,0.652782,0.202411,[176  67] ; [41 18],[174.60596026  68.39403974] ; [42.39403974 16.60596026],0
r3,1,0.652963,0.202185,[207  34] ; [52  7],[208.06333333  32.93666667] ; [50.93666667  8.06333333],0
a5,1,0.668915,0.182874,[166  77] ; [42 17],[167.36423841  75.63576159] ; [40.63576159 18.36423841],0
d1,1,0.747439,0.103696,[122 121] ; [31 28],[123.10927152 119.89072848] ; [29.89072848 29.10927152],0
p12,1,0.778443,0.079157,[ 14 227] ; [ 4 55],[ 14.46 226.54] ; [ 3.54 55.46],0
n3,1,0.791898,0.069615,[44 30] ; [7 4],[44.4 29.6] ; [6.6 4.4],0
a2,1,0.804752,0.061109,[ 50 193] ; [13 46],[ 50.69205298 192.30794702] ; [12.30794702 46.69205298],0
s5,1,0.872784,0.02564,[ 71 166] ; [18 40],[ 71.50169492 165.49830508] ; [17.49830508 40.50169492],0
d4,1,0.897215,0.016687,[178  65] ; [42 16],[177.60797342  65.39202658] ; [42.39202658 15.60797342],0
a4,1,0.91879,0.010395,[104 136] ; [26 33],[104.34782609 135.65217391] ; [25.65217391 33.34782609],0
p9,1,0.919367,0.010248,[187  51] ; [46 13],[186.71380471  51.28619529] ; [46.28619529 12.71380471],0
a6,1,0.929393,0.007851,[158  85] ; [38 21],[157.70860927  85.29139073] ; [38.29139073 20.70860927],0
s1,1,0.957018,0.002905,[ 12 228] ; [ 3 55],[ 12.08053691 227.91946309] ; [ 2.91946309 55.08053691],0
s3,1,0.976556,0.000864,[133 109] ; [32 26],[133.1 108.9] ; [31.9 26.1],0
