Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,33.060694,[ 3 59] ; [66 77],[20.86829268 41.13170732] ; [48.13170732 94.86829268],1
s7,1,3e-06,22.094771,[17 42] ; [93 50],[32.12871287 26.87128713] ; [77.87128713 65.12871287],1
s8,1,1.5e-05,18.746243,[14 50] ; [80 68],[28.37735849 35.62264151] ; [65.62264151 82.37735849],1
s6,1,0.000776,11.298518,[39 24] ; [120  24],[48.39130435 14.60869565] ; [110.60869565  33.39130435],1
p10,1,0.001665,9.886386,[37 25] ; [116  28],[46.04854369 15.95145631] ; [106.95145631  37.04854369],0
p9,1,0.006056,7.533691,[43 21] ; [121  23],[50.46153846 13.53846154] ; [113.53846154  30.46153846],0
s4,1,0.011677,6.359216,[ 7 57] ; [ 39 108],[13.95260664 50.04739336] ; [ 32.04739336 114.95260664],0
n2,1,0.02209,5.238661,[13  4] ; [32  1],[15.3  1.7] ; [29.7  3.3],0
d4,1,0.052961,3.745157,[32 32] ; [95 53],[38.33962264 25.66037736] ; [88.66037736 59.33962264],0
n1,1,0.110381,2.548765,[ 4 13] ; [15 17],[ 6.59183673 10.40816327] ; [12.40816327 19.59183673],0
v2,1,0.118037,2.443183,[23 37] ; [71 70],[28.05970149 31.94029851] ; [65.94029851 75.05970149],0
a8,1,0.118709,2.434275,[ 6 53] ; [ 27 114],[ 9.735 49.265] ; [ 23.265 117.735],0
n6,1,0.124856,2.355324,[45 19] ; [116  29],[49.30143541 14.69856459] ; [111.69856459  33.30143541],0
p6,1,0.130034,2.292098,[14 48] ; [48 97],[18.57004831 43.42995169] ; [ 43.42995169 101.57004831],0
b1,1,0.154843,2.023883,[21 43] ; [64 84],[25.66037736 38.33962264] ; [59.33962264 88.66037736],0
v3,1,0.165631,1.922046,[16 47] ; [51 94],[20.29326923 42.70673077] ; [46.70673077 98.29326923],0
p4,1,0.175334,1.836735,[27 36] ; [78 69],[31.5 31.5] ; [73.5 73.5],0
a3,1,0.177536,1.818127,[32 31] ; [90 58],[36.42654028 26.57345972] ; [85.57345972 62.42654028],0
p2,1,0.257009,1.284798,[55  9] ; [115  30],[52.05741627 11.94258373] ; [117.94258373  27.05741627],0
a5,1,0.26434,1.245882,[31 33] ; [84 64],[34.71698113 29.28301887] ; [80.28301887 67.71698113],0
a2,1,0.293484,1.10357,[ 2 62] ; [ 10 138],[ 3.62264151 60.37735849] ; [  8.37735849 139.62264151],0
a6,1,0.294027,1.101091,[40 24] ; [81 67],[36.52830189 27.47169811] ; [84.47169811 63.52830189],0
r2,1,0.301006,1.069732,[56  7] ; [136  10],[57.87559809  5.12440191] ; [134.12440191  11.87559809],0
d5,1,0.305479,1.050123,[31 33] ; [83 65],[34.41509434 29.58490566] ; [79.58490566 68.41509434],0
