Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.10683,2.600497,[ 5 40] ; [1 1],[ 5.74468085 39.25531915] ; [0.25531915 1.74468085],0
p8,1,0.109878,2.555982,[12 37] ; [2 1],[13.19230769 35.80769231] ; [0.80769231 2.19230769],0
d2,1,0.136349,2.218692,[13 36] ; [2 1],[14.13461538 34.86538462] ; [0.86538462 2.13461538],0
s5,1,0.223522,1.481613,[ 5 44] ; [1 2],[ 5.65384615 43.34615385] ; [0.34615385 2.65384615],0
p7,1,0.229328,1.445022,[16 33] ; [2 1],[16.96153846 32.03846154] ; [1.03846154 1.96153846],0
b5,1,0.339207,0.913425,[30 19] ; [1 2],[29.21153846 19.78846154] ; [1.78846154 1.21153846],0
a6,1,0.339207,0.913425,[19 30] ; [2 1],[19.78846154 29.21153846] ; [1.21153846 1.78846154],0
a5,1,0.420229,0.649675,[21 28] ; [2 1],[21.67307692 27.32692308] ; [1.32692308 1.67307692],0
b2,1,0.439882,0.596591,[ 7 21] ; [1 1],[ 7.46666667 20.53333333] ; [0.53333333 1.46666667],0
b3,1,0.439882,0.596591,[ 7 21] ; [1 1],[ 7.46666667 20.53333333] ; [0.53333333 1.46666667],0
v3,1,0.449748,0.571288,[ 8 41] ; [1 2],[ 8.48076923 40.51923077] ; [0.51923077 2.48076923],0
a7,1,0.506768,0.440736,[26 23] ; [1 2],[25.44230769 23.55769231] ; [1.55769231 1.44230769],0
a3,1,0.528533,0.397212,[23 25] ; [2 1],[23.52941176 24.47058824] ; [1.47058824 1.52941176],0
s2,1,0.537098,0.380945,[ 9 39] ; [1 2],[ 9.41176471 38.58823529] ; [0.58823529 2.41176471],0
d3,1,0.552003,0.353741,[25 24] ; [1 2],[24.5 24.5] ; [1.5 1.5],0
s7,1,0.597941,0.278112,[ 9 35] ; [1 2],[ 9.36170213 34.63829787] ; [0.63829787 2.36170213],0
d5,1,0.598524,0.277229,[24 25] ; [1 2],[23.55769231 25.44230769] ; [1.44230769 1.55769231],0
v4,1,0.646329,0.21056,[26 23] ; [2 1],[26.38461538 22.61538462] ; [1.61538462 1.38461538],0
n4,1,0.646329,0.21056,[26 23] ; [2 1],[26.38461538 22.61538462] ; [1.61538462 1.38461538],0
s8,1,0.731308,0.117914,[12 37] ; [1 2],[12.25 36.75] ; [0.75 2.25],0
d1,1,0.731308,0.117914,[12 37] ; [1 2],[12.25 36.75] ; [0.75 2.25],0
b1,1,0.745851,0.105051,[28 21] ; [2 1],[28.26923077 20.73076923] ; [1.73076923 1.26923077],0
p4,1,0.796513,0.066493,[13 36] ; [1 2],[13.19230769 35.80769231] ; [0.80769231 2.19230769],0
n5,1,0.79763,0.065749,[29 20] ; [2 1],[29.21153846 19.78846154] ; [1.78846154 1.21153846],0
p2,1,0.79763,0.065749,[29 20] ; [2 1],[29.21153846 19.78846154] ; [1.78846154 1.21153846],0
n3,1,0.858552,0.031762,[13 10] ; [1 1],[12.88 10.12] ; [1.12 0.88],0
v1,1,0.859726,0.031231,[14 35] ; [1 2],[14.13461538 34.86538462] ; [0.86538462 2.13461538],0
v2,1,0.88486,0.02097,[18 30] ; [1 2],[17.88235294 30.11764706] ; [1.11764706 1.88235294],0
r1,1,0.905464,0.014105,[18 31] ; [1 2],[17.90384615 31.09615385] ; [1.09615385 1.90384615],0
b4,1,0.921037,0.009826,[34 15] ; [2 1],[33.92307692 15.07692308] ; [2.07692308 0.92307692],0
d4,1,0.96165,0.002312,[32 17] ; [2 1],[32.03846154 16.96153846] ; [1.96153846 1.03846154],0
