Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1.5e-05,18.681325,[ 80 264] ; [34 36],[ 94.72463768 249.27536232] ; [19.27536232 50.72463768],1
s2,1,6.6e-05,15.931835,[157 198] ; [51 22],[172.52336449 182.47663551] ; [35.47663551 37.52336449],1
n4,1,0.000394,12.55885,[267  89] ; [41 34],[254.4037123 101.5962877] ; [53.5962877 21.4037123],1
n5,1,0.001485,10.097512,[251 103] ; [39 36],[239.3006993 114.6993007] ; [50.6993007 24.3006993],0
s6,1,0.001712,9.835686,[204 151] ; [57 17],[215.97902098 139.02097902] ; [45.02097902 28.97902098],0
s3,1,0.002401,9.214459,[184 171] ; [52 21],[195.74766355 159.25233645] ; [40.25233645 32.74766355],0
b2,1,0.006924,7.292462,[ 92 130] ; [ 7 31],[ 84.53076923 137.46923077] ; [14.46923077 23.53076923],0
b3,1,0.006924,7.292462,[ 92 130] ; [ 7 31],[ 84.53076923 137.46923077] ; [14.46923077 23.53076923],0
a8,1,0.015975,5.805605,[ 42 286] ; [ 2 68],[ 36.26130653 291.73869347] ; [ 7.73869347 62.26130653],0
d3,1,0.055746,3.659617,[223 133] ; [55 19],[230.15813953 125.84186047] ; [47.84186047 26.15813953],0
p2,1,0.069093,3.304447,[256 100] ; [46 29],[249.44779582 106.55220418] ; [52.55220418 22.44779582],0
p11,1,0.083215,3.000972,[247 111] ; [44 31],[240.59584296 117.40415704] ; [50.40415704 24.59584296],0
b1,1,0.102393,2.667873,[151 207] ; [24 51],[144.68822171 213.31177829] ; [30.31177829 44.68822171],0
v3,1,0.165322,1.924856,[121 216] ; [20 53],[115.89512195 221.10487805] ; [25.10487805 47.89512195],0
u2,1,0.212607,1.553582,[61 45] ; [ 8 11],[58.512 47.488] ; [10.488  8.512],0
p9,1,0.238258,1.390871,[263  91] ; [59 14],[266.95081967  87.04918033] ; [55.04918033 17.95081967],0
s7,1,0.246608,1.342417,[143 199] ; [35 36],[147.39951574 194.60048426] ; [30.60048426 40.39951574],0
b5,1,0.267924,1.227345,[224 134] ; [52 23],[228.19399538 129.80600462] ; [47.80600462 27.19399538],0
d2,1,0.291315,1.113536,[179 174] ; [33 42],[174.85046729 178.14953271] ; [37.14953271 37.85046729],0
a1,1,0.29509,1.096254,[ 20 338] ; [ 2 73],[ 18.18937644 339.81062356] ; [ 3.81062356 71.18937644],0
a2,1,0.298196,1.082244,[ 92 266] ; [15 60],[ 88.4665127 269.5334873] ; [18.5334873 56.4665127],0
p12,1,0.340812,0.907374,[ 19 338] ; [ 2 72],[ 17.39443155 339.60556845] ; [ 3.60556845 70.39443155],0
v1,1,0.364544,0.822179,[162 182] ; [31 44],[158.45346062 185.54653938] ; [34.54653938 40.45346062],0
r4,1,0.365707,0.818199,[311  47] ; [68  7],[313.35334873  44.64665127] ; [65.64665127  9.35334873],0
p1,1,0.366591,0.815189,[ 19 338] ; [ 6 69],[ 20.65972222 336.34027778] ; [ 4.34027778 70.65972222],0
a3,1,0.370069,0.803432,[248 109] ; [56 19],[251.22222222 105.77777778] ; [52.77777778 22.22222222],0
s8,1,0.371113,0.799935,[128 229] ; [31 44],[131.39583333 225.60416667] ; [27.60416667 47.39583333],0
a5,1,0.402734,0.700148,[240 118] ; [54 21],[243.07621247 114.92378753] ; [50.92378753 24.07621247],0
n1,1,0.456615,0.55418,[43 65] ; [ 9 19],[41.29411765 66.70588235] ; [10.70588235 17.29411765],0
p5,1,0.462228,0.540495,[ 16 336] ; [ 2 73],[ 14.83840749 337.16159251] ; [ 3.16159251 71.83840749],0
u3,1,0.468743,0.524938,[65 44] ; [13  6],[66.421875 42.578125] ; [11.578125  7.421875],0
a7,1,0.489059,0.478595,[241 116] ; [53 21],[243.52204176 113.47795824] ; [50.47795824 23.52204176],0
b4,1,0.492298,0.471499,[209 149] ; [47 28],[211.65819861 146.34180139] ; [44.34180139 30.65819861],0
n3,1,0.497377,0.460529,[78 30] ; [22  6],[79.41176471 28.58823529] ; [20.58823529  7.41176471],0
n2,1,0.541277,0.373178,[76 34] ; [21  7],[77.31884058 32.68115942] ; [19.68115942  8.31884058],0
a6,1,0.545399,0.365625,[246 111] ; [49 26],[243.78472222 113.21527778] ; [51.21527778 23.78472222],0
r3,1,0.545994,0.364542,[331  26] ; [71  4],[332.20833333  24.79166667] ; [69.79166667  5.20833333],0
p6,1,0.55184,0.354031,[ 82 272] ; [15 60],[ 80.04195804 273.95804196] ; [16.95804196 58.04195804],0
a4,1,0.554021,0.350163,[170 186] ; [33 42],[167.67517401 188.32482599] ; [35.32482599 39.67517401],0
v4,1,0.563525,0.333638,[331  26] ; [70  4],[332.15081206  24.84918794] ; [68.84918794  5.15081206],0
n6,1,0.575349,0.313814,[275  82] ; [60 15],[276.84027778  80.15972222] ; [58.15972222 16.84027778],0
d1,1,0.577995,0.309487,[194 164] ; [38 37],[191.81524249 166.18475751] ; [40.18475751 34.81524249],0
r1,1,0.600964,0.273545,[275  80] ; [56 19],[273.26744186  81.73255814] ; [57.73255814 17.26744186],0
p10,1,0.640351,0.218284,[248 105] ; [54 20],[249.66276347 103.33723653] ; [52.33723653 21.66276347],0
v2,1,0.658468,0.19539,[174 164] ; [35 37],[172.29756098 165.70243902] ; [36.70243902 35.29756098],0
d5,1,0.666753,0.185424,[283  74] ; [57 17],[281.62412993  75.37587007] ; [58.37587007 15.62412993],0
p7,1,0.721984,0.1266,[145 205] ; [29 45],[143.63207547 206.36792453] ; [30.36792453 43.63207547],0
d4,1,0.767631,0.087306,[280  75] ; [58 17],[279.04651163  75.95348837] ; [58.95348837 16.04651163],0
u1,1,0.780178,0.07789,[ 62 296] ; [14 61],[ 62.83602771 295.16397229] ; [13.16397229 61.83602771],0
p3,1,0.834415,0.043699,[124 233] ; [27 48],[124.78472222 232.21527778] ; [26.21527778 48.78472222],0
s1,1,0.84869,0.036401,[ 16 335] ; [ 3 71],[ 15.69176471 335.30823529] ; [ 3.30823529 70.69176471],0
p4,1,0.898294,0.016337,[150 206] ; [31 44],[149.50348028 206.49651972] ; [31.49651972 43.50348028],0
