Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.00028,13.197052,[38 21] ; [71  8],[46.60144928 12.39855072] ; [62.39855072 16.60144928],1
a5,1,0.000328,12.900619,[23 36] ; [55 24],[33.34782609 25.65217391] ; [44.65217391 34.34782609],1
p9,1,0.002828,8.915545,[34 23] ; [63 13],[41.57142857 15.42857143] ; [55.42857143 20.57142857],0
r1,1,0.003067,8.767174,[33 26] ; [62 16],[40.91240876 18.08759124] ; [54.08759124 23.91240876],0
v2,1,0.003787,8.383415,[15 40] ; [39 35],[23.02325581 31.97674419] ; [30.97674419 43.02325581],0
p10,1,0.004151,8.216584,[32 25] ; [61 16],[39.55970149 17.44029851] ; [53.44029851 23.55970149],0
r3,1,0.005359,7.754105,[42 17] ; [70  8],[48.23357664 10.76642336] ; [63.76642336 14.23357664],0
v1,1,0.007182,7.226776,[20 38] ; [44 32],[27.70149254 30.29850746] ; [36.29850746 39.70149254],0
a6,1,0.016251,5.775531,[30 29] ; [56 23],[36.76811594 22.23188406] ; [49.23188406 29.76811594],0
a3,1,0.016411,5.758318,[23 36] ; [46 31],[29.93382353 29.06617647] ; [39.06617647 37.93382353],0
u3,1,0.023704,5.11617,[10 26] ; [18 15],[14.60869565 21.39130435] ; [13.39130435 19.60869565],0
d5,1,0.024386,5.066959,[20 39] ; [42 37],[26.50724638 32.49275362] ; [35.49275362 43.50724638],0
p2,1,0.031192,4.642373,[38 21] ; [63 15],[43.49635036 15.50364964] ; [57.50364964 20.49635036],0
r2,1,0.043275,4.084646,[48 10] ; [74  5],[51.64963504  6.35036496] ; [70.35036496  8.64963504],0
d3,1,0.045469,4.001157,[13 46] ; [30 49],[18.38405797 40.61594203] ; [24.61594203 54.38405797],0
n6,1,0.053236,3.736487,[43 16] ; [68 11],[47.45652174 11.54347826] ; [63.54347826 15.45652174],0
d1,1,0.074734,3.175847,[ 1 58] ; [ 7 72],[ 3.42028986 55.57971014] ; [ 4.57971014 74.42028986],0
p7,1,0.078311,3.099619,[28 31] ; [47 28],[33.02238806 25.97761194] ; [41.97761194 33.02238806],0
n2,1,0.08266,3.011803,[16  8] ; [12  1],[18.16216216  5.83783784] ; [9.83783784 3.16216216],0
a2,1,0.088856,2.894974,[ 3 56] ; [11 68],[ 5.98550725 53.01449275] ; [ 8.01449275 70.98550725],0
p11,1,0.098291,2.733058,[38 21] ; [61 18],[42.32608696 16.67391304] ; [56.67391304 22.32608696],0
b5,1,0.105629,2.618435,[30 29] ; [51 28],[34.63043478 24.36956522] ; [46.36956522 32.63043478],0
p3,1,0.120492,2.410918,[22 37] ; [39 38],[26.46323529 32.53676471] ; [34.53676471 42.46323529],0
p4,1,0.139251,2.186211,[25 34] ; [43 35],[29.28467153 29.71532847] ; [38.71532847 39.28467153],0
p8,1,0.154982,2.022521,[23 36] ; [38 36],[27.06015038 31.93984962] ; [33.93984962 40.06015038],0
b1,1,0.155038,2.021967,[28 31] ; [28 51],[23.94202899 35.05797101] ; [32.05797101 46.94202899],0
s4,1,0.158823,1.985399,[14 45] ; [11 66],[10.84558824 48.15441176] ; [14.15441176 62.84558824],0
n3,1,0.184346,1.762238,[14  8] ; [11  2],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
b4,1,0.225042,1.471924,[36 23] ; [40 39],[32.49275362 26.50724638] ; [43.50724638 35.49275362],0
s1,1,0.238896,1.387095,[ 5 52] ; [ 3 74],[ 3.40298507 53.59701493] ; [ 4.59701493 72.40298507],0
p12,1,0.270639,1.213508,[ 6 53] ; [ 4 73],[ 4.33823529 54.66176471] ; [ 5.66176471 71.33823529],0
v3,1,0.294353,1.099604,[18 38] ; [32 46],[20.89552239 35.10447761] ; [29.10447761 48.89552239],0
v4,1,0.324485,0.970781,[48  9] ; [71  8],[49.875  7.125] ; [69.125  9.875],0
s2,1,0.36036,0.836637,[17 41] ; [28 48],[19.47761194 38.52238806] ; [25.52238806 50.47761194],0
n5,1,0.364547,0.82217,[50  9] ; [71  8],[51.73188406  7.26811594] ; [69.26811594  9.73188406],0
a4,1,0.394013,0.726523,[14 44] ; [24 54],[16.20588235 41.79411765] ; [21.79411765 56.20588235],0
p6,1,0.412774,0.670798,[16 42] ; [26 50],[18.17910448 39.82089552] ; [23.82089552 52.17910448],0
u1,1,0.427179,0.630481,[ 3 56] ; [ 2 77],[ 2.13768116 56.86231884] ; [ 2.86231884 76.13768116],0
s7,1,0.475022,0.51027,[24 32] ; [26 45],[22.04724409 33.95275591] ; [27.95275591 43.04724409],0
p1,1,0.488365,0.480127,[ 8 51] ; [14 64],[ 9.47445255 49.52554745] ; [12.52554745 65.47445255],0
d2,1,0.528447,0.397377,[17 42] ; [19 60],[15.39130435 43.60869565] ; [20.60869565 58.39130435],0
s3,1,0.598084,0.277895,[27 30] ; [39 36],[28.5 28.5] ; [37.5 37.5],0
s6,1,0.62285,0.241882,[31 26] ; [44 31],[32.38636364 24.61363636] ; [42.61363636 32.38636364],0
a1,1,0.63343,0.227439,[ 2 57] ; [ 4 75],[ 2.56521739 56.43478261] ; [ 3.43478261 75.56521739],0
u2,1,0.652084,0.203283,[15 21] ; [12 21],[14.08695652 21.91304348] ; [12.91304348 20.08695652],0
b3,1,0.686204,0.163225,[13 29] ; [13 35],[12.13333333 29.86666667] ; [13.86666667 34.13333333],0
b2,1,0.686204,0.163225,[13 29] ; [13 35],[12.13333333 29.86666667] ; [13.86666667 34.13333333],0
a8,1,0.721503,0.127057,[ 7 46] ; [ 8 64],[ 6.36 46.64] ; [ 8.64 63.36],0
