Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.05525,3.674534,[ 6 17] ; [18 17],[ 9.51724138 13.48275862] ; [14.48275862 20.51724138],0
v4,1,0.055359,3.671235,[ 9 15] ; [22 13],[12.61016949 11.38983051] ; [18.38983051 16.61016949],0
d2,1,0.112599,2.517361,[ 7 17] ; [17 17],[ 9.93103448 14.06896552] ; [14.06896552 19.93103448],0
n1,1,0.125778,2.343851,[3 9] ; [11 10],[5.09090909 6.90909091] ; [ 8.90909091 12.09090909],0
a5,1,0.165957,1.919086,[10 14] ; [21 14],[12.61016949 11.38983051] ; [18.38983051 16.61016949],0
p9,1,0.179347,1.80303,[ 7 15] ; [17 17],[ 9.42857143 12.57142857] ; [14.57142857 19.42857143],0
p7,1,0.186306,1.746589,[10 14] ; [ 8 24],[ 7.71428571 16.28571429] ; [10.28571429 21.71428571],0
a1,1,0.22082,1.499037,[ 2 22] ; [ 7 28],[ 3.66101695 20.33898305] ; [ 5.33898305 29.66101695],0
p4,1,0.222483,1.48828,[ 9 15] ; [ 8 27],[ 6.91525424 17.08474576] ; [10.08474576 24.91525424],0
a3,1,0.258152,1.278642,[11 12] ; [22 13],[13.0862069  9.9137931] ; [19.9137931 15.0862069],0
s6,1,0.27369,1.198159,[ 7 17] ; [ 6 29],[ 5.28813559 18.71186441] ; [ 7.71186441 27.28813559],0
d5,1,0.283297,1.151206,[11 13] ; [21 14],[13.01694915 10.98305085] ; [18.98305085 16.01694915],0
b1,1,0.285409,1.141153,[17  7] ; [20 15],[15.05084746  8.94915254] ; [21.94915254 13.05084746],0
v2,1,0.288735,1.125511,[ 5 18] ; [ 4 31],[ 3.56896552 19.43103448] ; [ 5.43103448 29.56896552],0
d4,1,0.291467,1.112835,[15  9] ; [17 18],[13.01694915 10.98305085] ; [18.98305085 16.01694915],0
b4,1,0.291467,1.112835,[15  9] ; [17 18],[13.01694915 10.98305085] ; [18.98305085 16.01694915],0
n4,1,0.326223,0.963832,[12 12] ; [22 13],[13.83050847 10.16949153] ; [20.16949153 14.83050847],0
s5,1,0.344867,0.892255,[ 4 20] ; [ 3 32],[ 2.84745763 21.15254237] ; [ 4.15254237 30.84745763],0
b5,1,0.392787,0.730298,[13 11] ; [15 20],[11.38983051 12.61016949] ; [16.61016949 18.38983051],0
u3,1,0.395416,0.722222,[ 3 10] ; [5 8],[4. 9.] ; [4. 9.],0
u2,1,0.420113,0.65,[6 7] ; [4 9],[5. 8.] ; [5. 8.],0
n3,1,0.424427,0.638024,[4 8] ; [10 11],[5.09090909 6.90909091] ; [ 8.90909091 12.09090909],0
b2,1,0.440059,0.596128,[ 5 11] ; [10 13],[6.15384615 9.84615385] ; [ 8.84615385 14.15384615],0
b3,1,0.440059,0.596128,[ 5 11] ; [10 13],[6.15384615 9.84615385] ; [ 8.84615385 14.15384615],0
v1,1,0.44669,0.579036,[ 6 18] ; [12 23],[ 7.3220339 16.6779661] ; [10.6779661 24.3220339],0
p8,1,0.457146,0.552874,[ 4 19] ; [ 9 26],[ 5.15517241 17.84482759] ; [ 7.84482759 27.15517241],0
s4,1,0.510222,0.433613,[ 5 19] ; [ 5 30],[ 4.06779661 19.93220339] ; [ 5.93220339 29.06779661],0
s3,1,0.518681,0.416514,[ 5 18] ; [10 24],[ 6.05263158 16.94736842] ; [ 8.94736842 25.05263158],0
a6,1,0.523508,0.406977,[13 11] ; [16 19],[11.79661017 12.20338983] ; [17.20338983 17.79661017],0
n2,1,0.553564,0.350972,[5 7] ; [11 10],[5.81818182 6.18181818] ; [10.18181818 10.81818182],0
v3,1,0.561715,0.336744,[ 4 20] ; [ 8 27],[ 4.88135593 19.11864407] ; [ 7.11864407 27.88135593],0
d1,1,0.592243,0.286855,[ 6 18] ; [11 24],[ 6.91525424 17.08474576] ; [10.08474576 24.91525424],0
p11,1,0.679329,0.170882,[ 7 17] ; [12 23],[ 7.72881356 16.27118644] ; [11.27118644 23.72881356],0
a7,1,0.680713,0.169324,[ 9 15] ; [15 20],[ 9.76271186 14.23728814] ; [14.23728814 20.76271186],0
n5,1,0.696368,0.152278,[16  8] ; [25 10],[16.6779661  7.3220339] ; [24.3220339 10.6779661],0
s1,1,0.699194,0.149311,[ 2 22] ; [ 4 31],[ 2.44067797 21.55932203] ; [ 3.55932203 31.44067797],0
s8,1,0.699194,0.149311,[ 2 22] ; [ 4 31],[ 2.44067797 21.55932203] ; [ 3.55932203 31.44067797],0
p5,1,0.711076,0.137205,[ 2 21] ; [ 4 30],[ 2.42105263 20.57894737] ; [ 3.57894737 30.42105263],0
n6,1,0.724301,0.124409,[11 13] ; [14 20],[10.34482759 13.65517241] ; [14.65517241 19.34482759],0
p2,1,0.724301,0.124409,[11 13] ; [14 20],[10.34482759 13.65517241] ; [14.65517241 19.34482759],0
u1,1,0.784822,0.074551,[ 1 23] ; [ 1 34],[ 0.81355932 23.18644068] ; [ 1.18644068 33.81355932],0
s2,1,0.80269,0.062434,[ 4 20] ; [ 5 30],[ 3.66101695 20.33898305] ; [ 5.33898305 29.66101695],0
d3,1,0.83609,0.042806,[11 13] ; [17 18],[11.38983051 12.61016949] ; [16.61016949 18.38983051],0
p1,1,0.843976,0.038734,[ 3 21] ; [ 5 30],[ 3.25423729 20.74576271] ; [ 4.74576271 30.25423729],0
p6,1,0.853478,0.034108,[ 3 20] ; [ 4 31],[ 2.77586207 20.22413793] ; [ 4.22413793 30.77586207],0
r1,1,0.877755,0.023659,[ 8 16] ; [11 24],[ 7.72881356 16.27118644] ; [11.27118644 23.72881356],0
p3,1,0.897435,0.016616,[ 6 18] ; [ 8 26],[ 5.79310345 18.20689655] ; [ 8.20689655 25.79310345],0
