Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.4e-05,17.873585,[10 71] ; [35 49],[22.09090909 58.90909091] ; [22.90909091 61.09090909],1
d5,1,0.000244,13.454835,[52 30] ; [77 11],[62.22352941 19.77647059] ; [66.77647059 21.22352941],1
r2,1,0.002055,9.499891,[71 11] ; [85  1],[76.14285714  5.85714286] ; [79.85714286  6.14285714],0
r1,1,0.005733,7.632301,[52 31] ; [71 16],[60.05294118 22.94705882] ; [62.94705882 24.05294118],0
a3,1,0.005888,7.584215,[45 37] ; [66 22],[53.54117647 28.45882353] ; [57.45882353 30.54117647],0
r3,1,0.006858,7.30974,[74  9] ; [87  1],[78.14619883  4.85380117] ; [82.85380117  5.14619883],0
d1,1,0.007901,7.055761,[36 47] ; [56 32],[44.65497076 38.34502924] ; [47.34502924 40.65497076],0
a6,1,0.018575,5.541078,[45 38] ; [63 25],[52.42105263 30.57894737] ; [55.57894737 32.42105263],0
v1,1,0.022259,5.225436,[25 56] ; [41 44],[32.20481928 48.79518072] ; [33.79518072 51.20481928],0
a5,1,0.058756,3.572144,[49 34] ; [64 24],[54.84795322 28.15204678] ; [58.15204678 29.84795322],0
u1,1,0.062448,3.471148,[ 5 78] ; [13 75],[ 8.73684211 74.26315789] ; [ 9.26315789 78.73684211],0
p12,1,0.062757,3.462973,[ 2 81] ; [ 8 80],[ 4.85380117 78.14619883] ; [ 5.14619883 82.85380117],0
d2,1,0.083567,2.994134,[27 56] ; [40 48],[32.52046784 50.47953216] ; [34.47953216 53.52046784],0
d3,1,0.094157,2.801826,[56 26] ; [70 18],[60.77647059 21.22352941] ; [65.22352941 22.77647059],0
d4,1,0.109617,2.559729,[65 18] ; [77 11],[68.92397661 14.07602339] ; [73.07602339 14.92397661],0
r4,1,0.139924,2.178793,[68 15] ; [79  9],[71.35087719 11.64912281] ; [75.64912281 12.35087719],0
n2,1,0.215613,1.533333,[13 10] ; [17  6],[15.  8.] ; [15.  8.],0
a2,1,0.243231,1.361768,[ 9 74] ; [15 73],[11.64912281 71.35087719] ; [12.35087719 75.64912281],0
a4,1,0.249115,1.32826,[26 57] ; [35 53],[29.60818713 53.39181287] ; [31.39181287 56.60818713],0
s3,1,0.278284,1.17545,[37 45] ; [46 40],[40.51190476 41.48809524] ; [42.48809524 43.51190476],0
n6,1,0.300837,1.070481,[54 29] ; [63 24],[57.12352941 25.87647059] ; [59.87647059 27.12352941],0
p8,1,0.325335,0.967378,[41 42] ; [36 50],[37.81656805 45.18343195] ; [39.18343195 46.81656805],0
a8,1,0.345994,0.888097,[ 8 68] ; [ 5 74],[ 6.37419355 69.62580645] ; [ 6.62580645 72.37419355],0
n4,1,0.354319,0.857929,[31 52] ; [39 49],[33.97660819 49.02339181] ; [36.02339181 51.97660819],0
s4,1,0.450827,0.568573,[15 68] ; [20 68],[16.98830409 66.01169591] ; [18.01169591 69.98830409],0
b1,1,0.452618,0.564087,[27 56] ; [24 64],[24.75438596 58.24561404] ; [26.24561404 61.75438596],0
n3,1,0.50187,0.45098,[16  7] ; [18  5],[17.  6.] ; [17.  6.],0
s7,1,0.51069,0.432653,[27 53] ; [34 54],[29.04761905 50.95238095] ; [31.95238095 56.04761905],0
b4,1,0.532991,0.388685,[48 35] ; [55 33],[49.99415205 33.00584795] ; [53.00584795 34.99415205],0
a7,1,0.538236,0.378819,[62 20] ; [70 18],[63.67058824 18.32941176] ; [68.32941176 19.67058824],0
u2,1,0.564666,0.331689,[23 14] ; [12 10],[21.94915254 15.05084746] ; [13.05084746  8.94915254],0
u3,1,0.564666,0.331689,[23 14] ; [12 10],[21.94915254 15.05084746] ; [13.05084746  8.94915254],0
p11,1,0.566151,0.329166,[61 22] ; [68 20],[62.61403509 20.38596491] ; [66.38596491 21.61403509],0
s8,1,0.625204,0.238621,[30 53] ; [35 53],[31.5497076 51.4502924] ; [33.4502924 54.5497076],0
p6,1,0.626319,0.237085,[22 59] ; [26 59],[23.42168675 57.57831325] ; [24.57831325 60.42168675],0
s6,1,0.638941,0.22013,[48 34] ; [54 33],[49.49112426 32.50887574] ; [52.50887574 34.49112426],0
s1,1,0.641831,0.216355,[ 4 79] ; [ 3 85],[ 3.39766082 79.60233918] ; [ 3.60233918 84.39766082],0
p10,1,0.661957,0.191155,[69 13] ; [71 16],[67.92899408 14.07100592] ; [72.07100592 14.92899408],0
v4,1,0.679244,0.170978,[76  6] ; [82  5],[76.66272189  5.33727811] ; [81.33727811  5.66272189],0
n1,1,0.729599,0.119481,[ 6 17] ; [ 5 18],[ 5.5 17.5] ; [ 5.5 17.5],0
s5,1,0.780037,0.077992,[27 52] ; [26 55],[26.16875 52.83125] ; [26.83125 54.16875],0
p5,1,0.848646,0.036422,[ 5 77] ; [ 6 82],[ 5.30588235 76.69411765] ; [ 5.69411765 82.30588235],0
p2,1,0.849724,0.035899,[68 14] ; [72 16],[67.52941176 14.47058824] ; [72.47058824 15.52941176],0
p3,1,0.873924,0.025178,[34 49] ; [35 53],[33.49122807 49.50877193] ; [35.50877193 52.49122807],0
b5,1,0.893753,0.017838,[52 31] ; [56 32],[52.42105263 30.57894737] ; [55.57894737 32.42105263],0
p1,1,0.907936,0.013373,[ 7 75] ; [ 7 80],[ 6.79289941 75.20710059] ; [ 7.20710059 79.79289941],0
a1,1,0.92405,0.009088,[ 5 78] ; [ 5 83],[ 4.85380117 78.14619883] ; [ 5.14619883 82.85380117],0
s2,1,0.924557,0.008967,[36 46] ; [38 50],[35.69411765 46.30588235] ; [38.30588235 49.69411765],0
b2,1,0.940452,0.00558,[15 31] ; [16 32],[15.17021277 30.82978723] ; [15.82978723 32.17021277],0
b3,1,0.940452,0.00558,[15 31] ; [16 32],[15.17021277 30.82978723] ; [15.82978723 32.17021277],0
p4,1,0.968054,0.001604,[36 47] ; [38 49],[36.12941176 46.87058824] ; [37.87058824 49.12941176],0
p7,1,0.997006,1.4e-05,[46 34] ; [50 37],[45.98802395 34.01197605] ; [50.01197605 36.98802395],0
