Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.061883,3.486189,[4 7] ; [9 3],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
s2,1,0.109504,2.561364,[2 9] ; [6 6],[3.82608696 7.17391304] ; [4.17391304 7.82608696],0
s6,1,0.133918,2.246483,[6 5] ; [10  2],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
p3,1,0.146976,2.103355,[5 6] ; [9 3],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
p7,1,0.200825,1.636364,[7 4] ; [4 7],[5.5 5.5] ; [5.5 5.5],0
v3,1,0.224839,1.473214,[5 5] ; [3 9],[3.63636364 6.36363636] ; [4.36363636 7.63636364],0
n6,1,0.231289,1.432915,[8 3] ; [11  1],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
n4,1,0.231289,1.432915,[8 3] ; [11  1],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
n5,1,0.231289,1.432915,[8 3] ; [11  1],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
p11,1,0.28255,1.154783,[7 4] ; [10  2],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
d5,1,0.28255,1.154783,[7 4] ; [10  2],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
a3,1,0.28255,1.154783,[7 4] ; [10  2],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
d2,1,0.303552,1.058523,[6 5] ; [9 3],[7.17391304 3.82608696] ; [7.82608696 4.17391304],0
a5,1,0.303552,1.058523,[6 5] ; [9 3],[7.17391304 3.82608696] ; [7.82608696 4.17391304],0
s8,1,0.303552,1.058523,[5 6] ; [3 9],[3.82608696 7.17391304] ; [4.17391304 7.82608696],0
d1,1,0.305319,1.050816,[5 6] ; [8 4],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
a8,1,0.465693,0.532176,[2 7] ; [1 9],[1.42105263 7.57894737] ; [1.57894737 8.42105263],0
v4,1,0.483578,0.490783,[9 2] ; [11  1],[9.56521739 1.43478261] ; [10.43478261  1.56521739],0
u1,1,0.483578,0.490783,[2 9] ; [ 1 11],[1.43478261 9.56521739] ; [ 1.56521739 10.43478261],0
p10,1,0.534428,0.385965,[10  1] ; [9 2],[9.5 1.5] ; [9.5 1.5],0
d4,1,0.537892,0.379461,[8 3] ; [10  2],[8.60869565 2.39130435] ; [9.39130435 2.60869565],0
v1,1,0.551848,0.354016,[6 5] ; [8 4],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
a6,1,0.55409,0.350041,[7 4] ; [9 3],[7.65217391 3.34782609] ; [8.34782609 3.65217391],0
p9,1,0.589962,0.290404,[10  1] ; [10  2],[9.56521739 1.43478261] ; [10.43478261  1.56521739],0
p4,1,0.61093,0.258824,[9 2] ; [8 3],[8.5 2.5] ; [8.5 2.5],0
b2,1,0.639207,0.21978,[3 7] ; [4 6],[3.5 6.5] ; [3.5 6.5],0
b3,1,0.639207,0.21978,[3 7] ; [4 6],[3.5 6.5] ; [3.5 6.5],0
s7,1,0.669815,0.181818,[5 6] ; [6 5],[5.5 5.5] ; [5.5 5.5],0
r1,1,0.692103,0.156818,[9 2] ; [9 3],[8.60869565 2.39130435] ; [9.39130435 2.60869565],0
p2,1,0.780512,0.077647,[8 2] ; [9 3],[7.72727273 2.27272727] ; [9.27272727 2.72727273],0
b5,1,0.794625,0.067761,[7 4] ; [7 5],[6.69565217 4.30434783] ; [7.30434783 4.69565217],0
s3,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
b1,1,0.827435,0.047521,[6 5] ; [6 6],[5.73913043 5.26086957] ; [6.26086957 5.73913043],0
p6,1,0.840039,0.040741,[2 8] ; [ 2 10],[1.81818182 8.18181818] ; [2.18181818 9.81818182],0
a7,1,0.854757,0.033508,[6 5] ; [7 5],[6.2173913 4.7826087] ; [6.7826087 5.2173913],0
a4,1,0.878854,0.023232,[4 7] ; [4 8],[3.82608696 7.17391304] ; [4.17391304 7.82608696],0
r4,1,0.923708,0.009171,[9 2] ; [10  2],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
r2,1,0.923708,0.009171,[9 2] ; [10  2],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
p1,1,0.923708,0.009171,[2 9] ; [ 2 10],[1.91304348 9.08695652] ; [2.08695652 9.91304348],0
d3,1,0.923708,0.009171,[9 2] ; [10  2],[9.08695652 1.91304348] ; [9.91304348 2.08695652],0
s1,1,0.948644,0.004149,[ 1 10] ; [ 1 11],[ 0.95652174 10.04347826] ; [ 1.04347826 10.95652174],0
r3,1,0.948644,0.004149,[10  1] ; [11  1],[10.04347826  0.95652174] ; [10.95652174  1.04347826],0
a2,1,0.948644,0.004149,[ 1 10] ; [ 1 11],[ 0.95652174 10.04347826] ; [ 1.04347826 10.95652174],0
v2,1,1.0,0.0,[5 5] ; [6 6],[5. 5.] ; [6. 6.],0
