Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.00023,13.570278,[46 13] ; [2 8],[41.04347826 17.95652174] ; [6.95652174 3.04347826],1
a7,1,0.001846,9.696573,[42 17] ; [2 8],[37.62318841 21.37681159] ; [6.37681159 3.62318841],0
u2,1,0.029225,4.754286,[18  3] ; [2 3],[16.15384615  4.84615385] ; [3.84615385 1.15384615],0
r4,1,0.029813,4.720029,[48 11] ; [5 5],[45.31884058 13.68115942] ; [7.68115942 2.31884058],0
d5,1,0.062554,3.468345,[46 13] ; [5 5],[43.60869565 15.39130435] ; [7.39130435 2.60869565],0
d2,1,0.075168,3.166398,[23 36] ; [1 9],[20.52173913 38.47826087] ; [3.47826087 6.52173913],0
u3,1,0.089609,2.881385,[19  2] ; [3 2],[17.76923077  3.23076923] ; [4.23076923 0.76923077],0
r1,1,0.092321,2.833438,[44 14] ; [5 5],[41.79411765 16.20588235] ; [7.20588235 2.79411765],0
s5,1,0.114496,2.491044,[19 35] ; [1 9],[16.875 37.125] ; [3.125 6.875],0
p4,1,0.141301,2.163738,[26 32] ; [7 3],[28.14705882 29.85294118] ; [4.85294118 5.14705882],0
v3,1,0.146071,2.112804,[18 37] ; [1 9],[16.07692308 38.92307692] ; [2.92307692 7.07692308],0
b5,1,0.17622,1.829215,[37 22] ; [4 6],[35.05797101 23.94202899] ; [5.94202899 4.05797101],0
p7,1,0.20405,1.613149,[26 28] ; [7 3],[27.84375 26.15625] ; [5.15625 4.84375],0
b1,1,0.22232,1.48933,[29 30] ; [7 3],[30.7826087 28.2173913] ; [5.2173913 4.7826087],0
p9,1,0.326558,0.9625,[42 14] ; [6 4],[40.72727273 15.27272727] ; [7.27272727 2.72727273],0
r3,1,0.351458,0.868187,[56  2] ; [9 1],[55.44117647  2.55882353] ; [9.55882353 0.44117647],0
n4,1,0.352476,0.864524,[27 32] ; [3 7],[25.65217391 33.34782609] ; [4.34782609 5.65217391],0
s7,1,0.365218,0.819869,[30 24] ; [4 6],[28.6875 25.3125] ; [5.3125 4.6875],0
s3,1,0.369251,0.806182,[53  6] ; [8 2],[52.15942029  6.84057971] ; [8.84057971 1.15942029],0
v2,1,0.392722,0.730497,[29 24] ; [4 6],[27.76190476 25.23809524] ; [5.23809524 4.76190476],0
n5,1,0.400557,0.706653,[24 35] ; [5 4],[25.16176471 33.83823529] ; [3.83823529 5.16176471],0
v1,1,0.428943,0.625683,[30 26] ; [4 6],[28.84848485 27.15151515] ; [5.15151515 4.84848485],0
a3,1,0.446271,0.580105,[37 22] ; [5 5],[35.91304348 23.08695652] ; [6.08695652 3.91304348],0
a5,1,0.446271,0.580105,[37 22] ; [5 5],[35.91304348 23.08695652] ; [6.08695652 3.91304348],0
a4,1,0.498219,0.458727,[18 41] ; [2 8],[17.10144928 41.89855072] ; [2.89855072 7.10144928],0
p1,1,0.538522,0.378286,[ 3 56] ; [1 9],[ 3.42028986 55.57971014] ; [0.57971014 9.42028986],0
n3,1,0.612274,0.256877,[13  6] ; [4 1],[13.45833333  5.54166667] ; [3.54166667 1.45833333],0
v4,1,0.64283,0.21506,[55  4] ; [8 1],[54.66176471  4.33823529] ; [8.33823529 0.66176471],0
r2,1,0.654402,0.200396,[54  4] ; [8 1],[53.67164179  4.32835821] ; [8.32835821 0.67164179],0
a6,1,0.657495,0.196581,[37 22] ; [7 3],[37.62318841 21.37681159] ; [6.37681159 3.62318841],0
s8,1,0.661897,0.191228,[28 31] ; [4 6],[27.36231884 31.63768116] ; [4.63768116 5.36231884],0
b4,1,0.734783,0.114765,[32 27] ; [6 4],[32.49275362 26.50724638] ; [5.50724638 4.49275362],0
a2,1,0.757288,0.095508,[ 8 51] ; [1 9],[ 7.69565217 51.30434783] ; [1.30434783 8.69565217],0
s6,1,0.784143,0.075034,[43 15] ; [7 3],[42.64705882 15.35294118] ; [7.35294118 2.64705882],0
p8,1,0.79524,0.067347,[20 36] ; [4 6],[20.36363636 35.63636364] ; [3.63636364 6.36363636],0
n2,1,0.82215,0.050526,[16  3] ; [4 1],[15.83333333  3.16666667] ; [4.16666667 0.83333333],0
p10,1,0.926773,0.008447,[40 16] ; [7 3],[39.87878788 16.12121212] ; [7.12121212 2.87878788],0
p3,1,0.934766,0.0067,[24 34] ; [4 6],[23.88235294 34.11764706] ; [4.11764706 5.88235294],0
s4,1,0.939046,0.005847,[17 42] ; [3 7],[17.10144928 41.89855072] ; [2.89855072 7.10144928],0
p2,1,0.947861,0.004276,[40 18] ; [7 3],[40.08823529 17.91176471] ; [6.91176471 3.08823529],0
p11,1,0.967796,0.00163,[35 24] ; [6 4],[35.05797101 23.94202899] ; [5.94202899 4.05797101],0
p6,1,0.98194,0.000512,[17 39] ; [3 7],[16.96969697 39.03030303] ; [3.03030303 6.96969697],0
a8,1,0.985638,0.000324,[ 6 49] ; [1 8],[ 6.015625 48.984375] ; [0.984375 8.015625],0
