Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3.8e-05,16.993734,[20 21] ; [62 11],[29.49122807 11.50877193] ; [52.50877193 20.49122807],1
p8,1,0.001249,10.415726,[10 32] ; [40 33],[18.26086957 23.73913043] ; [31.73913043 41.26086957],0
p9,1,0.003138,8.725691,[25 15] ; [64 10],[31.22807018  8.77192982] ; [57.77192982 16.22807018],0
p7,1,0.024214,5.079235,[20 23] ; [45 21],[25.64220183 17.35779817] ; [39.35779817 26.64220183],0
p2,1,0.039192,4.252536,[28 16] ; [59 14],[32.71794872 11.28205128] ; [54.28205128 18.71794872],0
s8,1,0.049717,3.850961,[15 29] ; [39 35],[20.13559322 23.86440678] ; [33.86440678 40.13559322],0
p6,1,0.056515,3.636813,[ 6 36] ; [22 51],[10.22608696 31.77391304] ; [17.77391304 55.22608696],0
b1,1,0.07123,3.254448,[19 25] ; [20 54],[14.54237288 29.45762712] ; [24.45762712 49.54237288],0
n6,1,0.100586,2.696225,[21 22] ; [47 26],[25.20689655 17.79310345] ; [42.79310345 30.20689655],0
s5,1,0.104484,2.635725,[13 29] ; [33 38],[17.09734513 24.90265487] ; [28.90265487 42.09734513],0
p1,1,0.116279,2.466744,[ 6 37] ; [ 4 69],[ 3.70689655 39.29310345] ; [ 6.29310345 66.70689655],0
a3,1,0.144957,2.12453,[22 21] ; [48 26],[25.72649573 17.27350427] ; [44.27350427 29.72649573],0
s6,1,0.161403,1.961031,[30 13] ; [60 14],[33.07692308  9.92307692] ; [56.92307692 17.07692308],0
d3,1,0.184314,1.762492,[25 19] ; [51 23],[28.33898305 15.66101695] ; [47.66101695 26.33898305],0
s7,1,0.188239,1.731351,[14 26] ; [34 37],[17.2972973 22.7027027] ; [30.7027027 40.2972973],0
v2,1,0.226667,1.461654,[16 22] ; [38 32],[19. 19.] ; [35. 35.],0
n1,1,0.231647,1.43072,[ 5 16] ; [ 9 13],[ 6.8372093 14.1627907] ; [ 7.1627907 14.8372093],0
d2,1,0.251648,1.314129,[22 22] ; [29 45],[19.01694915 24.98305085] ; [31.98305085 42.01694915],0
a5,1,0.251648,1.314129,[22 22] ; [45 29],[24.98305085 19.01694915] ; [42.01694915 31.98305085],0
p3,1,0.26486,1.243178,[13 30] ; [30 44],[15.8034188 27.1965812] ; [27.1965812 46.8034188],0
n5,1,0.266146,1.236503,[13 31] ; [29 44],[15.79487179 28.20512821] ; [26.20512821 46.79487179],0
s1,1,0.270455,1.214438,[ 3 40] ; [ 2 72],[ 1.83760684 41.16239316] ; [ 3.16239316 70.83760684],0
r3,1,0.270455,1.214438,[40  3] ; [72  2],[41.16239316  1.83760684] ; [70.83760684  3.16239316],0
a1,1,0.283183,1.151751,[ 3 41] ; [ 2 72],[ 1.86440678 42.13559322] ; [ 3.13559322 70.86440678],0
s2,1,0.291094,1.114555,[30 14] ; [57 17],[32.44067797 11.55932203] ; [54.55932203 19.44067797],0
b5,1,0.308381,1.037595,[28 16] ; [40 34],[25.3559322 18.6440678] ; [42.6440678 31.3559322],0
n2,1,0.388395,0.743961,[14  7] ; [18  5],[15.27272727  5.72727273] ; [16.72727273  6.27272727],0
p12,1,0.427138,0.630594,[ 1 42] ; [ 4 70],[ 1.83760684 41.16239316] ; [ 3.16239316 70.83760684],0
b4,1,0.470833,0.52002,[25 19] ; [47 27],[26.84745763 17.15254237] ; [45.15254237 28.84745763],0
r1,1,0.500152,0.454614,[30 14] ; [54 19],[31.58974359 12.41025641] ; [52.41025641 20.58974359],0
s4,1,0.555255,0.347987,[16 28] ; [23 51],[14.54237288 29.45762712] ; [24.45762712 49.54237288],0
a6,1,0.555255,0.347987,[28 16] ; [51 23],[29.45762712 14.54237288] ; [49.54237288 24.45762712],0
r4,1,0.560513,0.338817,[35  9] ; [62 12],[36.16949153  7.83050847] ; [60.83050847 13.16949153],0
p4,1,0.583501,0.30061,[20 24] ; [37 36],[21.43589744 22.56410256] ; [35.56410256 37.43589744],0
a4,1,0.594461,0.283432,[17 27] ; [25 49],[15.66101695 28.33898305] ; [26.33898305 47.66101695],0
v3,1,0.600793,0.273801,[10 31] ; [20 49],[11.18181818 29.81818182] ; [18.81818182 50.18181818],0
