Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.22101,[58 63] ; [53  9],[73.39344262 47.60655738] ; [37.60655738 24.39344262],1
b3,1,0.278921,1.172341,[38 42] ; [27 20],[40.94488189 39.05511811] ; [24.05511811 22.94488189],0
b4,1,0.295889,1.092632,[67 55] ; [29 33],[63.65217391 58.34782609] ; [32.34782609 29.65217391],0
u1,1,0.324241,0.971761,[  7 115] ; [ 6 56],[  8.61956522 113.38043478] ; [ 4.38043478 57.61956522],0
p12,1,0.363392,0.826136,[  6 116] ; [ 5 55],[  7.37362637 114.62637363] ; [ 3.62637363 56.37362637],0
u3,1,0.396377,0.719289,[ 7 15] ; [6 7],[ 8.17142857 13.82857143] ; [4.82857143 8.17142857],0
a2,1,0.496972,0.461398,[ 16 106] ; [ 6 56],[ 14.58695652 107.41304348] ; [ 7.41304348 54.58695652],0
a8,1,0.527493,0.399219,[ 12 104] ; [ 8 51],[ 13.25714286 102.74285714] ; [ 6.74285714 52.25714286],0
n2,1,0.536564,0.381944,[30 10] ; [10  5],[29.09090909 10.90909091] ; [10.90909091  4.09090909],0
v1,1,0.562629,0.335173,[60 59] ; [33 27],[61.82681564 57.17318436] ; [31.17318436 28.82681564],0
v4,1,0.564586,0.331825,[108  13] ; [57  5],[109.09836066  11.90163934] ; [55.90163934  6.09836066],0
a3,1,0.631606,0.229889,[100  22] ; [49 13],[98.79347826 23.20652174] ; [50.20652174 11.79347826],0
n3,1,0.718094,0.130326,[28 10] ; [11  3],[28.5  9.5] ; [10.5  3.5],0
r1,1,0.76261,0.091237,[92 30] ; [48 14],[92.82608696 29.17391304] ; [47.17391304 14.82608696],0
n1,1,0.838502,0.041538,[17 22] ; [7 8],[17.33333333 21.66666667] ; [6.66666667 8.33333333],0
u2,1,0.933708,0.006919,[10 11] ; [6 7],[ 9.88235294 11.11764706] ; [6.11764706 6.88235294],0
v2,1,0.964095,0.002026,[58 61] ; [30 32],[57.85635359 61.14364641] ; [30.14364641 31.85635359],0
b5,1,0.986291,0.000295,[51 71] ; [26 36],[51.05434783 70.94565217] ; [25.94565217 36.05434783],0
b1,1,0.997293,1.2e-05,[59 63] ; [30 32],[59.01086957 62.98913043] ; [29.98913043 32.01086957],0
