Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,26.815063,[50 28] ; [ 9 42],[35.6744186 42.3255814] ; [23.3255814 27.6744186],1
s8,1,2e-06,22.269734,[43 35] ; [ 7 44],[30.23255814 47.76744186] ; [19.76744186 31.23255814],1
s7,1,1.8e-05,18.364452,[44 31] ; [ 9 38],[32.58196721 42.41803279] ; [20.41803279 26.58196721],1
s3,1,5.8e-05,16.16416,[50 26] ; [15 36],[38.8976378 37.1023622] ; [26.1023622 24.8976378],1
v1,1,0.000141,14.484176,[41 36] ; [10 41],[30.6796875 46.3203125] ; [20.3203125 30.6796875],1
n6,1,0.00019,13.924768,[65 13] ; [27 24],[55.62790698 22.37209302] ; [36.37209302 14.62790698],1
r4,1,0.000237,13.512762,[76  3] ; [38 13],[69.27692308  9.72307692] ; [44.72307692  6.27692308],1
p6,1,0.000329,12.900112,[23 55] ; [ 2 49],[15.11627907 62.88372093] ; [ 9.88372093 41.11627907],1
s5,1,0.000463,12.260849,[30 46] ; [ 5 43],[21.4516129 54.5483871] ; [13.5483871 34.4516129],1
u1,1,0.002328,9.271329,[19 60] ; [ 2 49],[12.76153846 66.23846154] ; [ 8.23846154 42.76153846],0
p9,1,0.003279,8.645297,[56 23] ; [23 28],[48.00769231 30.99230769] ; [30.99230769 20.00769231],0
v3,1,0.007532,7.141449,[37 37] ; [12 35],[29.96694215 44.03305785] ; [19.03305785 27.96694215],0
r3,1,0.009811,6.668958,[74  5] ; [40 11],[69.27692308  9.72307692] ; [44.72307692  6.27692308],0
s4,1,0.010083,6.620099,[20 57] ; [ 4 47],[14.4375 62.5625] ; [ 9.5625 41.4375],0
p4,1,0.020418,5.375818,[31 46] ; [10 39],[25.05555556 51.94444444] ; [15.94444444 33.05555556],0
v2,1,0.022933,5.173545,[46 30] ; [19 29],[39.83870968 36.16129032] ; [25.16129032 22.83870968],0
b5,1,0.028695,4.785843,[51 28] ; [23 28],[44.96923077 34.03076923] ; [29.03076923 21.96923077],0
p5,1,0.035513,4.420351,[10 68] ; [ 1 48],[ 6.75590551 71.24409449] ; [ 4.24409449 44.75590551],0
v4,1,0.042096,4.131329,[74  5] ; [42  9],[70.49230769  8.50769231] ; [45.50769231  5.49230769],0
a5,1,0.1008,2.692846,[56 23] ; [29 22],[51.65384615 27.34615385] ; [33.34615385 17.65384615],0
a8,1,0.101504,2.68175,[12 62] ; [ 3 45],[ 9.09836066 64.90163934] ; [ 5.90163934 42.09836066],0
p10,1,0.102957,2.659133,[51 27] ; [26 25],[46.55813953 31.44186047] ; [30.44186047 20.55813953],0
n5,1,0.132554,2.262333,[56 23] ; [29 21],[52.05426357 26.94573643] ; [32.94573643 17.05426357],0
n4,1,0.197979,1.657221,[58 21] ; [32 19],[54.69230769 24.30769231] ; [35.30769231 15.69230769],0
n2,1,0.204008,1.613445,[19  5] ; [15  9],[17.  7.] ; [17.  7.],0
p1,1,0.246439,1.343379,[ 5 74] ; [ 1 50],[ 3.64615385 75.35384615] ; [ 2.35384615 48.64615385],0
p3,1,0.251789,1.313348,[29 49] ; [14 37],[26. 52.] ; [17. 34.],0
d5,1,0.258516,1.276689,[57 20] ; [33 18],[54.140625 22.859375] ; [35.859375 15.140625],0
u3,1,0.278237,1.175683,[19  8] ; [11  9],[17.23404255  9.76595745] ; [12.76595745  7.23404255],0
r2,1,0.304638,1.053782,[76  3] ; [46  4],[74.71317829  4.28682171] ; [47.28682171  2.71317829],0
u4,1,0.369112,0.806652,[ 4 75] ; [ 1 50],[ 3.03846154 75.96153846] ; [ 1.96153846 49.03846154],0
u2,1,0.378677,0.774993,[15 12] ; [13  6],[16.43478261 10.56521739] ; [11.56521739  7.43478261],0
a2,1,0.385839,0.752016,[19 60] ; [ 9 42],[17.01538462 61.98461538] ; [10.98461538 40.01538462],0
b1,1,0.403454,0.698006,[40 39] ; [22 29],[37.67692308 41.32307692] ; [24.32307692 26.67692308],0
d2,1,0.404791,0.694046,[39 38] ; [22 29],[36.6953125 40.3046875] ; [24.3046875 26.6953125],0
d4,1,0.405174,0.692918,[57 20] ; [41 10],[58.953125 18.046875] ; [39.046875 11.953125],0
p11,1,0.419669,0.651243,[49 30] ; [28 23],[46.79230769 32.20769231] ; [30.20769231 20.79230769],0
d3,1,0.446805,0.578743,[46 31] ; [27 24],[43.9140625 33.0859375] ; [29.0859375 21.9140625],0
n3,1,0.450335,0.569808,[17  7] ; [12  8],[15.81818182  8.18181818] ; [13.18181818  6.81818182],0
a6,1,0.535642,0.383676,[48 29] ; [29 22],[46.3203125 30.6796875] ; [30.6796875 20.3203125],0
a3,1,0.589536,0.29107,[52 26] ; [31 19],[50.578125 27.421875] ; [32.421875 17.578125],0
a7,1,0.611263,0.258339,[53 26] ; [32 19],[51.65384615 27.34615385] ; [33.34615385 17.65384615],0
p7,1,0.638943,0.220128,[26 49] ; [15 34],[24.7983871 50.2016129] ; [16.2016129 32.7983871],0
b2,1,0.704478,0.143855,[18 33] ; [10 22],[17.20481928 33.79518072] ; [10.79518072 21.20481928],0
b3,1,0.704478,0.143855,[18 33] ; [10 22],[17.20481928 33.79518072] ; [10.79518072 21.20481928],0
a1,1,0.707225,0.141064,[ 6 73] ; [ 3 48],[ 5.46923077 73.53076923] ; [ 3.53076923 47.46923077],0
a4,1,0.807397,0.059431,[35 43] ; [24 27],[35.6744186 42.3255814] ; [23.3255814 27.6744186],0
b4,1,0.877749,0.023662,[46 33] ; [29 22],[45.57692308 33.42307692] ; [29.42307692 21.57692308],0
n1,1,0.881525,0.022212,[11 12] ; [12 12],[11.25531915 11.74468085] ; [11.74468085 12.25531915],0
