Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4.8e-05,16.541659,[40 54] ; [11 67],[27.87209302 66.12790698] ; [23.12790698 54.87209302],1
v1,1,0.007208,7.220513,[48 48] ; [24 56],[39.27272727 56.72727273] ; [32.72727273 47.27272727],0
d1,1,0.010028,6.629936,[63 36] ; [36 45],[54.45 44.55] ; [44.55 36.45],0
r2,1,0.011141,6.442719,[96  2] ; [71  9],[91.94382022  6.05617978] ; [75.05617978  4.94382022],0
d5,1,0.030599,4.675325,[83 16] ; [57 24],[77. 22.] ; [63. 18.],0
n6,1,0.036547,4.371412,[67 31] ; [43 38],[60.22346369 37.77653631] ; [49.77653631 31.22346369],0
s1,1,0.042568,4.11247,[ 2 97] ; [ 7 74],[ 4.95 94.05] ; [ 4.05 76.95],0
u3,1,0.093755,2.808686,[15 15] ; [22  9],[18.19672131 11.80327869] ; [18.80327869 12.19672131],0
a6,1,0.103621,2.648903,[69 30] ; [47 34],[63.8 35.2] ; [52.2 28.8],0
d3,1,0.128374,2.312063,[75 24] ; [53 28],[70.4 28.6] ; [57.6 23.4],0
u1,1,0.132731,2.260265,[16 83] ; [ 7 74],[12.65 86.35] ; [10.35 70.65],0
d2,1,0.148879,2.083694,[46 53] ; [29 52],[41.25 57.75] ; [33.75 47.25],0
a5,1,0.172525,1.860861,[74 25] ; [53 28],[69.85 29.15] ; [57.15 23.85],0
p9,1,0.195735,1.673918,[71 26] ; [52 29],[67.02808989 29.97191011] ; [55.97191011 25.02808989],0
a3,1,0.196117,1.671057,[69 30] ; [49 32],[64.9 34.1] ; [53.1 27.9],0
s8,1,0.207749,1.587043,[36 63] ; [22 58],[32.07821229 66.92178771] ; [25.92178771 54.07821229],0
r4,1,0.222589,1.487603,[93  6] ; [72  9],[90.75  8.25] ; [74.25  6.75],0
p1,1,0.223836,1.479609,[ 8 90] ; [ 3 77],[ 6.05617978 91.94382022] ; [ 4.94382022 75.05617978],0
d4,1,0.229279,1.445328,[86 13] ; [65 16],[83.05 15.95] ; [67.95 13.05],0
a2,1,0.241772,1.37023,[20 79] ; [11 70],[17.05 81.95] ; [13.95 67.05],0
a7,1,0.256994,1.28488,[77 22] ; [57 24],[73.7 25.3] ; [60.3 20.7],0
s2,1,0.293554,1.103248,[41 58] ; [27 53],[37.60893855 61.39106145] ; [30.39106145 49.60893855],0
p10,1,0.294354,1.099599,[66 31] ; [49 32],[62.66853933 34.33146067] ; [52.33146067 28.66853933],0
p5,1,0.365735,0.818103,[ 5 93] ; [ 2 79],[ 3.83240223 94.16759777] ; [ 3.16759777 77.83240223],0
p8,1,0.46758,0.52769,[44 54] ; [32 49],[41.60893855 56.39106145] ; [34.39106145 46.60893855],0
s6,1,0.485881,0.485636,[56 42] ; [41 38],[53.70621469 44.29378531] ; [43.29378531 35.70621469],0
b5,1,0.494125,0.467532,[60 39] ; [45 36],[57.75 41.25] ; [47.25 33.75],0
v4,1,0.494865,0.46593,[91  7] ; [72  8],[89.74157303  8.25842697] ; [73.25842697  6.74157303],0
a1,1,0.559054,0.341344,[ 4 95] ; [ 2 79],[ 3.3 95.7] ; [ 2.7 78.3],0
p4,1,0.57605,0.312665,[44 54] ; [33 48],[42.15642458 55.84357542] ; [34.84357542 46.15642458],0
b1,1,0.604259,0.26862,[33 66] ; [30 51],[34.65 64.35] ; [28.35 52.65],0
n3,1,0.631012,0.23069,[16  6] ; [22  6],[16.72  5.28] ; [21.28  6.72],0
u2,1,0.709949,0.138328,[16 14] ; [18 13],[16.72131148 13.27868852] ; [17.27868852 13.72131148],0
s5,1,0.727116,0.121776,[27 67] ; [20 56],[25.98823529 68.01176471] ; [21.01176471 54.98823529],0
a8,1,0.742613,0.107843,[ 6 84] ; [ 6 69],[ 6.54545455 83.45454545] ; [ 5.45454545 69.54545455],0
p2,1,0.750797,0.100863,[73 25] ; [62 19],[73.91061453 24.08938547] ; [61.08938547 19.91061453],0
s7,1,0.786106,0.073642,[34 61] ; [25 49],[33.16568047 61.83431953] ; [25.83431953 48.16568047],0
b3,1,0.805062,0.060911,[15 38] ; [12 34],[14.45454545 38.54545455] ; [12.54545455 33.45454545],0
b2,1,0.805062,0.060911,[15 38] ; [12 34],[14.45454545 38.54545455] ; [12.54545455 33.45454545],0
p3,1,0.811474,0.056894,[38 60] ; [30 51],[37.22905028 60.77094972] ; [30.77094972 50.22905028],0
p6,1,0.823213,0.049914,[26 71] ; [20 59],[25.35227273 71.64772727] ; [20.64772727 58.35227273],0
b4,1,0.827716,0.047364,[62 37] ; [52 29],[62.7 36.3] ; [51.3 29.7],0
n2,1,0.82919,0.046544,[13  9] ; [18 11],[13.37254902  8.62745098] ; [17.62745098 11.37254902],0
p7,1,0.883096,0.021622,[52 45] ; [42 38],[51.51412429 45.48587571] ; [42.48587571 37.51412429],0
a4,1,0.902638,0.014964,[40 59] ; [32 49],[39.6 59.4] ; [32.4 48.6],0
n1,1,0.903647,0.014654,[ 6 17] ; [ 8 21],[ 6.19230769 16.80769231] ; [ 7.80769231 21.19230769],0
s4,1,0.924601,0.008957,[19 80] ; [16 65],[19.25 79.75] ; [15.75 65.25],0
p11,1,0.974425,0.001028,[67 32] ; [55 26],[67.1 31.9] ; [54.9 26.1],0
s3,1,0.979906,0.000634,[47 51] ; [39 42],[47.08379888 50.91620112] ; [38.91620112 42.08379888],0
n4,1,1.0,0.0,[44 55] ; [36 45],[44. 55.] ; [36. 45.],0
