Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,36.162818,[ 52 104] ; [67 25],[74.85483871 81.14516129] ; [44.14516129 47.85483871],1
p2,1,8e-06,19.987121,[102  57] ; [86 10],[117.22352941  41.77647059] ; [70.77647059 25.22352941],1
p4,1,4.6e-05,16.614889,[ 51 109] ; [55 40],[66.50980392 93.49019608] ; [39.49019608 55.50980392],1
p6,1,0.000776,11.298915,[ 29 128] ; [36 60],[ 40.33596838 116.66403162] ; [24.66403162 71.33596838],1
v1,1,0.000887,11.049992,[58 99] ; [55 39],[70.6812749 86.3187251] ; [42.3187251 51.6812749],1
p11,1,0.004008,8.280191,[109  51] ; [81 15],[118.75  41.25] ; [71.25 24.75],0
r4,1,0.005349,7.757576,[130  30] ; [90  6],[137.5  22.5] ; [82.5 13.5],0
u1,1,0.008635,6.89686,[ 40 120] ; [11 85],[ 31.875 128.125] ; [19.125 76.875],0
v4,1,0.011835,6.335363,[142  17] ; [93  2],[147.10629921  11.89370079] ; [87.89370079  7.10629921],0
n2,1,0.015571,5.850642,[34 28] ; [17  3],[38.56097561 23.43902439] ; [12.43902439  7.56097561],0
a4,1,0.021391,5.294685,[98 61] ; [45 51],[89.16470588 69.83529412] ; [53.83529412 42.16470588],0
p10,1,0.022847,5.180093,[108  51] ; [77 18],[115.80708661  43.19291339] ; [69.19291339 25.80708661],0
a2,1,0.025868,4.964848,[ 58 102] ; [22 74],[ 50. 110.] ; [30. 66.],0
p1,1,0.067205,3.350006,[  4 156] ; [ 7 89],[  6.875 153.125] ; [ 4.125 91.875],0
p5,1,0.067989,3.330914,[  5 154] ; [ 8 88],[  8.10588235 150.89411765] ; [ 4.89411765 91.10588235],0
r1,1,0.069631,3.29169,[127  33] ; [83 11],[132.28346457  27.71653543] ; [77.71653543 16.28346457],0
s8,1,0.103972,2.643541,[ 56 104] ; [43 52],[62.11764706 97.88235294] ; [36.88235294 58.11764706],0
a6,1,0.114493,2.491089,[122  37] ; [65 31],[116.6  42.4] ; [70.4 25.6],0
v3,1,0.126866,2.33044,[ 49 101] ; [39 53],[54.54545455 95.45454545] ; [33.45454545 58.54545455],0
p9,1,0.136949,2.211909,[115  41] ; [77 17],[119.808  36.192] ; [72.192 21.808],0
d2,1,0.153672,2.035414,[114  42] ; [62 34],[108.95238095  47.04761905] ; [67.04761905 28.95238095],0
n5,1,0.175727,1.833397,[106  53] ; [71 24],[110.7992126  48.2007874] ; [66.2007874 28.7992126],0
n6,1,0.198302,1.654838,[126  34] ; [81 14],[129.88235294  30.11764706] ; [77.11764706 17.88235294],0
b4,1,0.258988,1.274158,[103  57] ; [55 41],[98.75 61.25] ; [59.25 36.75],0
r2,1,0.262255,1.256816,[145  10] ; [91  3],[146.90763052   8.09236948] ; [89.09236948  4.90763052],0
a8,1,0.298005,1.0831,[ 15 130] ; [13 74],[ 17.5 127.5] ; [10.5 76.5],0
n3,1,0.324194,0.97195,[38 24] ; [14  5],[39.80246914 22.19753086] ; [12.19753086  6.80246914],0
a7,1,0.324925,0.969017,[119  40] ; [77 19],[122.21176471  36.78823529] ; [73.78823529 22.21176471],0
n4,1,0.358726,0.842349,[115  45] ; [74 22],[118.125  41.875] ; [70.875 25.125],0
r3,1,0.365592,0.818593,[148  11] ; [92  4],[149.64705882   9.35294118] ; [90.35294118  5.64705882],0
b1,1,0.430624,0.62114,[ 56 104] ; [29 67],[ 53.125 106.875] ; [31.875 64.125],0
s6,1,0.477136,0.505402,[92 66] ; [59 35],[94.67460317 63.32539683] ; [56.32539683 37.67460317],0
a5,1,0.492178,0.471762,[126  34] ; [79 17],[128.125  31.875] ; [76.875 19.125],0
u2,1,0.511684,0.430622,[24 14] ; [12 10],[22.8 15.2] ; [13.2  8.8],0
a1,1,0.617247,0.249756,[  7 153] ; [ 3 93],[  6.25 153.75] ; [ 3.75 92.25],0
s5,1,0.621683,0.24351,[ 40 113] ; [27 66],[ 41.67073171 111.32926829] ; [25.32926829 67.67073171],0
s1,1,0.628108,0.234635,[  5 153] ; [ 2 92],[  4.38888889 153.61111111] ; [ 2.61111111 91.38888889],0
s4,1,0.690939,0.158071,[ 23 135] ; [12 82],[ 21.94444444 136.05555556] ; [13.05555556 80.94444444],0
b3,1,0.701259,0.147165,[37 63] ; [19 37],[35.8974359 64.1025641] ; [20.1025641 35.8974359],0
b2,1,0.701259,0.147165,[37 63] ; [19 37],[35.8974359 64.1025641] ; [20.1025641 35.8974359],0
n1,1,0.710758,0.137521,[20 42] ; [ 7 12],[20.66666667 41.33333333] ; [ 6.33333333 12.66666667],0
s2,1,0.73498,0.114588,[76 83] ; [47 47],[77.30039526 81.69960474] ; [45.69960474 48.30039526],0
b5,1,0.735374,0.114235,[105  55] ; [61 35],[103.75  56.25] ; [62.25 33.75],0
p12,1,0.768447,0.086675,[  7 152] ; [ 5 91],[  7.48235294 151.51764706] ; [ 4.51764706 91.48235294],0
a3,1,0.790895,0.070304,[121  39] ; [74 22],[121.875  38.125] ; [73.125 22.875],0
d5,1,0.825325,0.048709,[155   4] ; [94  2],[155.25882353   3.74117647] ; [93.74117647  2.25882353],0
u4,1,0.831067,0.045511,[  4 156] ; [ 2 94],[  3.75 156.25] ; [ 2.25 93.75],0
d4,1,0.868486,0.027417,[155   2] ; [95  1],[155.13833992   1.86166008] ; [94.86166008  1.13833992],0
s7,1,0.875702,0.024467,[67 89] ; [39 54],[66.40963855 89.59036145] ; [39.59036145 53.40963855],0
s3,1,0.888086,0.019804,[83 75] ; [48 45],[82.46215139 75.53784861] ; [48.53784861 44.46215139],0
d3,1,0.906076,0.013922,[140  19] ; [85 11],[140.29411765  18.70588235] ; [84.70588235 11.29411765],0
v2,1,0.982382,0.000488,[85 65] ; [52 40],[84.91735537 65.08264463] ; [52.08264463 39.91735537],0
u3,1,0.992909,7.9e-05,[23 16] ; [13  9],[23.01639344 15.98360656] ; [12.98360656  9.01639344],0
