Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,53.146196,[ 9 52] ; [27  1],[24.6741573 36.3258427] ; [11.3258427 16.6741573],1
s6,1,2.7e-05,17.589185,[18 44] ; [22  7],[27.25274725 34.74725275] ; [12.74725275 16.25274725],1
s7,1,0.000253,13.388067,[ 9 51] ; [15 14],[16.17977528 43.82022472] ; [ 7.82022472 21.17977528],1
s4,1,0.003774,8.389579,[ 6 56] ; [10 19],[10.9010989 51.0989011] ; [ 5.0989011 23.9010989],0
b3,1,0.005903,7.579587,[20 13] ; [ 3 13],[15.48979592 17.51020408] ; [7.51020408 8.48979592],0
b2,1,0.005903,7.579587,[20 13] ; [ 3 13],[15.48979592 17.51020408] ; [7.51020408 8.48979592],0
a5,1,0.01088,6.484789,[25 37] ; [20  9],[30.65934066 31.34065934] ; [14.34065934 14.65934066],0
r4,1,0.011382,6.4047,[37 25] ; [25  4],[42.24175824 19.75824176] ; [19.75824176  9.24175824],0
a7,1,0.016995,5.696867,[24 38] ; [19 10],[29.2967033 32.7032967] ; [13.7032967 15.2967033],0
s5,1,0.020361,5.380688,[ 7 53] ; [ 9 19],[10.90909091 49.09090909] ; [ 5.09090909 22.90909091],0
v2,1,0.035545,4.418794,[13 44] ; [13 16],[17.23255814 39.76744186] ; [ 8.76744186 20.23255814],0
d4,1,0.053902,3.715724,[23 39] ; [17 12],[27.25274725 34.74725275] ; [12.74725275 16.25274725],0
p10,1,0.057633,3.604229,[33 27] ; [22  7],[37.07865169 22.92134831] ; [17.92134831 11.07865169],0
s8,1,0.065292,3.397576,[ 9 53] ; [ 9 20],[12.26373626 49.73626374] ; [ 5.73626374 23.26373626],0
u3,1,0.082023,3.024362,[11 25] ; [8 6],[13.68 22.32] ; [5.32 8.68],0
r1,1,0.082495,3.015049,[33 29] ; [21  8],[36.79120879 25.20879121] ; [17.20879121 11.79120879],0
v1,1,0.087295,2.923559,[19 42] ; [14 14],[22.61797753 38.38202247] ; [10.38202247 17.61797753],0
p2,1,0.09516,2.78485,[29 33] ; [19 10],[32.7032967 29.2967033] ; [15.2967033 13.7032967],0
p9,1,0.11339,2.506322,[40 20] ; [24  5],[43.14606742 16.85393258] ; [20.85393258  8.14606742],0
s1,1,0.121338,2.399962,[ 3 59] ; [ 4 24],[ 4.82222222 57.17777778] ; [ 2.17777778 25.82222222],0
r2,1,0.122261,2.388114,[47 15] ; [26  3],[49.73626374 12.26373626] ; [23.26373626  5.73626374],0
v4,1,0.122261,2.388114,[47 15] ; [26  3],[49.73626374 12.26373626] ; [23.26373626  5.73626374],0
