Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,70.511112,[ 31 142] ; [87 47],[ 66.49511401 106.50488599] ; [51.50488599 82.49511401],1
s2,1,0.0,41.604749,[ 53 119] ; [91 43],[80.94117647 91.05882353] ; [63.05882353 70.94117647],1
s3,1,0.0,37.020631,[ 67 105] ; [99 35],[93.30718954 78.69281046] ; [72.69281046 61.30718954],1
s6,1,0.0,30.389921,[84 86] ; [106  26],[106.95364238  63.04635762] ; [83.04635762 48.95364238],1
p6,1,1.6e-05,18.58146,[ 42 130] ; [64 69],[ 59.77704918 112.22295082] ; [46.22295082 86.77704918],1
p4,1,5.4e-05,16.293179,[77 95] ; [91 43],[94.43137255 77.56862745] ; [73.56862745 60.43137255],1
p3,1,0.000232,13.550013,[ 58 115] ; [73 61],[73.82084691 99.17915309] ; [57.17915309 76.82084691],1
n4,1,0.000325,12.921738,[112  62] ; [111  23],[125.98051948  48.01948052] ; [97.01948052 36.98051948],1
a3,1,0.000543,11.960241,[103  70] ; [104  29],[117.02941176  55.97058824] ; [89.97058824 43.02941176],1
s4,1,0.001172,10.534458,[ 22 148] ; [37 96],[ 33.10231023 136.89768977] ; [ 25.89768977 107.10231023],0
p5,1,0.001213,10.471162,[ 11 162] ; [ 24 107],[ 19.91776316 153.08223684] ; [ 15.08223684 115.91776316],0
v3,1,0.001352,10.269846,[ 20 151] ; [34 97],[ 30.57615894 140.42384106] ; [ 23.42384106 107.57615894],0
n6,1,0.002408,9.209369,[128  45] ; [117  16],[138.5130719  34.4869281] ; [106.4869281  26.5130719],0
p9,1,0.002818,8.921413,[126  46] ; [116  17],[136.47213115  35.52786885] ; [105.52786885  27.47213115],0
s5,1,0.003734,8.408635,[ 45 124] ; [55 74],[ 56.7114094 112.2885906] ; [43.2885906 85.7114094],0
n1,1,0.003882,8.338235,[15 35] ; [21 13],[21.42857143 28.57142857] ; [14.57142857 19.42857143],0
a6,1,0.007522,7.143867,[123  51] ; [75 59],[111.85714286  62.14285714] ; [86.14285714 47.85714286],0
n5,1,0.013034,6.164457,[111  61] ; [104  30],[120.8496732  51.1503268] ; [94.1503268 39.8496732],0
p10,1,0.01332,6.126091,[120  52] ; [110  24],[129.28104575  42.71895425] ; [100.71895425  33.28104575],0
v4,1,0.01339,6.116844,[154  20] ; [129   5],[159.87662338  14.12337662] ; [123.12337662  10.87662338],0
p2,1,0.014391,5.989521,[128  44] ; [115  19],[136.58823529  35.41176471] ; [106.41176471  27.58823529],0
p8,1,0.014653,5.957706,[ 73 101] ; [75 59],[83.61038961 90.38961039] ; [64.38961039 69.61038961],0
p12,1,0.016708,5.726831,[  4 169] ; [ 11 122],[  8.48039216 164.51960784] ; [  6.51960784 126.48039216],0
r1,1,0.025561,4.985486,[120  53] ; [108  26],[128.48208469  44.51791531] ; [99.51791531 34.48208469],0
u3,1,0.025631,4.980745,[39 30] ; [24  6],[43.90909091 25.09090909] ; [19.09090909 10.90909091],0
a2,1,0.029652,4.729342,[ 29 145] ; [36 98],[ 36.72077922 137.27922078] ; [ 28.27922078 105.72077922],0
u1,1,0.035186,4.436131,[ 22 152] ; [ 29 105],[ 28.81168831 145.18831169] ; [ 22.18831169 111.81168831],0
a4,1,0.035379,4.426775,[ 67 106] ; [68 66],[76.07491857 96.92508143] ; [58.92508143 75.07491857],0
p7,1,0.044918,4.021702,[87 82] ; [82 48],[95.52173913 73.47826087] ; [73.47826087 56.52173913],0
b2,1,0.049021,3.874633,[32 63] ; [44 48],[38.60962567 56.39037433] ; [37.39037433 54.60962567],0
b3,1,0.049021,3.874633,[32 63] ; [44 48],[38.60962567 56.39037433] ; [37.39037433 54.60962567],0
a7,1,0.059115,3.562047,[129  45] ; [86 48],[121.46103896  52.53896104] ; [93.53896104 40.46103896],0
d1,1,0.061294,3.50202,[100  74] ; [91 43],[107.9025974  66.0974026] ; [83.0974026 50.9025974],0
b5,1,0.06265,3.4658,[113  61] ; [73 61],[105.07792208  68.92207792] ; [80.92207792 53.07792208],0
d3,1,0.065492,3.392535,[120  54] ; [105  29],[127.11038961  46.88961039] ; [97.88961039 36.11038961],0
r3,1,0.069222,3.301366,[153  21] ; [126   8],[157.61688312  16.38311688] ; [121.38311688  12.61688312],0
p1,1,0.083376,2.99784,[  9 164] ; [ 14 120],[ 12.96091205 160.03908795] ; [ 10.03908795 123.96091205],0
s1,1,0.179113,1.804972,[  5 168] ; [  8 125],[  7.3496732 165.6503268] ; [  5.6503268 127.3496732],0
u4,1,0.200956,1.63541,[  1 173] ; [  3 131],[  2.25974026 171.74025974] ; [  1.74025974 132.25974026],0
p11,1,0.24078,1.376022,[122  52] ; [102  32],[126.54545455  47.45454545] ; [97.45454545 36.54545455],0
r4,1,0.297096,1.087183,[143  31] ; [116  18],[146.31818182  27.68181818] ; [112.68181818  21.31818182],0
a5,1,0.330836,0.945622,[117  57] ; [97 37],[120.8961039  53.1038961] ; [93.1038961 40.8961039],0
u2,1,0.34254,0.900901,[42 28] ; [21  9],[44.1 25.9] ; [18.9 11.1],0
b4,1,0.351641,0.867526,[104  70] ; [73 61],[99.99350649 74.00649351] ; [77.00649351 56.99350649],0
