Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.00076,11.336094,[12  5] ; [35 85],[ 5.83211679 11.16788321] ; [41.16788321 78.83211679],1
b1,1,0.48143,0.495623,[ 8 10] ; [64 56],[9.39130435 8.60869565] ; [62.60869565 57.39130435],0
p3,1,0.494059,0.467674,[ 7 11] ; [37 83],[ 5.73913043 12.26086957] ; [38.26086957 81.73913043],0
p4,1,0.542764,0.370441,[ 8 10] ; [44 75],[ 6.83211679 11.16788321] ; [45.16788321 73.83211679],0
a1,1,0.54721,0.362338,[ 1 17] ; [ 12 108],[ 1.69565217 16.30434783] ; [ 11.30434783 108.69565217],0
n3,1,0.549515,0.358187,[5 2] ; [25 17],[4.28571429 2.71428571] ; [25.71428571 16.28571429],0
s8,1,0.569349,0.323773,[ 6 12] ; [32 87],[ 4.99270073 13.00729927] ; [33.00729927 85.99270073],0
d5,1,0.574958,0.314456,[14  4] ; [85 34],[13.00729927  4.99270073] ; [85.99270073 33.00729927],0
p2,1,0.588901,0.292063,[12  6] ; [72 48],[10.95652174  7.04347826] ; [73.04347826 46.95652174],0
n2,1,0.622217,0.242764,[4 3] ; [30 15],[4.57692308 2.42307692] ; [29.42307692 15.57692308],0
u1,1,0.627627,0.235292,[ 4 14] ; [21 99],[ 3.26086957 14.73913043] ; [21.73913043 98.26086957],0
p1,1,0.67223,0.179005,[ 1 17] ; [ 10 108],[ 1.45588235 16.54411765] ; [  9.54411765 108.45588235],0
n6,1,0.723315,0.125339,[13  5] ; [81 38],[12.35036496  5.64963504] ; [81.64963504 37.35036496],0
r1,1,0.734902,0.114658,[12  6] ; [84 35],[12.61313869  5.38686131] ; [83.38686131 35.61313869],0
d3,1,0.75081,0.100852,[11  7] ; [68 51],[10.37956204  7.62043796] ; [68.62043796 50.37956204],0
d4,1,0.751811,0.100015,[12  6] ; [83 35],[12.57352941  5.42647059] ; [82.42647059 35.57352941],0
b3,1,0.75608,0.096492,[3 7] ; [29 54],[3.44086022 6.55913978] ; [28.55913978 54.44086022],0
b2,1,0.75608,0.096492,[3 7] ; [29 54],[3.44086022 6.55913978] ; [28.55913978 54.44086022],0
u3,1,0.781666,0.076812,[2 2] ; [21 28],[1.73584906 2.26415094] ; [21.26415094 27.73584906],0
v2,1,0.832333,0.044821,[ 7 11] ; [49 69],[ 7.41176471 10.58823529] ; [48.58823529 69.41176471],0
d1,1,0.86006,0.031081,[ 8 10] ; [56 64],[8.34782609 9.65217391] ; [55.65217391 64.34782609],0
v4,1,0.864066,0.02931,[15  3] ; [98 22],[14.73913043  3.26086957] ; [98.26086957 21.73913043],0
a2,1,0.892713,0.01819,[ 4 14] ; [25 95],[ 3.7826087 14.2173913] ; [25.2173913 94.7826087],0
b5,1,0.90972,0.012858,[11  7] ; [75 45],[11.2173913  6.7826087] ; [74.7826087 45.2173913],0
a7,1,0.930281,0.007655,[11  7] ; [74 45],[11.16788321  6.83211679] ; [73.83211679 45.16788321],0
v1,1,0.939377,0.005784,[ 7 11] ; [47 71],[ 7.14705882 10.85294118] ; [46.85294118 71.14705882],0
