Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-05,19.468443,[23 47] ; [30  9],[34.03669725 35.96330275] ; [18.96330275 20.03669725],1
p7,1,0.001627,9.929437,[31 37] ; [30  9],[38.76635514 29.23364486] ; [22.23364486 16.76635514],0
p8,1,0.004626,8.020232,[26 42] ; [26 13],[33.04672897 34.95327103] ; [18.95327103 20.04672897],0
a5,1,0.005676,7.650321,[39 31] ; [32  7],[45.59633028 24.40366972] ; [25.40366972 13.59633028],0
s8,1,0.011848,6.333414,[16 54] ; [18 21],[21.83486239 48.16513761] ; [12.16513761 26.83486239],0
p6,1,0.020142,5.399586,[13 56] ; [15 23],[18.05607477 50.94392523] ; [ 9.94392523 28.05607477],0
a2,1,0.026891,4.897773,[ 8 62] ; [11 28],[12.20183486 57.79816514] ; [ 6.79816514 32.20183486],0
p12,1,0.044255,4.046813,[ 2 67] ; [ 5 34],[ 4.47222222 64.52777778] ; [ 2.52777778 36.47222222],0
d1,1,0.065409,3.394635,[32 38] ; [25 14],[36.60550459 33.39449541] ; [20.39449541 18.60550459],0
s5,1,0.079324,3.078692,[18 50] ; [16 21],[22.01904762 45.98095238] ; [11.98095238 25.01904762],0
d2,1,0.080099,3.062888,[19 51] ; [17 22],[23.11926606 46.88073394] ; [12.88073394 26.11926606],0
b1,1,0.098125,2.735749,[18 52] ; [16 23],[21.83486239 48.16513761] ; [12.16513761 26.83486239],0
p5,1,0.101447,2.682652,[ 3 67] ; [ 5 34],[ 5.13761468 64.86238532] ; [ 2.86238532 36.13761468],0
s6,1,0.106058,2.611993,[40 28] ; [29 10],[43.85046729 24.14953271] ; [25.14953271 13.85046729],0
a4,1,0.136734,2.214331,[19 51] ; [16 23],[22.47706422 47.52293578] ; [12.52293578 26.47706422],0
v1,1,0.167796,1.902522,[34 35] ; [24 14],[37.40186916 31.59813084] ; [20.59813084 17.40186916],0
s7,1,0.169278,1.889327,[20 49] ; [16 22],[23.21495327 45.78504673] ; [12.78504673 25.21495327],0
b4,1,0.169739,1.885251,[41 29] ; [28 11],[44.31192661 25.68807339] ; [24.68807339 14.31192661],0
