Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,45.55625,[58 82] ; [199  65],[89.05940594 50.94059406] ; [167.94059406  96.05940594],1
a4,1,0.0,37.704902,[ 25 116] ; [128 134],[53.53101737 87.46898263] ; [ 99.46898263 162.53101737],1
d2,1,0.0,35.458751,[ 28 114] ; [132 132],[55.96059113 86.03940887] ; [104.03940887 159.96059113],1
d5,1,0.0,32.390777,[81 61] ; [220  45],[105.01719902  36.98280098] ; [195.98280098  69.01719902],1
a6,1,0.0,30.216137,[72 70] ; [205  60],[96.64373464 45.35626536] ; [180.35626536  84.64373464],1
d1,1,0.0,29.312004,[ 41 101] ; [151 114],[66.98771499 75.01228501] ; [125.01228501 139.98771499],1
r1,1,0.0,28.350678,[75 66] ; [207  56],[98.42079208 42.57920792] ; [183.57920792  79.42079208],1
d4,1,1e-05,19.43808,[84 57] ; [212  53],[102.79802956  38.20197044] ; [193.20197044  71.79802956],1
u1,1,1.1e-05,19.352186,[  2 140] ; [ 41 224],[ 15.002457 126.997543] ; [ 27.997543 237.002457],1
d3,1,1.5e-05,18.720039,[70 71] ; [189  76],[89.94827586 51.05172414] ; [169.05172414  95.94827586],1
n4,1,0.000297,13.086247,[83 58] ; [201  63],[98.87407407 42.12592593] ; [185.12592593  78.87407407],1
r4,1,0.001892,9.651504,[99 43] ; [220  45],[111.2972973  30.7027027] ; [207.7027027  57.2972973],0
p10,1,0.003086,8.755926,[81 58] ; [190  71],[94.1725 44.8275] ; [176.8275  84.1725],0
p4,1,0.004083,8.246664,[51 88] ; [136 127],[64.65920398 74.34079602] ; [122.34079602 140.65920398],0
v1,1,0.004172,8.207531,[50 89] ; [133 128],[63.5925 75.4075] ; [119.4075 141.5925],0
a7,1,0.007874,7.061982,[88 54] ; [197  67],[99.67980296 42.32019704] ; [185.32019704  78.67980296],0
r3,1,0.010825,6.493833,[116  26] ; [238  25],[124.11851852  17.88148148] ; [229.88148148  33.11851852],0
p11,1,0.010966,6.470816,[92 50] ; [203  62],[102.92383292  39.07616708] ; [192.07616708  72.92383292],0
p9,1,0.012896,6.183254,[92 47] ; [202  58],[102.42105263  36.57894737] ; [191.57894737  68.42105263],0
s7,1,0.01412,6.023132,[ 23 113] ; [ 70 179],[ 32.85194805 103.14805195] ; [ 60.14805195 188.85194805],0
r2,1,0.016343,5.765581,[117  24] ; [235  23],[124.39097744  16.60902256] ; [227.60902256  30.39097744],0
p8,1,0.022744,5.187969,[54 87] ; [129 128],[64.83165829 76.16834171] ; [118.16834171 138.83165829],0
p2,1,0.023532,5.128774,[97 45] ; [205  56],[106.41191067  35.58808933] ; [195.58808933  65.41191067],0
n5,1,0.029495,4.738468,[85 55] ; [187  75],[94.72636816 45.27363184] ; [177.27363184  84.72636816],0
p3,1,0.049619,3.854277,[46 96] ; [111 151],[55.18316832 86.81683168] ; [101.81683168 160.18316832],0
v4,1,0.050738,3.816908,[119  22] ; [239  24],[124.94554455  16.05445545] ; [233.05445545  29.94554455],0
v2,1,0.081394,3.036852,[56 76] ; [133 124],[64.13367609 67.86632391] ; [124.86632391 132.13367609],0
s8,1,0.083359,2.998156,[ 22 120] ; [ 60 204],[ 28.67980296 113.32019704] ; [ 53.32019704 210.67980296],0
p7,1,0.118284,2.439894,[67 71] ; [147 112],[74.38790932 63.61209068] ; [139.61209068 119.38790932],0
a1,1,0.217637,1.519885,[  3 139] ; [ 12 253],[  5.23341523 136.76658477] ; [  9.76658477 255.23341523],0
p1,1,0.231449,1.431935,[  6 136] ; [ 19 244],[  8.7654321 133.2345679] ; [ 16.2345679 246.7654321],0
n6,1,0.233036,1.422234,[102  40] ; [203  60],[106.9382716  35.0617284] ; [198.0617284  64.9382716],0
u3,1,0.251687,1.313917,[36 48] ; [34 31],[39.46308725 44.53691275] ; [30.53691275 34.46308725],0
s6,1,0.259901,1.269283,[48 92] ; [106 159],[53.2345679 86.7654321] ; [100.7654321 164.2345679],0
s3,1,0.265736,1.238625,[ 38 100] ; [ 59 203],[ 33.465 104.535] ; [ 63.535 198.465],0
b1,1,0.310469,1.02868,[49 93] ; [105 160],[53.72972973 88.27027027] ; [100.27027027 164.72972973],0
n3,1,0.349046,0.876923,[35 14] ; [41 24],[32.66666667 16.33333333] ; [43.33333333 21.66666667],0
b2,1,0.481385,0.495725,[23 51] ; [ 59 106],[25.38912134 48.61087866] ; [ 56.61087866 108.38912134],0
b3,1,0.481385,0.495725,[23 51] ; [ 59 106],[25.38912134 48.61087866] ; [ 56.61087866 108.38912134],0
v3,1,0.491096,0.474124,[43 97] ; [ 87 168],[46.07594937 93.92405063] ; [ 83.92405063 171.07594937],0
b5,1,0.523393,0.407202,[86 56] ; [169  96],[88.96805897 53.03194103] ; [166.03194103  98.96805897],0
n2,1,0.524954,0.40415,[29 19] ; [45 23],[30.62068966 17.37931034] ; [43.37931034 24.62068966],0
a8,1,0.53357,0.387587,[ 11 122] ; [ 24 210],[ 12.68392371 120.31607629] ; [ 22.31607629 211.68392371],0
b4,1,0.619742,0.24623,[84 58] ; [150 115],[81.64127764 60.35872236] ; [152.35872236 112.64127764],0
p5,1,0.632055,0.229284,[  7 135] ; [ 16 247],[  8.06419753 133.93580247] ; [ 14.93580247 248.06419753],0
s4,1,0.661798,0.191347,[ 13 128] ; [ 21 243],[ 11.83703704 129.16296296] ; [ 22.16296296 241.83703704],0
u4,1,0.676652,0.173919,[  1 141] ; [  3 262],[  1.3955774 140.6044226] ; [  2.6044226 262.3955774],0
n1,1,0.722919,0.125713,[16 33] ; [24 43],[16.89655172 32.10344828] ; [23.10344828 43.89655172],0
p12,1,0.897885,0.016469,[  4 137] ; [  8 253],[  4.20895522 136.79104478] ; [  7.79104478 253.20895522],0
u2,1,0.911847,0.012257,[42 41] ; [34 32],[42.33557047 40.66442953] ; [33.66442953 32.33557047],0
p6,1,0.91774,0.010667,[ 35 104] ; [ 64 195],[ 34.57537688 104.42462312] ; [ 64.42462312 194.57537688],0
s1,1,0.92762,0.008252,[  4 137] ; [  7 254],[  3.85820896 137.14179104] ; [  7.14179104 253.85820896],0
