Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,30.606151,[38 37] ; [47  1],[51.82926829 23.17073171] ; [33.17073171 14.82926829],1
d3,1,0.0,29.138302,[30 44] ; [43  5],[44.27868852 29.72131148] ; [28.72131148 19.27868852],1
d4,1,0.0,28.773991,[39 36] ; [46  1],[52.25409836 22.74590164] ; [32.74590164 14.25409836],1
d2,1,5e-06,20.808886,[15 60] ; [29 19],[26.82926829 48.17073171] ; [17.17073171 30.82926829],1
a4,1,0.001997,9.552331,[18 57] ; [25 24],[26.00806452 48.99193548] ; [16.99193548 32.00806452],0
a2,1,0.004787,7.958189,[ 5 70] ; [12 37],[10.28225806 64.71774194] ; [ 6.71774194 42.28225806],0
s6,1,0.007746,7.091342,[24 51] ; [27 21],[31.09756098 43.90243902] ; [19.90243902 28.09756098],0
b4,1,0.009931,6.647164,[36 39] ; [35 14],[42.94354839 32.05645161] ; [28.05645161 20.94354839],0
r1,1,0.014203,6.012735,[42 33] ; [38 11],[48.38709677 26.61290323] ; [31.61290323 17.38709677],0
r3,1,0.015982,5.804875,[51 23] ; [43  6],[56.55284553 17.44715447] ; [37.44715447 11.55284553],0
r2,1,0.019004,5.501113,[55 19] ; [43  4],[59.9338843 14.0661157] ; [38.0661157  8.9338843],0
s8,1,0.030136,4.701516,[12 63] ; [16 33],[16.93548387 58.06451613] ; [11.06451613 37.93548387],0
u1,1,0.033794,4.505072,[ 2 73] ; [ 6 43],[ 4.83870968 70.16129032] ; [ 3.16129032 45.83870968],0
v2,1,0.034797,4.455127,[22 48] ; [23 22],[27.39130435 42.60869565] ; [17.60869565 27.39130435],0
s7,1,0.038716,4.273265,[15 55] ; [18 28],[19.9137931 50.0862069] ; [13.0862069 32.9137931],0
a7,1,0.048982,3.875984,[42 33] ; [36 13],[47.17741935 27.82258065] ; [30.82258065 18.17741935],0
s2,1,0.049932,3.84375,[20 55] ; [21 27],[25. 50.] ; [16. 32.],0
a5,1,0.050616,3.820936,[34 41] ; [31 18],[39.31451613 35.68548387] ; [25.68548387 23.31451613],0
a3,1,0.08902,2.892005,[40 34] ; [34 15],[44.5203252 29.4796748] ; [29.4796748 19.5203252],0
r4,1,0.101157,2.68721,[41 34] ; [34 15],[45.36290323 29.63709677] ; [29.63709677 19.36290323],0
n2,1,0.109059,2.567806,[25  9] ; [11 10],[22.25454545 11.74545455] ; [13.74545455  7.25454545],0
u2,1,0.122823,2.380952,[20 15] ; [12  3],[22.4 12.6] ; [9.6 5.4],0
v3,1,0.149898,2.073288,[13 59] ; [13 31],[16.13793103 55.86206897] ; [ 9.86206897 34.13793103],0
n3,1,0.151583,2.056244,[23 10] ; [10 10],[20.54716981 12.45283019] ; [12.45283019  7.54716981],0
p9,1,0.172325,1.862604,[39 33] ; [32 16],[42.6 29.4] ; [28.4 19.6],0
a1,1,0.187982,1.733366,[ 8 67] ; [ 2 47],[ 6.0483871 68.9516129] ; [ 3.9516129 45.0483871],0
s5,1,0.191386,1.706919,[ 8 65] ; [ 9 37],[10.42857143 62.57142857] ; [ 6.57142857 39.42857143],0
a8,1,0.226533,1.4625,[10 62] ; [ 3 42],[ 8. 64.] ; [ 5. 40.],0
p10,1,0.232778,1.423804,[34 38] ; [28 20],[37.2 34.8] ; [24.8 23.2],0
b5,1,0.239157,1.385558,[41 34] ; [32 17],[44.15322581 30.84677419] ; [28.84677419 20.15322581],0
