Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.860268,[27 41] ; [136  20],[49.48214286 18.51785714] ; [113.51785714  42.48214286],1
s8,1,0.0,48.44592,[17 52] ; [115  40],[40.66071429 28.33928571] ; [91.33928571 63.66071429],1
s3,1,0.0,32.744866,[29 38] ; [125  28],[46.9 20.1] ; [107.1  45.9],1
s6,1,0.0,31.314824,[44 22] ; [147   8],[57.04072398  8.95927602] ; [133.95927602  21.04072398],1
a3,1,0.000883,11.057692,[46 23] ; [134  22],[55.2 13.8] ; [124.8  31.2],1
p9,1,0.007297,7.198417,[54 12] ; [146  10],[59.45945946  6.54054054] ; [140.54054054  15.45945946],0
v3,1,0.009659,6.696809,[23 44] ; [83 73],[31.84753363 35.15246637] ; [74.15246637 81.84753363],0
r3,1,0.011759,6.346882,[60  8] ; [151   5],[64.05357143  3.94642857] ; [146.94642857   9.05357143],0
p6,1,0.012935,6.177949,[25 42] ; [86 69],[33.5 33.5] ; [77.5 77.5],0
v2,1,0.031857,4.606189,[33 33] ; [102  54],[40.13513514 25.86486486] ; [94.86486486 61.13513514],0
u3,1,0.032498,4.572008,[11 12] ; [18  5],[14.5  8.5] ; [14.5  8.5],0
u1,1,0.051227,3.800845,[11 58] ; [ 44 113],[16.7920354 52.2079646] ; [ 38.2079646 118.7920354],0
a2,1,0.062161,3.478773,[14 55] ; [ 51 106],[19.84513274 49.15486726] ; [ 45.15486726 111.84513274],0
p4,1,0.065657,3.388389,[41 26] ; [114  41],[46.77927928 20.22072072] ; [108.22072072  46.77927928],0
p3,1,0.072917,3.216108,[34 34] ; [98 58],[40.07142857 27.92857143] ; [91.92857143 64.07142857],0
s4,1,0.101121,2.68777,[10 56] ; [ 39 116],[14.63348416 51.36651584] ; [ 34.36651584 120.63348416],0
p12,1,0.110253,2.55059,[ 5 62] ; [ 24 133],[ 8.67410714 58.32589286] ; [ 20.32589286 136.67410714],0
v4,1,0.125134,2.35185,[65  4] ; [152   3],[66.84375  2.15625] ; [150.15625   4.84375],0
s1,1,0.147533,2.09758,[ 1 67] ; [  9 145],[ 3.06306306 64.93693694] ; [  6.93693694 147.06306306],0
d4,1,0.149403,2.078332,[63  5] ; [133  22],[59.76681614  8.23318386] ; [136.23318386  18.76681614],0
p2,1,0.16097,1.965091,[56 12] ; [140  17],[59.23555556  8.76444444] ; [136.76444444  20.23555556],0
p7,1,0.177456,1.8188,[48 20] ; [120  32],[51.92727273 16.07272727] ; [116.07272727  35.92727273],0
b4,1,0.186434,1.745578,[46 23] ; [90 67],[41.52212389 27.47787611] ; [94.47787611 62.52212389],0
a5,1,0.189381,1.722426,[54 15] ; [134  23],[57.39823009 11.60176991] ; [130.60176991  26.39823009],0
d3,1,0.19456,1.682743,[45 24] ; [115  41],[49.06666667 19.93333333] ; [110.93333333  45.06666667],0
u2,1,0.225872,1.466667,[10 12] ; [14  8],[12. 10.] ; [12. 10.],0
r1,1,0.226219,1.464478,[58 11] ; [140  16],[60.72  8.28] ; [137.28  18.72],0
r2,1,0.231064,1.434301,[65  4] ; [151   4],[66.53571429  2.46428571] ; [149.46428571   5.53571429],0
n6,1,0.237274,1.396716,[61  7] ; [145   9],[63.0990991  4.9009009] ; [142.9009009  11.0990991],0
p5,1,0.259097,1.273577,[13 55] ; [ 41 116],[16.32 51.68] ; [ 37.68 119.32],0
b5,1,0.292475,1.108195,[33 36] ; [87 70],[36.63716814 32.36283186] ; [83.36283186 73.63716814],0
a7,1,0.304641,1.053765,[42 26] ; [108  49],[45.33333333 22.66666667] ; [104.66666667  52.33333333],0
r4,1,0.389362,0.740932,[64  5] ; [150   7],[65.33628319  3.66371681] ; [148.66371681   8.33628319],0
n3,1,0.403867,0.696783,[7 1] ; [25  9],[6.0952381 1.9047619] ; [25.9047619  8.0952381],0
p8,1,0.42701,0.630943,[39 29] ; [97 57],[41.65765766 26.34234234] ; [94.34234234 59.65765766],0
d2,1,0.467911,0.526906,[36 31] ; [92 64],[38.4573991 28.5426009] ; [89.5426009 66.4573991],0
p10,1,0.480502,0.497725,[58  9] ; [141  16],[59.52232143  7.47767857] ; [139.47767857  17.52232143],0
a1,1,0.547759,0.361347,[ 3 66] ; [ 10 147],[ 3.96902655 65.03097345] ; [  9.03097345 147.96902655],0
b3,1,0.576224,0.31238,[20 23] ; [44 62],[18.46979866 24.53020134] ; [45.53020134 60.46979866],0
b2,1,0.576224,0.31238,[20 23] ; [44 62],[18.46979866 24.53020134] ; [45.53020134 60.46979866],0
d1,1,0.582848,0.301652,[44 25] ; [106  51],[45.79646018 23.20353982] ; [104.20353982  52.79646018],0
p1,1,0.592436,0.286556,[10 58] ; [ 19 138],[ 8.76444444 59.23555556] ; [ 20.23555556 136.76444444],0
a6,1,0.705275,0.143042,[45 24] ; [97 58],[43.74107143 25.25892857] ; [98.25892857 56.74107143],0
d5,1,0.722968,0.125666,[60  9] ; [132  23],[59.14285714  9.85714286] ; [132.85714286  22.14285714],0
a8,1,0.750331,0.101253,[10 57] ; [ 23 115],[10.78536585 56.21463415] ; [ 22.21463415 115.78536585],0
a4,1,0.784897,0.074498,[36 33] ; [85 72],[36.94247788 32.05752212] ; [84.05752212 72.94247788],0
n1,1,0.839128,0.041213,[4 3] ; [18 16],[3.75609756 3.24390244] ; [18.24390244 15.75609756],0
n5,1,0.919728,0.010156,[63  5] ; [143  12],[62.8161435  5.1838565] ; [143.1838565  11.8161435],0
b1,1,0.929739,0.007775,[29 40] ; [65 92],[28.69911504 40.30088496] ; [65.30088496 91.69911504],0
v1,1,0.930951,0.007508,[44 24] ; [100  56],[43.71428571 24.28571429] ; [100.28571429  55.71428571],0
