Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,47.640232,[ 19 104] ; [147 135],[50.41481481 72.58518519] ; [115.58518519 166.41481481],1
s6,1,0.422968,0.642055,[61 61] ; [150 126],[64.67839196 57.32160804] ; [146.32160804 129.67839196],0
n2,1,0.436905,0.604398,[20 11] ; [47 18],[21.63541667  9.36458333] ; [45.36458333 19.63541667],0
a8,1,0.526163,0.401796,[ 12 104] ; [ 32 221],[ 13.83197832 102.16802168] ; [ 30.16802168 222.83197832],0
p6,1,0.538352,0.378603,[32 90] ; [ 81 196],[34.55137845 87.44862155] ; [ 78.44862155 198.55137845],0
s2,1,0.556433,0.345918,[42 82] ; [103 176],[44.61538462 79.38461538] ; [100.38461538 178.61538462],0
r2,1,0.575954,0.312821,[114  10] ; [258  18],[115.32   8.68] ; [256.68  19.32],0
n6,1,0.585446,0.297512,[95 28] ; [223  57],[97.05707196 25.94292804] ; [220.94292804  59.05707196],0
s3,1,0.592982,0.285712,[53 69] ; [112 164],[50.57788945 71.42211055] ; [114.42211055 161.57788945],0
s4,1,0.612895,0.255981,[ 19 102] ; [ 38 238],[ 17.37279597 103.62720403] ; [ 39.62720403 236.37279597],0
v4,1,0.714911,0.133421,[115   8] ; [258  21],[114.12686567   8.87313433] ; [258.87313433  20.12686567],0
b5,1,0.738615,0.111348,[77 47] ; [180 102],[78.49261084 45.50738916] ; [178.50738916 103.49261084],0
r3,1,0.785591,0.074006,[115   7] ; [261  18],[114.39401496   7.60598504] ; [261.60598504  17.39401496],0
s1,1,0.785889,0.073795,[  5 116] ; [ 10 270],[  4.52618454 116.47381546] ; [ 10.47381546 269.52618454],0
b2,1,0.81458,0.055001,[17 42] ; [ 46 105],[17.7 41.3] ; [ 45.3 105.7],0
b3,1,0.81458,0.055001,[17 42] ; [ 46 105],[17.7 41.3] ; [ 45.3 105.7],0
p7,1,0.909475,0.012928,[67 51] ; [155 121],[66.48730964 51.51269036] ; [155.51269036 120.48730964],0
n1,1,0.91913,0.010308,[11 21] ; [21 42],[10.77894737 21.22105263] ; [21.22105263 41.77894737],0
u2,1,0.988172,0.00022,[35 32] ; [37 34],[34.95652174 32.04347826] ; [37.04347826 33.95652174],0
