Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,47.640232,[ 19 104] ; [147 135],[50.41481481 72.58518519] ; [115.58518519 166.41481481],1
d2,1,0.0,38.74412,[ 22 102] ; [142 138],[50.33663366 73.66336634] ; [113.66336634 166.33663366],1
a3,1,0.0,33.214575,[55 67] ; [210  71],[80.22332506 41.77667494] ; [184.77667494  96.22332506],1
d1,1,0.0,25.967357,[43 81] ; [175 107],[66.58128079 57.41871921] ; [151.41871921 130.58128079],1
a6,1,1e-06,24.396238,[74 50] ; [232  49],[93.68888889 30.31111111] ; [212.31111111  68.68888889],1
u1,1,4e-06,21.13407,[  4 120] ; [ 60 222],[ 19.54679803 104.45320197] ; [ 44.45320197 237.54679803],1
n4,1,3.3e-05,17.258931,[69 54] ; [216  66],[86.55555556 36.44444444] ; [198.44444444  83.55555556],1
r1,1,0.000607,11.755914,[82 42] ; [228  51],[95.38461538 28.61538462] ; [214.61538462  64.38461538],1
v2,1,0.001005,10.818353,[48 72] ; [155 112],[62.94573643 57.05426357] ; [140.05426357 126.94573643],0
p4,1,0.001143,10.579761,[50 73] ; [163 117],[65.00992556 57.99007444] ; [147.99007444 132.00992556],0
d5,1,0.001418,10.182723,[87 37] ; [236  45],[98.89382716 25.10617284] ; [224.10617284  56.89382716],0
d3,1,0.008193,6.990862,[82 41] ; [222  59],[92.55445545 30.44554455] ; [211.44554455  69.55445545],0
n5,1,0.014456,5.981647,[72 51] ; [198  81],[82.6119403 40.3880597] ; [187.3880597  91.6119403],0
d4,1,0.01993,5.418058,[93 31] ; [238  43],[101.34320988  22.65679012] ; [229.65679012  51.34320988],0
v1,1,0.05105,3.80664,[47 74] ; [136 139],[55.91666667 65.08333333] ; [127.08333333 147.91666667],0
a1,1,0.052357,3.764309,[  2 122] ; [ 17 265],[  5.80295567 118.19704433] ; [ 13.19704433 268.80295567],0
p10,1,0.070793,3.264528,[83 37] ; [216  62],[90.15075377 29.84924623] ; [208.84924623  69.15075377],0
p8,1,0.07306,3.212899,[50 71] ; [141 135],[58.21410579 62.78589421] ; [132.78589421 143.21410579],0
b1,1,0.122046,2.39086,[38 86] ; [109 173],[44.89655172 79.10344828] ; [102.10344828 179.89655172],0
p3,1,0.130869,2.282166,[46 78] ; [126 153],[52.92307692 71.07692308] ; [119.07692308 159.92307692],0
p1,1,0.136892,2.212555,[  6 116] ; [ 26 254],[  9.71144279 112.28855721] ; [ 22.28855721 257.71144279],0
s7,1,0.147957,2.093184,[25 94] ; [ 75 193],[30.74935401 88.25064599] ; [ 69.25064599 198.74935401],0
p9,1,0.148036,2.09237,[87 32] ; [220  56],[92.48860759 26.51139241] ; [214.51139241  61.48860759],0
p12,1,0.191241,1.708031,[  4 119] ; [ 18 260],[  6.74812968 116.25187032] ; [ 15.25187032 262.74812968],0
n3,1,0.193876,1.687912,[26  6] ; [44 20],[23.33333333  8.66666667] ; [46.66666667 17.33333333],0
r4,1,0.223617,1.481005,[102  22] ; [245  37],[105.98029557  18.01970443] ; [241.01970443  40.98029557],0
p5,1,0.229382,1.444687,[  6 117] ; [ 23 256],[  8.87313433 114.12686567] ; [ 20.12686567 258.87313433],0
s5,1,0.266889,1.232666,[ 23 101] ; [ 64 208],[27.24242424 96.75757576] ; [ 59.75757576 212.24242424],0
b4,1,0.273097,1.201125,[78 46] ; [161 121],[72.99507389 51.00492611] ; [166.00492611 115.99507389],0
v3,1,0.284344,1.14621,[35 85] ; [ 94 177],[39.59079284 80.40920716] ; [ 89.40920716 181.59079284],0
u3,1,0.31313,1.017428,[35 33] ; [42 28],[37.94202899 30.05797101] ; [39.05797101 30.94202899],0
p11,1,0.327566,0.958496,[87 37] ; [211  71],[91.01477833 32.98522167] ; [206.98522167  75.01477833],0
p2,1,0.370564,0.801771,[94 29] ; [225  55],[97.36228288 25.63771712] ; [221.63771712  58.36228288],0
