Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.00093,10.962541,[2 2] ; [ 4 72],[0.3 3.7] ; [ 5.7 70.3],1
p3,1,0.014686,5.953795,[3 1] ; [17 62],[0.96385542 3.03614458] ; [19.03614458 59.96385542],0
s1,1,0.026301,4.936118,[2 2] ; [ 9 70],[0.53012048 3.46987952] ; [10.46987952 68.53012048],0
v3,1,0.050005,3.841301,[3 1] ; [22 55],[1.2345679 2.7654321] ; [23.7654321 53.2345679],0
p4,1,0.056607,3.634113,[2 1] ; [16 63],[0.65853659 2.34146341] ; [17.34146341 61.65853659],0
s5,1,0.069702,3.290025,[2 2] ; [12 67],[0.6746988 3.3253012] ; [13.3253012 65.6746988],0
s6,1,0.139896,2.179108,[3 1] ; [30 49],[1.59036145 2.40963855] ; [31.40963855 47.59036145],0
p1,1,0.216522,1.527273,[1 3] ; [ 6 74],[0.33333333 3.66666667] ; [ 6.66666667 73.33333333],0
p7,1,0.259795,1.269852,[2 2] ; [19 58],[1.03703704 2.96296296] ; [19.96296296 57.03703704],0
d2,1,0.29382,1.102036,[3 1] ; [38 41],[1.97590361 2.02409639] ; [39.02409639 39.97590361],0
d4,1,0.298545,1.080684,[2 2] ; [59 21],[2.9047619 1.0952381] ; [58.0952381 21.9047619],0
a6,1,0.305507,1.05,[3 1] ; [39 41],[2. 2.] ; [40. 40.],0
a5,1,0.431685,0.618286,[3 1] ; [44 36],[2.23809524 1.76190476] ; [44.76190476 35.23809524],0
r4,1,0.431685,0.618286,[3 1] ; [44 36],[2.23809524 1.76190476] ; [44.76190476 35.23809524],0
s3,1,0.444601,0.58438,[2 2] ; [25 54],[1.30120482 2.69879518] ; [25.69879518 53.30120482],0
b1,1,0.459597,0.546875,[3 1] ; [45 35],[2.28571429 1.71428571] ; [45.71428571 34.28571429],0
a3,1,0.476022,0.507962,[3 1] ; [45 34],[2.31325301 1.68674699] ; [45.68674699 33.31325301],0
s8,1,0.477563,0.504423,[1 3] ; [10 69],[0.53012048 3.46987952] ; [10.46987952 68.53012048],0
d1,1,0.488422,0.48,[1 3] ; [34 46],[1.66666667 2.33333333] ; [33.33333333 46.66666667],0
p11,1,0.504711,0.445016,[2 2] ; [27 53],[1.38095238 2.61904762] ; [27.61904762 52.38095238],0
b2,1,0.584712,0.298678,[1 3] ; [19 30],[1.50943396 2.49056604] ; [18.49056604 30.50943396],0
b3,1,0.584712,0.298678,[1 3] ; [19 30],[1.50943396 2.49056604] ; [18.49056604 30.50943396],0
r1,1,0.600727,0.273901,[3 1] ; [49 30],[2.5060241 1.4939759] ; [49.4939759 29.5060241],0
a4,1,0.600727,0.273901,[1 3] ; [30 49],[1.4939759 2.5060241] ; [29.5060241 49.4939759],0
d5,1,0.613138,0.25563,[3 1] ; [50 30],[2.52380952 1.47619048] ; [50.47619048 29.52380952],0
p8,1,0.646767,0.21,[1 3] ; [13 67],[0.66666667 3.33333333] ; [13.33333333 66.66666667],0
v4,1,0.704886,0.143439,[3 1] ; [52 27],[2.65060241 1.34939759] ; [52.34939759 26.65060241],0
b4,1,0.729034,0.12,[2 2] ; [47 33],[2.33333333 1.66666667] ; [46.66666667 33.33333333],0
r2,1,0.732148,0.117149,[3 1] ; [63 14],[3.25925926 0.74074074] ; [62.74074074 14.25925926],0
r3,1,0.741775,0.108572,[3 1] ; [53 26],[2.69879518 1.30120482] ; [53.30120482 25.69879518],0
d3,1,0.844554,0.038444,[2 2] ; [36 44],[1.80952381 2.19047619] ; [36.19047619 43.80952381],0
n3,1,0.854,0.033862,[1 1] ; [13 17],[0.875 1.125] ; [13.125 16.875],0
s7,1,0.873347,0.025411,[1 3] ; [16 58],[0.87179487 3.12820513] ; [16.12820513 57.87179487],0
v1,1,0.955748,0.003079,[1 3] ; [21 59],[1.04761905 2.95238095] ; [20.95238095 59.04761905],0
a7,1,0.980294,0.00061,[2 2] ; [40 39],[2.02409639 1.97590361] ; [39.97590361 39.02409639],0
s2,1,1.0,0.0,[1 3] ; [20 60],[1. 3.] ; [20. 60.],0
n2,1,1.0,0.0,[1 1] ; [17 17],[1. 1.] ; [17. 17.],0
