Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,93.204064,[41 44] ; [317  28],[70.76744186 14.23255814] ; [287.23255814  57.76744186],1
p10,1,0.0,26.953072,[57 27] ; [307  34],[71.94352941 12.05647059] ; [292.05647059  48.94352941],1
p4,1,1e-06,24.574534,[34 50] ; [237 104],[53.56235294 30.43764706] ; [217.43764706 123.56235294],1
p3,1,7e-06,20.298081,[29 56] ; [210 133],[47.46495327 37.53504673] ; [191.53504673 151.46495327],1
p9,1,4.7e-05,16.560563,[63 21] ; [309  30],[73.87234043 10.12765957] ; [298.12765957  40.87234043],1
v3,1,7.4e-05,15.706382,[31 50] ; [213 128],[46.83412322 34.16587678] ; [197.16587678 143.83412322],1
v1,1,0.000124,14.736779,[39 42] ; [240 100],[53.67933492 27.32066508] ; [225.32066508 114.67933492],1
s7,1,0.000268,13.285153,[31 53] ; [191 132],[45.81818182 38.18181818] ; [176.18181818 146.81818182],1
p8,1,0.000581,11.834388,[33 51] ; [202 134],[47. 37.] ; [188. 148.],1
p5,1,0.005636,7.66311,[ 3 82] ; [ 50 293],[10.52570093 74.47429907] ; [ 42.47429907 300.52570093],0
p11,1,0.005708,7.640369,[62 23] ; [295  50],[70.56976744 14.43023256] ; [286.43023256  58.56976744],0
s6,1,0.006638,7.368309,[48 36] ; [244  93],[58.26128266 25.73871734] ; [233.73871734 103.26128266],0
a5,1,0.014186,6.014807,[58 27] ; [277  67],[66.37529138 18.62470862] ; [268.62470862  75.37529138],0
p2,1,0.016668,5.73097,[65 20] ; [298  45],[72.0911215 12.9088785] ; [290.9088785  52.0911215],0
p7,1,0.024928,5.028888,[49 35] ; [238  97],[57.53699284 26.46300716] ; [229.46300716 105.53699284],0
s8,1,0.029038,4.765365,[33 52] ; [177 163],[42. 43.] ; [168. 172.],0
n1,1,0.032503,4.571771,[ 3 19] ; [22 35],[ 6.96202532 15.03797468] ; [18.03797468 38.96202532],0
p6,1,0.033313,4.529645,[25 57] ; [147 192],[33.50118765 48.49881235] ; [138.49881235 200.50118765],0
s2,1,0.040693,4.188766,[37 48] ; [189 149],[45.41371158 39.58628842] ; [180.58628842 157.41371158],0
a2,1,0.052445,3.761501,[16 69] ; [101 244],[23.12790698 61.87209302] ; [ 93.87209302 251.12790698],0
s4,1,0.052969,3.744912,[18 67] ; [ 44 297],[12.37089202 72.62910798] ; [ 49.62910798 291.37089202],0
