Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.003979,8.293533,[12  1] ; [ 7 10],[8.23333333 4.76666667] ; [10.76666667  6.23333333],0
p7,1,0.016104,5.791453,[7 6] ; [14  1],[9.75 3.25] ; [11.25  3.75],0
p11,1,0.0348,4.454957,[7 6] ; [15  2],[9.53333333 3.46666667] ; [12.46666667  4.53333333],0
a3,1,0.050239,3.83346,[10  3] ; [ 7 10],[7.36666667 5.63333333] ; [9.63333333 7.36666667],0
d5,1,0.076518,3.137349,[12  1] ; [11  6],[9.96666667 3.03333333] ; [13.03333333  3.96666667],0
p3,1,0.078467,3.096374,[5 8] ; [12  5],[7.36666667 5.63333333] ; [9.63333333 7.36666667],0
p4,1,0.091335,2.850679,[7 6] ; [14  3],[9.1 3.9] ; [11.9  5.1],0
v2,1,0.09821,2.734375,[9 3] ; [7 9],[6.85714286 5.14285714] ; [9.14285714 6.85714286],0
n3,1,0.134802,2.23631,[4 1] ; [3 5],[2.69230769 2.30769231] ; [4.30769231 3.69230769],0
s4,1,0.185116,1.756067,[ 2 11] ; [ 6 10],[3.5862069 9.4137931] ; [ 4.4137931 11.5862069],0
r1,1,0.185116,1.756067,[ 2 11] ; [ 6 10],[3.5862069 9.4137931] ; [ 4.4137931 11.5862069],0
r2,1,0.187039,1.740789,[10  2] ; [9 6],[8.44444444 3.55555556] ; [10.55555556  4.44444444],0
s5,1,0.226765,1.461039,[ 1 10] ; [ 4 10],[2.2 8.8] ; [ 2.8 11.2],0
p10,1,0.233297,1.420648,[7 6] ; [12  4],[8.51724138 4.48275862] ; [10.48275862  5.51724138],0
v3,1,0.237552,1.395061,[5 8] ; [ 3 13],[3.5862069 9.4137931] ; [ 4.4137931 11.5862069],0
n2,1,0.252244,1.310833,[3 2] ; [7 1],[3.84615385 1.15384615] ; [6.15384615 1.84615385],0
n6,1,0.297365,1.085973,[10  3] ; [10  7],[8.66666667 4.33333333] ; [11.33333333  5.66666667],0
a7,1,0.309564,1.032534,[6 7] ; [11  6],[7.36666667 5.63333333] ; [9.63333333 7.36666667],0
b4,1,0.309564,1.032534,[7 6] ; [ 6 11],[5.63333333 7.36666667] ; [7.36666667 9.63333333],0
a4,1,0.309564,1.032534,[7 6] ; [ 6 11],[5.63333333 7.36666667] ; [7.36666667 9.63333333],0
d4,1,0.345702,0.889173,[7 6] ; [12  5],[8.23333333 4.76666667] ; [10.76666667  6.23333333],0
p9,1,0.368042,0.810264,[11  2] ; [12  5],[9.96666667 3.03333333] ; [13.03333333  3.96666667],0
n5,1,0.524967,0.404125,[11  2] ; [12  4],[10.31034483  2.68965517] ; [12.68965517  3.31034483],0
d2,1,0.547403,0.361991,[6 7] ; [ 6 11],[5.2 7.8] ; [ 6.8 10.2],0
d1,1,0.547403,0.361991,[6 7] ; [ 6 11],[5.2 7.8] ; [ 6.8 10.2],0
r3,1,0.549076,0.358974,[10  3] ; [10  5],[9.28571429 3.71428571] ; [10.71428571  4.28571429],0
b1,1,0.557765,0.343588,[9 4] ; [10  7],[8.23333333 4.76666667] ; [10.76666667  6.23333333],0
a6,1,0.557765,0.343588,[9 4] ; [10  7],[8.23333333 4.76666667] ; [10.76666667  6.23333333],0
a5,1,0.557765,0.343588,[9 4] ; [10  7],[8.23333333 4.76666667] ; [10.76666667  6.23333333],0
s7,1,0.609834,0.260417,[6 3] ; [9 7],[5.4 3.6] ; [9.6 6.4],0
s8,1,0.637947,0.221437,[6 7] ; [ 6 10],[5.37931034 7.62068966] ; [6.62068966 9.37931034],0
b5,1,0.656787,0.19745,[9 4] ; [13  4],[9.53333333 3.46666667] ; [12.46666667  4.53333333],0
s6,1,0.704738,0.14359,[7 6] ; [7 8],[6.5 6.5] ; [7.5 7.5],0
s3,1,0.704738,0.14359,[7 6] ; [7 8],[6.5 6.5] ; [7.5 7.5],0
a2,1,0.712547,0.135747,[ 3 10] ; [ 3 14],[ 2.6 10.4] ; [ 3.4 13.6],0
s2,1,0.742787,0.107692,[7 6] ; [9 6],[7.42857143 5.57142857] ; [8.57142857 6.42857143],0
p2,1,0.772561,0.083536,[11  2] ; [15  2],[11.26666667  1.73333333] ; [14.73333333  2.26666667],0
v1,1,0.823218,0.049911,[5 7] ; [ 6 10],[4.71428571 7.28571429] ; [6.28571429 9.71428571],0
v4,1,0.826824,0.047863,[10  3] ; [11  4],[9.75 3.25] ; [11.25  3.75],0
a1,1,0.843876,0.038785,[ 1 12] ; [ 1 16],[ 0.86666667 12.13333333] ; [ 1.13333333 15.86666667],0
u1,1,0.869125,0.027149,[ 2 11] ; [ 3 14],[ 2.16666667 10.83333333] ; [ 2.83333333 14.16666667],0
d3,1,0.875948,0.02437,[6 6] ; [8 9],[5.79310345 6.20689655] ; [8.20689655 8.79310345],0
n1,1,0.928177,0.008125,[2 3] ; [3 5],[1.92307692 3.07692308] ; [3.07692308 4.92307692],0
b2,1,1.0,0.0,[2 4] ; [4 8],[2. 4.] ; [4. 8.],0
b3,1,1.0,0.0,[2 4] ; [4 8],[2. 4.] ; [4. 8.],0
