Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.121974,[225  55] ; [59 47],[206.01036269  73.98963731] ; [77.98963731 28.01036269],1
b1,1,2.9e-05,17.504217,[ 88 193] ; [60 51],[106.09183673 174.90816327] ; [41.90816327 69.09183673],1
p9,1,0.000601,11.773225,[231  49] ; [71 36],[218.50129199  61.49870801] ; [83.49870801 23.50129199],1
n4,1,0.001697,9.851043,[217  64] ; [67 42],[204.62564103  76.37435897] ; [79.37435897 29.62564103],0
v4,1,0.006599,7.379086,[275   5] ; [102   8],[270.66666667   9.33333333] ; [106.33333333   3.66666667],0
p12,1,0.011125,6.445186,[ 21 259] ; [  1 109],[ 15.79487179 264.20512821] ; [  6.20512821 103.79487179],0
p2,1,0.013963,6.042818,[212  69] ; [70 41],[202.14795918  78.85204082] ; [79.85204082 31.14795918],0
s1,1,0.021618,5.276235,[  8 267] ; [  9 100],[ 12.17447917 262.82552083] ; [  4.82552083 104.17447917],0
s4,1,0.025764,4.971784,[ 41 236] ; [27 84],[ 48.54639175 228.45360825] ; [19.45360825 91.54639175],0
r3,1,0.037249,4.338976,[280   1] ; [108   3],[278.13265306   2.86734694] ; [109.86734694   1.13265306],0
n6,1,0.039207,4.25188,[235  46] ; [82 28],[227.81841432  53.18158568] ; [89.18158568 20.81841432],0
s5,1,0.042051,4.133152,[ 71 200] ; [38 65],[ 78.98128342 192.01871658] ; [30.01871658 72.98128342],0
s6,1,0.079448,3.076158,[173 107] ; [77 31],[180.41237113  99.58762887] ; [69.58762887 38.41237113],0
n5,1,0.082647,3.01207,[197  82] ; [67 42],[189.83505155  89.16494845] ; [74.16494845 34.83505155],0
b3,1,0.099689,2.710514,[ 75 109] ; [17 42],[ 69.66255144 114.33744856] ; [22.33744856 36.66255144],0
b2,1,0.099689,2.710514,[ 75 109] ; [17 42],[ 69.66255144 114.33744856] ; [22.33744856 36.66255144],0
p1,1,0.130621,2.285113,[ 12 268] ; [  9 102],[ 15.03836317 264.96163683] ; [  5.96163683 105.03836317],0
b4,1,0.152499,2.047071,[174 107] ; [60 51],[167.73979592 113.26020408] ; [66.26020408 44.73979592],0
u3,1,0.164629,1.931185,[51 31] ; [25  8],[54.19130435 27.80869565] ; [21.80869565 11.19130435],0
a2,1,0.191024,1.709702,[ 68 213] ; [34 77],[ 73.11734694 207.88265306] ; [28.88265306 82.11734694],0
v1,1,0.210315,1.569258,[132 138] ; [46 64],[126.47368421 143.52631579] ; [51.52631579 58.47368421],0
s2,1,0.216587,1.526842,[135 141] ; [62 49],[140.49612403 135.50387597] ; [56.50387597 54.49612403],0
d2,1,0.261138,1.262715,[132 147] ; [59 51],[136.98971722 142.01028278] ; [54.01028278 55.98971722],0
d1,1,0.285717,1.139695,[156 125] ; [55 56],[151.25255102 129.74744898] ; [59.74744898 51.25255102],0
a7,1,0.291627,1.112096,[197  84] ; [83 27],[201.22762148  79.77237852] ; [78.77237852 31.22762148],0
u4,1,0.315751,1.006466,[  7 274] ; [  1 110],[  5.73469388 275.26530612] ; [  2.26530612 108.73469388],0
a6,1,0.315778,1.006355,[201  80] ; [73 37],[196.91560102  84.08439898] ; [77.08439898 32.91560102],0
r2,1,0.320427,0.987204,[274   7] ; [109   1],[275.25063939   5.74936061] ; [107.74936061   2.25063939],0
u2,1,0.335798,0.926408,[51 30] ; [17 15],[48.74336283 32.25663717] ; [19.25663717 12.74336283],0
s7,1,0.346259,0.88712,[118 156] ; [49 52],[122.02133333 151.97866667] ; [44.97866667 56.02133333],0
n1,1,0.354162,0.858489,[26 48] ; [18 23],[28.31304348 45.68695652] ; [15.68695652 25.31304348],0
v3,1,0.363245,0.826642,[ 96 170] ; [32 71],[ 92.27100271 173.72899729] ; [35.72899729 67.27100271],0
d3,1,0.418371,0.654887,[190  91] ; [69 40],[186.61282051  94.38717949] ; [72.38717949 36.61282051],0
v2,1,0.420572,0.648715,[141 124] ; [52 55],[137.48655914 127.51344086] ; [55.51344086 51.48655914],0
p6,1,0.421089,0.647274,[ 62 216] ; [29 82],[ 65.03341902 212.96658098] ; [25.96658098 85.03341902],0
s8,1,0.435186,0.608942,[108 173] ; [47 63],[111.39386189 169.60613811] ; [43.60613811 66.39386189],0
p3,1,0.454155,0.56026,[105 176] ; [37 74],[101.79081633 179.20918367] ; [40.20918367 70.79081633],0
b5,1,0.486567,0.48411,[182  99] ; [76 35],[184.94387755  96.05612245] ; [73.05612245 37.94387755],0
d4,1,0.534847,0.385174,[227  54] ; [85 24],[224.8  56.2] ; [87.2 21.8],0
a5,1,0.55237,0.353088,[196  85] ; [74 37],[193.54591837  87.45408163] ; [76.45408163 34.54591837],0
a8,1,0.562911,0.334689,[ 32 223] ; [15 86],[ 33.66573034 221.33426966] ; [13.33426966 87.66573034],0
