Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.801452,[11 74] ; [30 23],[25.25362319 59.74637681] ; [15.74637681 37.25362319],1
s6,1,7.9e-05,15.592248,[24 61] ; [33 20],[35.10869565 49.89130435] ; [21.89130435 31.10869565],1
s7,1,0.000233,13.547749,[ 9 71] ; [19 30],[17.36434109 62.63565891] ; [10.63565891 38.36434109],1
s8,1,0.016192,5.781937,[ 8 77] ; [13 40],[12.93478261 72.06521739] ; [ 8.06521739 44.93478261],0
p4,1,0.022782,5.185032,[26 61] ; [26 27],[32.31428571 54.68571429] ; [19.68571429 33.31428571],0
s4,1,0.023804,5.108852,[ 9 77] ; [13 39],[13.71014493 72.28985507] ; [ 8.28985507 43.71014493],0
p7,1,0.031319,4.635393,[28 58] ; [27 26],[34.02877698 51.97122302] ; [20.97122302 32.02877698],0
p5,1,0.045019,4.017916,[ 1 86] ; [ 4 48],[ 3.1294964 83.8705036] ; [ 1.8705036 50.1294964],0
p3,1,0.062412,3.472114,[22 65] ; [21 31],[26.91366906 60.08633094] ; [16.08633094 35.91366906],0
v1,1,0.065147,3.401239,[26 61] ; [24 29],[31.07142857 55.92857143] ; [18.92857143 34.07142857],0
p2,1,0.074266,3.186132,[39 48] ; [32 21],[44.12142857 42.87857143] ; [26.87857143 26.12142857],0
r4,1,0.076982,3.127499,[53 34] ; [40 13],[57.79285714 29.20714286] ; [35.20714286 17.79285714],0
r1,1,0.092041,2.838301,[53 33] ; [40 13],[57.53956835 28.46043165] ; [35.46043165 17.53956835],0
p8,1,0.099107,2.719856,[19 68] ; [18 34],[23.15827338 63.84172662] ; [13.84172662 38.15827338],0
v4,1,0.121272,2.400818,[63 23] ; [44  8],[66.68115942 19.31884058] ; [40.31884058 11.68115942],0
s1,1,0.122337,2.387139,[ 5 81] ; [ 7 45],[ 7.47826087 78.52173913] ; [ 4.52173913 47.47826087],0
s5,1,0.125569,2.346446,[10 75] ; [11 40],[13.125 71.875] ; [ 7.875 43.125],0
r3,1,0.135081,2.233119,[63 22] ; [45  8],[66.52173913 18.47826087] ; [41.47826087 11.52173913],0
v3,1,0.137239,2.208643,[19 64] ; [18 34],[22.74814815 60.25185185] ; [14.25185185 37.74814815],0
u2,1,0.156376,2.00893,[17 25] ; [13  9],[19.6875 22.3125] ; [10.3125 11.6875],0
d5,1,0.159886,1.975302,[61 26] ; [31 22],[57.17142857 29.82857143] ; [34.82857143 18.17142857],0
u3,1,0.163541,1.941176,[20 24] ; [14  8],[22.66666667 21.33333333] ; [11.33333333 10.66666667],0
n1,1,0.169357,1.888623,[10 26] ; [10 12],[12.4137931 23.5862069] ; [ 7.5862069 14.4137931],0
p6,1,0.236432,1.401744,[14 70] ; [13 39],[16.67647059 67.32352941] ; [10.32352941 41.67647059],0
a8,1,0.269548,1.219048,[ 3 77] ; [ 4 44],[ 4.375 75.625] ; [ 2.625 45.375],0
n2,1,0.299588,1.076029,[18 17] ; [15  8],[19.9137931 15.0862069] ; [13.0862069  9.9137931],0
r2,1,0.305885,1.048361,[68 17] ; [46  7],[70.2173913 14.7826087] ; [43.7826087  9.2173913],0
a3,1,0.329834,0.949549,[43 43] ; [31 22],[45.78417266 40.21582734] ; [28.21582734 24.78417266],0
a2,1,0.334893,0.929885,[17 70] ; [ 7 46],[14.91428571 72.08571429] ; [ 9.08571429 43.91428571],0
u1,1,0.357872,0.845347,[10 77] ; [ 9 44],[11.80714286 75.19285714] ; [ 7.19285714 45.80714286],0
n5,1,0.373433,0.792209,[42 44] ; [30 23],[44.54676259 41.45323741] ; [27.45323741 25.54676259],0
p1,1,0.422409,0.643604,[ 5 81] ; [ 5 48],[ 6.18705036 79.81294964] ; [ 3.81294964 49.18705036],0
b2,1,0.460283,0.545207,[15 41] ; [10 19],[16.47058824 39.52941176] ; [ 8.52941176 20.47058824],0
b3,1,0.460283,0.545207,[15 41] ; [10 19],[16.47058824 39.52941176] ; [ 8.52941176 20.47058824],0
a5,1,0.462063,0.540893,[47 40] ; [32 21],[49.09285714 37.90714286] ; [29.90714286 23.09285714],0
b1,1,0.481983,0.494374,[48 39] ; [26 27],[45.98571429 41.01428571] ; [28.01428571 24.98571429],0
