Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.818034,[40 59] ; [212  64],[66.528 32.472] ; [185.472  90.528],1
a6,1,0.0,35.806058,[45 54] ; [214  61],[68.55882353 30.44117647] ; [190.44117647  84.55882353],1
a2,1,1.8e-05,18.390648,[10 89] ; [ 89 187],[26.136 72.864] ; [ 72.864 203.136],1
u1,1,3.2e-05,17.266873,[ 6 93] ; [ 71 205],[20.328 78.672] ; [ 56.672 219.328],1
v4,1,0.000841,11.148032,[89 10] ; [269   6],[94.76470588  4.23529412] ; [263.23529412  11.76470588],1
r2,1,0.005654,7.65727,[89  9] ; [266   7],[93.77358491  4.22641509] ; [261.22641509  11.77358491],0
d1,1,0.005916,7.575777,[49 50] ; [180  96],[60.456 38.544] ; [168.544 107.456],0
u3,1,0.009251,6.773768,[ 9 15] ; [48 23],[14.4  9.6] ; [42.6 28.4],0
s8,1,0.014319,5.998341,[61 38] ; [129 144],[50.56451613 48.43548387] ; [139.43548387 133.56451613],0
d5,1,0.018578,5.540791,[74 24] ; [237  39],[81.49197861 16.50802139] ; [229.50802139  46.49197861],0
p10,1,0.024498,5.059,[77 21] ; [240  33],[83.73584906 14.26415094] ; [233.26415094  39.73584906],0
r4,1,0.02826,4.812122,[86 13] ; [259  17],[91.08  7.92] ; [253.92  22.08],0
n2,1,0.04861,3.888766,[9 7] ; [35  8],[11.93220339  4.06779661] ; [32.06779661 10.93220339],0
p4,1,0.04913,3.870922,[71 28] ; [224  52],[77.88 21.12] ; [217.12  58.88],0
s5,1,0.065958,3.380857,[41 52] ; [ 90 179],[33.65469613 59.34530387] ; [ 97.34530387 171.65469613],0
b1,1,0.066055,3.378427,[50 49] ; [110 166],[42.24 56.76] ; [117.76 158.24],0
p7,1,0.083736,2.99085,[67 31] ; [210  62],[73.36756757 24.63243243] ; [203.63243243  68.36756757],0
p6,1,0.105235,2.624356,[36 60] ; [128 144],[42.7826087 53.2173913] ; [121.2173913 150.7826087],0
b2,1,0.108202,2.580294,[37 35] ; [ 70 104],[31.31707317 40.68292683] ; [75.68292683 98.31707317],0
b3,1,0.108202,2.580294,[37 35] ; [ 70 104],[31.31707317 40.68292683] ; [75.68292683 98.31707317],0
u2,1,0.111927,2.526797,[11 13] ; [45 25],[14.29787234  9.70212766] ; [41.70212766 28.29787234],0
p9,1,0.143285,2.142324,[83 15] ; [247  27],[86.93548387 11.06451613] ; [243.06451613  30.93548387],0
u4,1,0.145617,2.117571,[ 5 94] ; [  6 270],[ 2.904 96.096] ; [  8.096 267.904],0
r1,1,0.14625,2.11093,[75 24] ; [226  48],[79.89008043 19.10991957] ; [221.10991957  52.89008043],0
n4,1,0.156669,2.006091,[86 12] ; [225  51],[81.49197861 16.50802139] ; [229.50802139  46.49197861],0
p2,1,0.161371,1.961328,[82 16] ; [245  30],[85.91420912 12.08579088] ; [241.08579088  33.91420912],0
s6,1,0.200546,1.63839,[70 26] ; [179  93],[64.95652174 31.04347826] ; [184.04347826  87.95652174],0
v2,1,0.206603,1.595068,[55 40] ; [174  93],[60.09668508 34.90331492] ; [168.90331492  98.09668508],0
s3,1,0.250804,1.31882,[59 39] ; [146 127],[54.1509434 43.8490566] ; [150.8490566 122.1509434],0
v1,1,0.274423,1.194503,[53 42] ; [166 101],[57.47237569 37.52762431] ; [161.52762431 105.47237569],0
r3,1,0.292897,1.106259,[92  7] ; [263  12],[93.97058824  5.02941176] ; [261.02941176  13.97058824],0
p12,1,0.328845,0.95344,[ 8 88] ; [ 33 243],[10.58064516 85.41935484] ; [ 30.41935484 245.58064516],0
b5,1,0.340129,0.909944,[53 46] ; [163 113],[57.024 41.976] ; [158.976 117.024],0
a4,1,0.340211,0.909637,[42 57] ; [132 143],[46.05882353 52.94117647] ; [127.94117647 147.05882353],0
d4,1,0.357055,0.848224,[78 20] ; [231  45],[80.96791444 17.03208556] ; [228.03208556  47.96791444],0
s7,1,0.363252,0.826617,[57 40] ; [135 118],[53.21142857 43.78857143] ; [138.78857143 114.21142857],0
p5,1,0.426051,0.633565,[21 78] ; [ 48 225],[18.36290323 80.63709677] ; [ 50.63709677 222.36290323],0
p8,1,0.426679,0.631846,[59 38] ; [179  95],[62.22641509 34.77358491] ; [175.77358491  98.22641509],0
s2,1,0.466923,0.529249,[53 46] ; [135 139],[49.89812332 49.10187668] ; [138.10187668 135.89812332],0
a5,1,0.497341,0.460606,[80 19] ; [214  62],[77.616 21.384] ; [216.384  59.616],0
n3,1,0.587435,0.294367,[12  4] ; [35  8],[12.74576271  3.25423729] ; [34.25423729  8.74576271],0
v3,1,0.619945,0.245945,[47 49] ; [121 142],[44.92479109 51.07520891] ; [123.07520891 139.92479109],0
p1,1,0.624485,0.239614,[11 87] ; [ 36 238],[12.38172043 85.61827957] ; [ 34.61827957 239.38172043],0
d2,1,0.674408,0.176489,[48 50] ; [142 134],[49.78609626 48.21390374] ; [140.21390374 135.78609626],0
b4,1,0.676768,0.173787,[55 44] ; [160 116],[56.76 42.24] ; [158.24 117.76],0
