Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,51.719348,[20 86] ; [82 42],[47.00869565 58.99130435] ; [54.99130435 69.00869565],1
r3,1,0.004367,8.124607,[96 11] ; [122   2],[100.97835498   6.02164502] ; [117.02164502   6.97835498],0
r4,1,0.012886,6.184665,[89 18] ; [116   8],[94.95670996 12.04329004] ; [110.04329004  13.95670996],0
a5,1,0.053134,3.739694,[80 27] ; [78 46],[73.18614719 33.81385281] ; [84.81385281 39.18614719],0
a7,1,0.066982,3.35548,[74 33] ; [98 25],[80.0173913 26.9826087] ; [91.9826087 31.0173913],0
s8,1,0.088603,2.899571,[23 84] ; [39 85],[28.71861472 78.28138528] ; [33.28138528 90.71861472],0
a8,1,0.114259,2.494304,[16 81] ; [ 11 107],[12.18139535 84.81860465] ; [ 14.81860465 103.18139535],0
r2,1,0.123559,2.371612,[94 12] ; [116   7],[97.20524017  8.79475983] ; [112.79475983  10.20524017],0
p5,1,0.165816,1.920369,[10 95] ; [  6 118],[ 7.33624454 97.66375546] ; [  8.66375546 115.33624454],0
v3,1,0.173156,1.855408,[26 76] ; [41 80],[30.64573991 71.35426009] ; [36.35426009 84.64573991],0
p4,1,0.174648,1.84259,[65 41] ; [65 59],[59.91304348 46.08695652] ; [70.08695652 53.91304348],0
n5,1,0.17635,1.828119,[78 28] ; [81 43],[73.27826087 32.72173913] ; [85.72173913 38.27826087],0
n4,1,0.215205,1.536063,[78 29] ; [81 43],[73.64935065 33.35064935] ; [85.35064935 38.64935065],0
p11,1,0.216326,1.528576,[79 28] ; [100  24],[82.91341991 24.08658009] ; [96.08658009 27.91341991],0
a2,1,0.237278,1.396694,[16 91] ; [26 98],[19.45454545 87.54545455] ; [ 22.54545455 101.45454545],0
n6,1,0.261153,1.262632,[89 18] ; [95 28],[85.6 21.4] ; [98.4 24.6],0
b5,1,0.280226,1.165992,[67 40] ; [86 38],[70.87012987 36.12987013] ; [82.12987013 41.87012987],0
p2,1,0.283298,1.151201,[84 22] ; [105  19],[87.10434783 18.89565217] ; [101.89565217  22.10434783],0
a6,1,0.298526,1.080767,[70 37] ; [89 35],[73.64935065 33.35064935] ; [85.35064935 38.64935065],0
b4,1,0.30608,1.047517,[62 45] ; [80 44],[65.77489177 41.22510823] ; [76.22510823 47.77489177],0
s4,1,0.328099,0.956384,[17 87] ; [26 95],[19.87555556 84.12444444] ; [23.12444444 97.87555556],0
v1,1,0.342904,0.899543,[58 49] ; [56 61],[54.45535714 52.54464286] ; [59.54464286 57.45535714],0
d3,1,0.354089,0.85875,[76 31] ; [81 43],[72.72294372 34.27705628] ; [84.27705628 39.72294372],0
v2,1,0.366286,0.816227,[57 47] ; [55 58],[53.67741935 50.32258065] ; [58.32258065 54.67741935],0
p8,1,0.37021,0.802959,[54 50] ; [57 67],[50.63157895 53.36842105] ; [60.36842105 63.63157895],0
a1,1,0.375111,0.786662,[  6 101] ; [  4 120],[  4.63203463 102.36796537] ; [  5.36796537 118.63203463],0
b1,1,0.382516,0.7626,[33 74] ; [45 79],[36.12987013 70.87012987] ; [41.87012987 82.12987013],0
v4,1,0.402103,0.702029,[99  8] ; [118   6],[100.51515152   6.48484848] ; [116.48484848   7.51515152],0
u3,1,0.408971,0.681789,[22 21] ; [31 21],[23.98947368 19.01052632] ; [29.01052632 22.98947368],0
n3,1,0.422444,0.643507,[20  8] ; [21  5],[21.25925926  6.74074074] ; [19.74074074  6.25925926],0
u1,1,0.456725,0.553908,[12 95] ; [ 18 106],[13.8961039 93.1038961] ; [ 16.1038961 107.8961039],0
a4,1,0.481113,0.496339,[44 63] ; [45 78],[41.40434783 65.59565217] ; [47.59565217 75.40434783],0
r1,1,0.482594,0.492996,[80 27] ; [96 26],[82.23580786 24.76419214] ; [93.76419214 28.23580786],0
s1,1,0.485211,0.487128,[  2 104] ; [  1 120],[  1.40088106 104.59911894] ; [  1.59911894 119.40088106],0
p12,1,0.523386,0.407216,[ 7 99] ; [ 11 113],[ 8.29565217 97.70434783] ; [  9.70434783 114.29565217],0
u2,1,0.566332,0.328858,[21 22] ; [29 24],[22.39583333 20.60416667] ; [27.60416667 25.39583333],0
d1,1,0.592112,0.287058,[59 48] ; [64 60],[56.97402597 50.02597403] ; [66.02597403 57.97402597],0
b3,1,0.636961,0.222739,[18 38] ; [16 41],[16.84955752 39.15044248] ; [17.15044248 39.84955752],0
b2,1,0.636961,0.222739,[18 38] ; [16 41],[16.84955752 39.15044248] ; [17.15044248 39.84955752],0
p6,1,0.675088,0.175707,[34 72] ; [36 86],[32.54385965 73.45614035] ; [37.45614035 84.54385965],0
