Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.876528,[45 32] ; [10 49],[31.13970588 45.86029412] ; [23.86029412 35.13970588],1
s8,1,1.9e-05,18.325016,[39 38] ; [ 9 50],[27.17647059 49.82352941] ; [20.82352941 38.17647059],1
s5,1,4e-05,16.870501,[31 42] ; [ 6 53],[20.46212121 52.53787879] ; [16.53787879 42.46212121],1
s3,1,6.5e-05,15.963622,[50 25] ; [18 39],[38.63636364 36.36363636] ; [29.36363636 27.63636364],1
a5,1,0.000117,14.844719,[62 15] ; [29 30],[51.52205882 25.47794118] ; [39.47794118 19.52205882],1
p10,1,0.000138,14.525492,[64 12] ; [32 27],[54.04444444 21.95555556] ; [41.95555556 17.04444444],1
s4,1,0.000157,14.283762,[24 53] ; [ 3 56],[15.28676471 61.71323529] ; [11.71323529 47.28676471],1
s7,1,0.000674,11.560421,[39 36] ; [13 44],[29.54545455 45.45454545] ; [22.45454545 34.54545455],1
d5,1,0.001564,10.001601,[63 14] ; [33 25],[54.75555556 22.24444444] ; [41.24444444 16.75555556],0
u3,1,0.003283,8.643188,[17  5] ; [ 6 13],[12.34146341  9.65853659] ; [10.65853659  8.34146341],0
p9,1,0.006983,7.277232,[64 13] ; [37 22],[57.18382353 19.81617647] ; [43.81617647 15.18382353],0
d3,1,0.017993,5.596787,[63 14] ; [37 21],[57.03703704 19.96296296] ; [42.96296296 15.03703704],0
d4,1,0.02184,5.258522,[67 10] ; [42 17],[61.71323529 15.28676471] ; [47.28676471 11.71323529],0
p3,1,0.030663,4.671705,[47 30] ; [25 34],[40.76470588 36.23529412] ; [31.23529412 27.76470588],0
u1,1,0.034305,4.479448,[13 64] ; [ 3 56],[ 9.05882353 67.94117647] ; [ 6.94117647 52.05882353],0
a4,1,0.049889,3.845176,[32 45] ; [15 44],[26.61029412 50.38970588] ; [20.38970588 38.61029412],0
r3,1,0.062889,3.459498,[75  2] ; [53  6],[72.47058824  4.52941176] ; [55.52941176  3.47058824],0
