Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,40.354571,[229  90] ; [107 130],[192.77697842 126.22302158] ; [143.22302158  93.77697842],1
v3,1,0.0,37.295959,[168 148] ; [ 66 175],[132.7540395 183.2459605] ; [101.2459605 139.7540395],1
p6,1,2.6e-05,17.656356,[147 172] ; [ 70 174],[122.95381883 196.04618117] ; [ 94.04618117 149.95381883],1
p3,1,7.7e-05,15.624077,[196 131] ; [106 139],[172.64685315 154.35314685] ; [129.35314685 115.64685315],1
p4,1,8.6e-05,15.411022,[232  94] ; [136 110],[209.73426573 116.26573427] ; [158.26573427  87.73426573],1
p9,1,0.000279,13.207311,[302  23] ; [203  41],[288.44463972  36.55536028] ; [216.55536028  27.44463972],1
n5,1,0.000451,12.308143,[274  53] ; [174  69],[257.01052632  69.98947368] ; [190.98947368  52.01052632],1
s8,1,0.000949,10.92428,[171 156] ; [ 94 151],[151.49475524 175.50524476] ; [113.50524476 131.49475524],1
s5,1,0.001105,10.642458,[130 190] ; [ 65 173],[111.82795699 208.17204301] ; [ 83.17204301 154.82795699],0
p8,1,0.002736,8.975453,[201 119] ; [122 121],[183.58792185 136.41207815] ; [139.41207815 103.58792185],0
v4,1,0.005128,7.833813,[318   8] ; [225  18],[311.10369069  14.89630931] ; [231.89630931  11.10369069],0
s6,1,0.007116,7.243566,[233  90] ; [148  93],[218.19680851 104.80319149] ; [162.80319149  78.19680851],0
p5,1,0.007333,7.18952,[ 51 275] ; [ 20 225],[ 40.53590193 285.46409807] ; [ 30.46409807 214.53590193],0
p7,1,0.010105,6.616318,[231  86] ; [151  90],[217.01433692  99.98566308] ; [164.98566308  76.01433692],0
p10,1,0.014898,5.92847,[293  31] ; [204  40],[283.5  40.5] ; [213.5  30.5],0
p12,1,0.019499,5.45623,[ 35 289] ; [ 13 232],[ 27.33216169 296.66783831] ; [ 20.66783831 224.33216169],0
a5,1,0.024829,5.035795,[269  60] ; [182  64],[258.05043478  70.94956522] ; [192.94956522  53.05043478],0
b2,1,0.026871,4.899086,[ 93 127] ; [ 45 101],[ 82.95081967 137.04918033] ; [55.04918033 90.95081967],0
b3,1,0.026871,4.899086,[ 93 127] ; [ 45 101],[ 82.95081967 137.04918033] ; [55.04918033 90.95081967],0
n4,1,0.027895,4.834556,[279  50] ; [191  55],[268.92173913  60.07826087] ; [201.07826087  44.92173913],0
s2,1,0.02847,4.799375,[178 147] ; [111 133],[165.07029877 159.92970123] ; [123.92970123 120.07029877],0
b5,1,0.046892,3.949245,[205 124] ; [133 113],[193.39478261 135.60521739] ; [144.60521739 101.39478261],0
u1,1,0.057965,3.594683,[ 76 253] ; [ 41 205],[ 66.94434783 262.05565217] ; [ 50.05565217 195.94434783],0
n1,1,0.059101,3.562445,[26 30] ; [18 43],[21.05982906 34.94017094] ; [22.94017094 38.05982906],0
r4,1,0.066883,3.357919,[306  23] ; [218  28],[299.81913043  29.18086957] ; [224.18086957  21.81913043],0
r1,1,0.073849,3.195334,[275  53] ; [191  54],[266.7504363  61.2495637] ; [199.2495637  45.7504363],0
u4,1,0.095891,2.772581,[  9 320] ; [  2 244],[  6.29391304 322.70608696] ; [  4.70608696 241.29391304],0
a3,1,0.162653,1.949389,[254  74] ; [178  68],[246.85714286  81.14285714] ; [185.14285714  60.85714286],0
s7,1,0.166266,1.916295,[165 150] ; [111 128],[156.93140794 158.06859206] ; [119.06859206 119.93140794],0
p2,1,0.168101,1.899795,[294  32] ; [211  33],[288.8245614  37.1754386] ; [216.1754386  27.8245614],0
n6,1,0.182347,1.778389,[291  36] ; [208  36],[285.76707531  41.23292469] ; [213.23292469  30.76707531],0
d4,1,0.225923,1.466347,[299  30] ; [215  30],[294.6097561  34.3902439] ; [219.3902439  25.6097561],0
a4,1,0.247319,1.338385,[168 160] ; [114 132],[161.14285714 166.85714286] ; [120.85714286 125.14285714],0
a8,1,0.253597,1.30338,[ 47 248] ; [ 28 198],[ 42.46641075 252.53358925] ; [ 32.53358925 193.46641075],0
s1,1,0.27146,1.209353,[  6 319] ; [  8 235],[  8.01056338 316.98943662] ; [  5.98943662 237.01056338],0
d1,1,0.29181,1.11125,[238  91] ; [168  78],[232.3026087  96.6973913] ; [173.6973913  72.3026087],0
r2,1,0.317713,0.998338,[311  14] ; [228  15],[308.40669014  16.59330986] ; [230.59330986  12.40669014],0
n2,1,0.321417,0.983171,[45 11] ; [45 17],[42.71186441 13.28813559] ; [47.28813559 14.71186441],0
a2,1,0.344691,0.892907,[ 89 240] ; [ 58 188],[ 84.10956522 244.89043478] ; [ 62.89043478 183.10956522],0
