Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.6e-05,18.597439,[9 3] ; [ 8 46],[3.09090909 8.90909091] ; [13.90909091 40.09090909],1
s7,1,0.002024,9.527606,[6 3] ; [ 9 41],[2.28813559 6.71186441] ; [12.71186441 37.28813559],0
s6,1,0.003382,8.588943,[9 3] ; [16 38],[4.54545455 7.45454545] ; [20.45454545 33.54545455],0
u3,1,0.01982,5.427692,[4 2] ; [ 6 24],[1.66666667 4.33333333] ; [ 8.33333333 21.66666667],0
d1,1,0.021346,5.298333,[6 6] ; [10 44],[2.90909091 9.09090909] ; [13.09090909 40.90909091],0
d5,1,0.026818,4.902469,[10  2] ; [26 28],[6.54545455 5.45454545] ; [29.45454545 24.54545455],0
p10,1,0.027351,4.868498,[9 2] ; [24 29],[5.671875 5.328125] ; [27.328125 25.671875],0
d4,1,0.03308,4.541625,[11  1] ; [32 22],[7.81818182 4.18181818] ; [35.18181818 18.81818182],0
r4,1,0.034383,4.475568,[5 7] ; [ 8 46],[2.36363636 9.63636364] ; [10.63636364 43.36363636],0
d3,1,0.04217,4.12837,[9 3] ; [23 31],[5.81818182 6.18181818] ; [26.18181818 27.81818182],0
p4,1,0.060311,3.528822,[8 4] ; [20 34],[5.09090909 6.90909091] ; [22.90909091 31.09090909],0
a2,1,0.088698,2.897849,[ 2 10] ; [ 2 52],[ 0.72727273 11.27272727] ; [ 3.27272727 50.72727273],0
a5,1,0.102789,2.661728,[8 4] ; [22 32],[5.45454545 6.54545455] ; [24.54545455 29.45454545],0
u2,1,0.133614,2.25,[5 1] ; [15 15],[3.33333333 2.66666667] ; [16.66666667 13.33333333],0
v2,1,0.157532,1.997755,[6 5] ; [17 36],[3.953125 7.046875] ; [19.046875 33.953125],0
d2,1,0.163541,1.941176,[5 7] ; [12 42],[3.09090909 8.90909091] ; [13.90909091 40.09090909],0
p8,1,0.175734,1.833333,[6 6] ; [16 38],[4. 8.] ; [18. 36.],0
r1,1,0.175734,1.833333,[6 6] ; [16 38],[4. 8.] ; [18. 36.],0
p11,1,0.215272,1.535613,[9 3] ; [30 24],[7.09090909 4.90909091] ; [31.90909091 22.09090909],0
p9,1,0.250291,1.321678,[8 3] ; [28 24],[6.28571429 4.71428571] ; [29.71428571 22.28571429],0
s4,1,0.273844,1.197388,[ 1 11] ; [12 42],[2.36363636 9.63636364] ; [10.63636364 43.36363636],0
a6,1,0.321909,0.981173,[7 5] ; [23 31],[5.45454545 6.54545455] ; [24.54545455 29.45454545],0
v1,1,0.343658,0.896739,[5 7] ; [15 39],[3.63636364 8.36363636] ; [16.36363636 37.63636364],0
s2,1,0.39791,0.714632,[4 7] ; [13 41],[2.87692308 8.12307692] ; [14.12307692 39.87692308],0
n4,1,0.413131,0.669773,[8 4] ; [29 25],[6.72727273 5.27272727] ; [30.27272727 23.72727273],0
p3,1,0.43752,0.602779,[4 8] ; [12 41],[2.95384615 9.04615385] ; [13.04615385 39.95384615],0
s5,1,0.450975,0.5682,[ 2 10] ; [ 5 49],[ 1.27272727 10.72727273] ; [ 5.72727273 48.27272727],0
b1,1,0.478875,0.501425,[6 6] ; [33 21],[7.09090909 4.90909091] ; [31.90909091 22.09090909],0
p12,1,0.486162,0.485009,[ 1 11] ; [ 2 52],[ 0.54545455 11.45454545] ; [ 2.45454545 51.54545455],0
a4,1,0.507037,0.440176,[4 8] ; [13 41],[3.09090909 8.90909091] ; [13.90909091 40.09090909],0
a7,1,0.523288,0.407407,[7 5] ; [26 28],[6. 6.] ; [27. 27.],0
n1,1,0.532528,0.389565,[2 3] ; [ 6 17],[1.42857143 3.57142857] ; [ 6.57142857 16.42857143],0
p6,1,0.538301,0.378698,[3 9] ; [ 9 43],[2.25 9.75] ; [ 9.75 42.25],0
r3,1,0.54886,0.359364,[9 3] ; [35 18],[8.12307692 3.87692308] ; [35.87692308 17.12307692],0
s3,1,0.594337,0.283623,[4 7] ; [15 38],[3.265625 7.734375] ; [15.734375 37.265625],0
b5,1,0.640031,0.218701,[6 6] ; [31 23],[6.72727273 5.27272727] ; [30.27272727 23.72727273],0
p7,1,0.640031,0.218701,[6 6] ; [23 31],[5.27272727 6.72727273] ; [23.72727273 30.27272727],0
a8,1,0.677513,0.172939,[ 1 10] ; [ 7 44],[1.41935484 9.58064516] ; [ 6.58064516 44.41935484],0
p1,1,0.715276,0.133065,[ 1 11] ; [ 3 51],[ 0.72727273 11.27272727] ; [ 3.27272727 50.72727273],0
p2,1,0.7197,0.12878,[8 4] ; [33 21],[7.45454545 4.54545455] ; [33.54545455 20.45454545],0
a3,1,0.767249,0.087601,[6 6] ; [24 29],[5.53846154 6.46153846] ; [24.46153846 28.53846154],0
b2,1,0.810136,0.05772,[2 5] ; [ 8 25],[1.75 5.25] ; [ 8.25 24.75],0
b3,1,0.810136,0.05772,[2 5] ; [ 8 25],[1.75 5.25] ; [ 8.25 24.75],0
n6,1,0.819984,0.051786,[7 5] ; [29 24],[6.64615385 5.35384615] ; [29.35384615 23.64615385],0
b4,1,0.860788,0.030755,[7 5] ; [30 24],[6.72727273 5.27272727] ; [30.27272727 23.72727273],0
n3,1,0.886731,0.02029,[3 2] ; [13 10],[2.85714286 2.14285714] ; [13.14285714  9.85714286],0
s1,1,0.912692,0.012022,[ 1 11] ; [ 4 50],[ 0.90909091 11.09090909] ; [ 4.09090909 49.90909091],0
n5,1,0.952945,0.003482,[7 5] ; [32 22],[7.09090909 4.90909091] ; [31.90909091 22.09090909],0
v4,1,0.953188,0.003446,[7 5] ; [31 23],[6.90909091 5.09090909] ; [31.09090909 22.90909091],0
n2,1,0.971216,0.001302,[3 2] ; [14  9],[3.03571429 1.96428571] ; [13.96428571  9.03571429],0
