Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.688085,[130  14] ; [10 16],[118.58823529  25.41176471] ; [21.41176471  4.58823529],1
s8,1,0.000201,13.823418,[100  45] ; [ 8 18],[91.57894737 53.42105263] ; [16.42105263  9.57894737],1
s6,1,0.008102,7.010857,[120  23] ; [16 10],[115.07692308  27.92307692] ; [20.92307692  5.07692308],0
p3,1,0.008295,6.968617,[82 63] ; [ 7 18],[75.91176471 69.08823529] ; [13.08823529 11.91176471],0
r4,1,0.011371,6.406352,[128  17] ; [18  8],[123.80116959  21.19883041] ; [22.19883041  3.80116959],0
a5,1,0.011495,6.387086,[108  37] ; [13 13],[102.60233918  42.39766082] ; [18.39766082  7.60233918],0
p7,1,0.014717,5.950032,[95 46] ; [11 15],[89.49700599 51.50299401] ; [16.50299401  9.49700599],0
p4,1,0.015973,5.805836,[102  43] ; [12 14],[96.66666667 48.33333333] ; [17.33333333  8.66666667],0
p2,1,0.016382,5.761368,[127  18] ; [18  8],[122.95321637  22.04678363] ; [22.04678363  3.95321637],0
a3,1,0.023757,5.112261,[113  31] ; [15 11],[108.42352941  35.57647059] ; [19.57647059  6.42352941],0
s2,1,0.041796,4.143426,[102  43] ; [13 13],[97.51461988 47.48538012] ; [17.48538012  8.51461988],0
v1,1,0.050455,3.826259,[61 79] ; [ 6 20],[56.5060241 83.4939759] ; [10.4939759 15.5060241],0
v4,1,0.062211,3.477437,[140   5] ; [22  3],[138.17647059   6.82352941] ; [23.82352941  1.17647059],0
n5,1,0.065452,3.393541,[118  27] ; [17  9],[114.47368421  30.52631579] ; [20.52631579  5.47368421],0
d4,1,0.071472,3.248889,[116  27] ; [17  9],[112.53846154  30.46153846] ; [20.46153846  5.53846154],0
p11,1,0.073757,3.197369,[113  32] ; [16 10],[109.38596491  35.61403509] ; [19.61403509  6.38596491],0
s5,1,0.128306,2.312878,[60 80] ; [ 7 19],[56.5060241 83.4939759] ; [10.4939759 15.5060241],0
p5,1,0.141022,2.166772,[ 28 114] ; [ 2 24],[ 25.35714286 116.64285714] ; [ 4.64285714 21.35714286],0
r3,1,0.14604,2.113134,[135  10] ; [22  4],[133.12865497  11.87134503] ; [23.87134503  2.12865497],0
n4,1,0.212573,1.553814,[120  24] ; [19  7],[117.74117647  26.25882353] ; [21.25882353  4.74117647],0
b1,1,0.237415,1.395877,[60 85] ; [14 12],[62.74853801 82.25146199] ; [11.25146199 14.74853801],0
b3,1,0.256034,1.290074,[42 54] ; [ 6 14],[39.72413793 56.27586207] ; [ 8.27586207 11.72413793],0
b2,1,0.256034,1.290074,[42 54] ; [ 6 14],[39.72413793 56.27586207] ; [ 8.27586207 11.72413793],0
p6,1,0.260844,1.264274,[67 77] ; [ 9 17],[64.37647059 79.62352941] ; [11.62352941 14.37647059],0
a4,1,0.264245,1.246379,[73 72] ; [10 16],[70.38011696 74.61988304] ; [12.61988304 13.38011696],0
d1,1,0.265104,1.241905,[84 61] ; [12 14],[81.40350877 63.59649123] ; [14.59649123 11.40350877],0
n6,1,0.299201,1.077751,[127  17] ; [21  5],[125.36470588  18.63529412] ; [22.63529412  3.36470588],0
r2,1,0.332569,0.938869,[135   9] ; [23  3],[133.83529412  10.16470588] ; [24.16470588  1.83529412],0
d3,1,0.343813,0.896161,[102  42] ; [16 10],[99.95294118 44.04705882] ; [18.04705882  7.95294118],0
p8,1,0.360083,0.837605,[81 64] ; [12 14],[78.85964912 66.14035088] ; [14.14035088 11.85964912],0
a7,1,0.390006,0.738925,[91 54] ; [14 12],[89.03508772 55.96491228] ; [15.96491228 10.03508772],0
a1,1,0.429351,0.624578,[  6 139] ; [ 2 24],[  6.78362573 138.21637427] ; [ 1.21637427 24.78362573],0
a8,1,0.444032,0.585841,[ 19 116] ; [ 2 22],[ 17.83018868 117.16981132] ; [ 3.16981132 20.83018868],0
n1,1,0.486126,0.485089,[22 16] ; [7 3],[22.95833333 15.04166667] ; [6.04166667 3.95833333],0
r1,1,0.488578,0.479655,[114  30] ; [19  7],[112.65882353  31.34117647] ; [20.34117647  5.65882353],0
a2,1,0.49288,0.470232,[ 37 108] ; [ 5 21],[ 35.61403509 109.38596491] ; [ 6.38596491 19.61403509],0
p1,1,0.525053,0.403957,[ 16 129] ; [ 4 22],[ 16.95906433 128.04093567] ; [ 3.04093567 22.95906433],0
u4,1,0.580883,0.304809,[  3 142] ; [ 1 25],[  3.39181287 141.60818713] ; [ 0.60818713 25.39181287],0
v3,1,0.588696,0.292385,[ 34 107] ; [ 5 21],[ 32.92814371 108.07185629] ; [ 6.07185629 19.92814371],0
u3,1,0.607777,0.263425,[23  9] ; [7 4],[22.3255814  9.6744186] ; [7.6744186 3.3255814],0
s3,1,0.643571,0.214102,[106  38] ; [18  8],[105.03529412  38.96470588] ; [18.96470588  7.03529412],0
n2,1,0.681519,0.168421,[28 10] ; [8 2],[28.5  9.5] ; [7.5 2.5],0
s4,1,0.75844,0.094575,[ 42 103] ; [ 8 17],[ 42.64705882 102.35294118] ; [ 7.35294118 17.64705882],0
b5,1,0.848925,0.036286,[81 64] ; [14 12],[80.55555556 64.44444444] ; [14.44444444 11.55555556],0
a6,1,0.89141,0.018638,[81 63] ; [15 11],[81.31764706 62.68235294] ; [14.68235294 11.31764706],0
b4,1,0.922598,0.00944,[74 71] ; [13 13],[73.77192982 71.22807018] ; [13.22807018 12.77192982],0
u1,1,0.941451,0.005394,[ 27 118] ; [ 5 21],[ 27.13450292 117.86549708] ; [ 4.86549708 21.13450292],0
u2,1,0.946372,0.004524,[20 12] ; [7 4],[20.09302326 11.90697674] ; [6.90697674 4.09302326],0
d2,1,0.971933,0.001238,[67 77] ; [12 14],[66.91764706 77.08235294] ; [12.08235294 13.91764706],0
n3,1,0.975842,0.000917,[23 15] ; [6 4],[22.95833333 15.04166667] ; [6.04166667 3.95833333],0
s1,1,1.0,0.0,[ 11 132] ; [ 2 24],[ 11. 132.] ; [ 2. 24.],0
d5,1,1.0,0.0,[110  33] ; [20  6],[110.  33.] ; [20.  6.],0
