Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002219,9.358595,[31 13] ; [ 3 10],[26.24561404 17.75438596] ; [7.75438596 5.24561404],0
d3,1,0.00625,7.47689,[29 15] ; [ 3 10],[24.70175439 19.29824561] ; [7.29824561 5.70175439],0
d5,1,0.018569,5.541684,[35  9] ; [6 7],[31.64912281 12.35087719] ; [9.35087719 3.64912281],0
a4,1,0.025605,4.982517,[18 26] ; [ 1 12],[14.66666667 29.33333333] ; [4.33333333 8.66666667],0
a3,1,0.045879,3.986014,[24 20] ; [ 3 10],[20.84210526 23.15789474] ; [6.15789474 6.84210526],0
v2,1,0.054031,3.711756,[23 20] ; [ 3 10],[19.96428571 23.03571429] ; [6.03571429 6.96428571],0
b3,1,0.096821,2.757147,[ 9 16] ; [ 1 10],[ 6.94444444 18.05555556] ; [3.05555556 7.94444444],0
b2,1,0.096821,2.757147,[ 9 16] ; [ 1 10],[ 6.94444444 18.05555556] ; [3.05555556 7.94444444],0
d2,1,0.113742,2.50145,[21 23] ; [ 3 10],[18.52631579 25.47368421] ; [5.47368421 7.52631579],0
p10,1,0.13933,2.185339,[12 32] ; [ 1 12],[10.03508772 33.96491228] ; [ 2.96491228 10.03508772],0
n6,1,0.139822,2.179916,[27 16] ; [11  2],[29.17857143 13.82142857] ; [8.82142857 4.17857143],0
b5,1,0.148478,2.087815,[24 20] ; [10  3],[26.24561404 17.75438596] ; [7.75438596 5.24561404],0
u2,1,0.148808,2.084423,[ 9 10] ; [2 8],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
s7,1,0.165205,1.925926,[14 25] ; [ 2 11],[12. 27.] ; [4. 9.],0
n5,1,0.172481,1.861247,[21 23] ; [9 4],[23.15789474 20.84210526] ; [6.84210526 6.15789474],0
n4,1,0.195218,1.677789,[29 15] ; [11  2],[30.87719298 13.12280702] ; [9.12280702 3.87719298],0
p8,1,0.221289,1.495992,[22 22] ; [4 9],[20.07017544 23.92982456] ; [5.92982456 7.07017544],0
r4,1,0.22748,1.456549,[34 10] ; [12  1],[35.50877193  8.49122807] ; [10.49122807  2.50877193],0
p4,1,0.241575,1.371379,[26 18] ; [10  3],[27.78947368 16.21052632] ; [8.21052632 4.78947368],0
s3,1,0.244486,1.354542,[21 23] ; [8 4],[22.78571429 21.21428571] ; [6.21428571 5.78571429],0
p5,1,0.337414,0.920233,[ 3 41] ; [ 2 11],[ 3.85964912 40.14035088] ; [ 1.14035088 11.85964912],0
s2,1,0.340231,0.909561,[21 22] ; [4 8],[19.54545455 23.45454545] ; [5.45454545 6.54545455],0
a6,1,0.346076,0.887794,[24 20] ; [9 4],[25.47368421 18.52631579] ; [7.52631579 5.47368421],0
a8,1,0.367932,0.810636,[ 1 38] ; [ 1 11],[ 1.52941176 37.47058824] ; [ 0.47058824 11.52941176],0
r3,1,0.515917,0.422049,[40  4] ; [11  2],[39.36842105  4.63157895] ; [11.63157895  1.36842105],0
s5,1,0.520409,0.413082,[10 32] ; [ 2 11],[ 9.16363636 32.83636364] ; [ 2.83636364 10.16363636],0
p11,1,0.55565,0.347293,[21 23] ; [5 8],[20.07017544 23.92982456] ; [5.92982456 7.07017544],0
v4,1,0.566171,0.329131,[38  6] ; [12  1],[38.59649123  5.40350877] ; [11.40350877  1.59649123],0
s8,1,0.583546,0.300537,[10 33] ; [4 9],[10.75 32.25] ; [3.25 9.75],0
u3,1,0.604773,0.267857,[10 10] ; [6 4],[10.66666667  9.33333333] ; [5.33333333 4.66666667],0
r1,1,0.678117,0.172253,[33 11] ; [9 4],[32.42105263 11.57894737] ; [9.57894737 3.42105263],0
r2,1,0.697949,0.150614,[39  5] ; [11  2],[38.59649123  5.40350877] ; [11.40350877  1.59649123],0
s1,1,0.697949,0.150614,[ 5 39] ; [ 2 11],[ 5.40350877 38.59649123] ; [ 1.59649123 11.40350877],0
v1,1,0.761997,0.091724,[19 25] ; [5 8],[18.52631579 25.47368421] ; [5.47368421 7.52631579],0
b1,1,0.771732,0.084164,[29 15] ; [8 5],[28.56140351 15.43859649] ; [8.43859649 4.56140351],0
p2,1,0.771732,0.084164,[29 15] ; [8 5],[28.56140351 15.43859649] ; [8.43859649 4.56140351],0
p6,1,0.782272,0.076375,[11 30] ; [4 9],[11.38888889 29.61111111] ; [3.61111111 9.38888889],0
n1,1,0.848936,0.036281,[6 8] ; [1 1],[6.125 7.875] ; [0.875 1.125],0
s4,1,0.855004,0.033393,[11 32] ; [ 3 10],[10.75 32.25] ; [3.25 9.75],0
p1,1,0.875546,0.024529,[ 4 40] ; [ 1 12],[ 3.85964912 40.14035088] ; [ 1.14035088 11.85964912],0
b4,1,0.890421,0.018981,[28 16] ; [8 5],[27.78947368 16.21052632] ; [8.21052632 4.78947368],0
p7,1,0.934867,0.006679,[27 16] ; [8 5],[26.875 16.125] ; [8.125 4.875],0
v3,1,0.944642,0.004821,[17 26] ; [5 8],[16.89285714 26.10714286] ; [5.10714286 7.89285714],0
s6,1,0.981917,0.000514,[23 20] ; [7 6],[23.03571429 19.96428571] ; [6.96428571 6.03571429],0
a7,1,0.990923,0.000129,[27 17] ; [8 5],[27.01754386 16.98245614] ; [7.98245614 5.01754386],0
