Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,135.002916,[ 66 208] ; [305 139],[141.57938719 132.42061281] ; [229.42061281 214.57938719],1
p6,1,0.0,76.532258,[ 45 223] ; [218 222],[ 99.55367232 168.44632768] ; [163.44632768 276.55367232],1
p8,1,0.0,59.312859,[ 91 178] ; [281 161],[140.74261603 128.25738397] ; [231.25738397 210.74261603],1
p7,1,0.0,41.413639,[129 134] ; [321 118],[168.58974359  94.41025641] ; [281.41025641 157.58974359],1
p2,1,0.0,32.88388,[205  70] ; [401  42],[232.10306407  42.89693593] ; [373.89693593  69.10306407],1
p5,1,1e-06,23.857865,[ 10 263] ; [ 68 374],[ 29.78181818 243.21818182] ; [ 48.21818182 393.78181818],1
n5,1,2e-06,23.035825,[179  95] ; [360  83],[205.9776848  68.0223152] ; [333.0223152 109.9776848],1
n4,1,4e-06,21.151091,[188  87] ; [369  75],[213.03894298  61.96105702] ; [343.96105702 100.03894298],1
s6,1,8e-06,20.034712,[160 111] ; [328 109],[186.79096045  84.20903955] ; [301.20903955 135.79096045],1
s7,1,1e-05,19.505399,[105 161] ; [239 182],[133.19359534 132.80640466] ; [210.80640466 210.19359534],1
p11,1,1.1e-05,19.387877,[190  86] ; [369  76],[213.98613037  62.01386963] ; [345.01386963  99.98613037],1
v1,1,2.4e-05,17.83526,[122 148] ; [265 166],[149.05848787 120.94151213] ; [237.94151213 193.05848787],1
p10,1,0.00013,14.642624,[202  68] ; [381  61],[221.08146067  48.91853933] ; [361.91853933  80.08146067],1
s5,1,0.000554,11.926118,[ 70 193] ; [169 259],[ 90.96526773 172.03473227] ; [148.03473227 279.96526773],1
s2,1,0.000617,11.723598,[121 154] ; [252 189],[143.26117318 131.73882682] ; [229.73882682 211.26117318],1
p9,1,0.000751,11.358599,[209  57] ; [390  53],[224.73060649  41.26939351] ; [374.26939351  68.73060649],1
s8,1,0.001419,10.181049,[107 168] ; [226 216],[127.71966527 147.28033473] ; [205.28033473 236.71966527],0
n6,1,0.001914,9.629905,[217  58] ; [388  55],[231.72005571  43.27994429] ; [373.27994429  69.72005571],0
